s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+8.03571429E-01,+0.00000000E+00,+7.01060455E-02,+1.41617974E-01,+1.58020594E-01,+1.11112751E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.10629735E-03,+2.10623542E-01,+2.10646447E-01,+1.55604929E+00
+8.19642857E-01,+0.00000000E+00,+7.27837434E-02,+1.38777354E-01,+1.56705544E-01,+1.08776951E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.10343419E-03,+2.10542595E-01,+2.10565467E-01,+1.55605722E+00
+8.35714286E-01,+0.00000000E+00,+7.55123966E-02,+1.35882786E-01,+1.55454988E-01,+1.06357434E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.10051846E-03,+2.10460123E-01,+2.10482960E-01,+1.55606530E+00
+8.51785714E-01,+0.00000000E+00,+7.82918864E-02,+1.32934399E-01,+1.54276291E-01,+1.03854049E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.09755039E-03,+2.10376128E-01,+2.10398931E-01,+1.55607352E+00
+8.67857143E-01,+0.00000000E+00,+8.11220921E-02,+1.29932329E-01,+1.53177034E-01,+1.01267097E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.09453022E-03,+2.10290617E-01,+2.10313384E-01,+1.55608190E+00
+8.83928571E-01,+0.00000000E+00,+8.40028910E-02,+1.26876711E-01,+1.52164995E-01,+9.85973872E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.09145819E-03,+2.10203592E-01,+2.10226324E-01,+1.55609042E+00
+9.00000000E-01,+0.00000000E+00,+8.69341583E-02,+1.23767685E-01,+1.51248100E-01,+9.58462867E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.08833454E-03,+2.10115060E-01,+2.10137755E-01,+1.55609908E+00
+9.16071429E-01,+0.00000000E+00,+8.99157673E-02,+1.20605391E-01,+1.50434389E-01,+9.30157737E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.08515953E-03,+2.10025024E-01,+2.10047682E-01,+1.55610790E+00
+9.32142857E-01,+0.00000000E+00,+9.29475894E-02,+1.17389972E-01,+1.49731960E-01,+9.01084796E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.08193341E-03,+2.09933490E-01,+2.09956111E-01,+1.55611686E+00
+9.48214286E-01,+0.00000000E+00,+9.60294939E-02,+1.14121572E-01,+1.49148909E-01,+8.71277236E-01,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.07865643E-03,+2.09840461E-01,+2.09863044E-01,+1.55612596E+00
