s,n,Re(f_ex.tm),Im(f_ex.tm),Abs(f_ex.tm),Arg(f_ex.tm),Re(f_ex.te),Im(f_ex.te),Abs(f_ex.te),Arg(f_ex.te)
+4.70000000E-01,+5.00000000E+00,-2.13582531E-10,-3.27755599E-09,+3.28450769E-09,-1.63586950E+00,-8.07210653E-10,-2.36938031E-09,+2.50310848E-09,-1.89914809E+00
+4.80000000E-01,+5.00000000E+00,-2.10617487E-10,-3.13707155E-09,+3.14413384E-09,-1.63783397E+00,-7.69140005E-10,-2.28256197E-09,+2.40866467E-09,-1.89581044E+00
+4.90000000E-01,+5.00000000E+00,-2.07252785E-10,-2.99788007E-09,+3.00503554E-09,-1.63981962E+00,-7.31659287E-10,-2.19552685E-09,+2.31423064E-09,-1.89247186E+00
+5.00000000E-01,+5.00000000E+00,-2.03499132E-10,-2.86018853E-09,+2.86741875E-09,-1.64182549E+00,-6.94821030E-10,-2.10841789E-09,+2.21995546E-09,-1.88913457E+00
+5.10000000E-01,+5.00000000E+00,-1.99369388E-10,-2.72420086E-09,+2.73148650E-09,-1.64385063E+00,-6.58675688E-10,-2.02138139E-09,+2.12599069E-09,-1.88580066E+00
+5.20000000E-01,+5.00000000E+00,-1.94878518E-10,-2.59011737E-09,+2.59743828E-09,-1.64589409E+00,-6.23271512E-10,-1.93456663E-09,+2.03248996E-09,-1.88247217E+00
+5.30000000E-01,+5.00000000E+00,-1.90043530E-10,-2.45813412E-09,+2.46546951E-09,-1.64795495E+00,-5.88654409E-10,-1.84812532E-09,+1.93960852E-09,-1.87915103E+00
+5.40000000E-01,+5.00000000E+00,-1.84883397E-10,-2.32844236E-09,+2.33577090E-09,-1.65003226E+00,-5.54867819E-10,-1.76221113E-09,+1.84750274E-09,-1.87583909E+00
+5.50000000E-01,+5.00000000E+00,-1.79418968E-10,-2.20122792E-09,+2.20852790E-09,-1.65212512E+00,-5.21952593E-10,-1.67697911E-09,+1.75632954E-09,-1.87253811E+00
+5.60000000E-01,+5.00000000E+00,-1.73672866E-10,-2.07667052E-09,+2.08392004E-09,-1.65423261E+00,-4.89946874E-10,-1.59258508E-09,+1.66624583E-09,-1.86924977E+00
+5.70000000E-01,+5.00000000E+00,-1.67669369E-10,-1.95494325E-09,+1.96212031E-09,-1.65635382E+00,-4.58885981E-10,-1.50918500E-09,+1.57740791E-09,-1.86597565E+00
+5.80000000E-01,+5.00000000E+00,-1.61434279E-10,-1.83621181E-09,+1.84329456E-09,-1.65848788E+00,-4.28802305E-10,-1.42693432E-09,+1.48997080E-09,-1.86271726E+00
+5.90000000E-01,+5.00000000E+00,-1.54994785E-10,-1.72063397E-09,+1.72760083E-09,-1.66063390E+00,-3.99725211E-10,-1.34598726E-09,+1.40408759E-09,-1.85947603E+00
+6.00000000E-01,+5.00000000E+00,-1.48379299E-10,-1.60835888E-09,+1.61518875E-09,-1.66279102E+00,-3.71680936E-10,-1.26649607E-09,+1.31990872E-09,-1.85625328E+00
+6.10000000E-01,+5.00000000E+00,-1.41617295E-10,-1.49952644E-09,+1.50619886E-09,-1.66495839E+00,-3.44692512E-10,-1.18861028E-09,+1.23758124E-09,-1.85305028E+00
+6.20000000E-01,+5.00000000E+00,-1.34739123E-10,-1.39426666E-09,+1.40076199E-09,-1.66713516E+00,-3.18779680E-10,-1.11247590E-09,+1.15724808E-09,-1.84986822E+00
+6.30000000E-01,+5.00000000E+00,-1.27775825E-10,-1.29269905E-09,+1.29899865E-09,-1.66932051E+00,-2.93958825E-10,-1.03823462E-09,+1.07904723E-09,-1.84670819E+00
+6.40000000E-01,+5.00000000E+00,-1.20758928E-10,-1.19493199E-09,+1.20101840E-09,-1.67151363E+00,-2.70242911E-10,-9.66023010E-10,+1.00311100E-09,-1.84357124E+00
+6.50000000E-01,+5.00000000E+00,-1.13720239E-10,-1.10106215E-09,+1.10691922E-09,-1.67371372E+00,-2.47641435E-10,-8.95971618E-10,+9.29565178E-10,-1.84045833E+00
+6.60000000E-01,+5.00000000E+00,-1.06691620E-10,-1.01117388E-09,+1.01678696E-09,-1.67592000E+00,-2.26160380E-10,-8.28204174E-10,+8.58528201E-10,-1.83737034E+00
+6.70000000E-01,+5.00000000E+00,-9.97047672E-11,-9.25338688E-10,+9.30694755E-10,-1.67813170E+00,-2.05802190E-10,-7.62836717E-10,+7.90110371E-10,-1.83430811E+00
+6.80000000E-01,+5.00000000E+00,-9.27909766E-11,-8.43614696E-10,+8.48702492E-10,-1.68034808E+00,-1.86565750E-10,-6.99976744E-10,+7.24413018E-10,-1.83127239E+00
+6.90000000E-01,+5.00000000E+00,-8.59809060E-11,-7.66046156E-10,+7.70856296E-10,-1.68256838E+00,-1.68446378E-10,-6.39722370E-10,+6.61527696E-10,-1.82826387E+00
+7.00000000E-01,+5.00000000E+00,-7.93043360E-11,-6.92662996E-10,+6.97188069E-10,-1.68479190E+00,-1.51435836E-10,-5.82161495E-10,+6.01535385E-10,-1.82528320E+00
+7.10000000E-01,+5.00000000E+00,-7.27899276E-11,-6.23480411E-10,+6.27715059E-10,-1.68701794E+00,-1.35522348E-10,-5.27371004E-10,+5.44505723E-10,-1.82233095E+00
+7.20000000E-01,+5.00000000E+00,-6.64649802E-11,-5.58498512E-10,+5.62439491E-10,-1.68924579E+00,-1.20690634E-10,-4.75415981E-10,+4.90496263E-10,-1.81940765E+00
+7.30000000E-01,+5.00000000E+00,-6.03551931E-11,-4.97702028E-10,+5.01348241E-10,-1.69147479E+00,-1.06921966E-10,-4.26348978E-10,+4.39551770E-10,-1.81651376E+00
+7.40000000E-01,+5.00000000E+00,-5.44844293E-11,-4.41060077E-10,+4.44412583E-10,-1.69370430E+00,-9.41942268E-11,-3.80209321E-10,+3.91703562E-10,-1.81364970E+00
+7.50000000E-01,+5.00000000E+00,-4.88744880E-11,-3.88526001E-10,+3.91588009E-10,-1.69593366E+00,-8.24819991E-11,-3.37022474E-10,+3.46968915E-10,-1.81081584E+00
+7.60000000E-01,+5.00000000E+00,-4.35448850E-11,-3.40037296E-10,+3.42814118E-10,-1.69816226E+00,-7.17566638E-11,-2.96799473E-10,+3.05350529E-10,-1.80801250E+00
+7.70000000E-01,+5.00000000E+00,-3.85126454E-11,-2.95515620E-10,+2.98014606E-10,-1.70038949E+00,-6.19865200E-11,-2.59536438E-10,+2.66836076E-10,-1.80523996E+00
+7.80000000E-01,+5.00000000E+00,-3.37921113E-11,-2.54866900E-10,+2.57097343E-10,-1.70261477E+00,-5.31369233E-11,-2.25214178E-10,+2.31397836E-10,-1.80249844E+00
+7.90000000E-01,+5.00000000E+00,-2.93947670E-11,-2.17981554E-10,+2.19954564E-10,-1.70483753E+00,-4.51704453E-11,-1.93797891E-10,+1.98992441E-10,-1.79978815E+00
+8.00000000E-01,+5.00000000E+00,-2.53290859E-11,-1.84734818E-10,+1.86463174E-10,-1.70705721E+00,-3.80470535E-11,-1.65236993E-10,+1.69560733E-10,-1.79710924E+00
+8.10000000E-01,+5.00000000E+00,-2.16004015E-11,-1.54987209E-10,+1.56485182E-10,-1.70927328E+00,-3.17243137E-11,-1.39465068E-10,+1.43027750E-10,-1.79446183E+00
+8.20000000E-01,+5.00000000E+00,-1.82108072E-11,-1.28585127E-10,+1.29868273E-10,-1.71148521E+00,-2.61576152E-11,-1.16399969E-10,+1.19302865E-10,-1.79184600E+00
+8.30000000E-01,+5.00000000E+00,-1.51590893E-11,-1.05361601E-10,+1.06446536E-10,-1.71369250E+00,-2.13004210E-11,-9.59440795E-11,+9.82800810E-11,-1.78926180E+00
+8.40000000E-01,+5.00000000E+00,-1.24406954E-11,-8.51372002E-11,+8.60413491E-11,-1.71589466E+00,-1.71045419E-11,-7.79847578E-11,+7.98385107E-11,-1.78670925E+00
+8.50000000E-01,+5.00000000E+00,-1.00477452E-11,-6.77211189E-11,+6.84624505E-11,-1.71809122E+00,-1.35204379E-11,-6.23949745E-11,+6.38430504E-11,-1.78418834E+00
+8.60000000E-01,+5.00000000E+00,-7.96908690E-12,-5.29124514E-11,+5.35091942E-11,-1.72028174E+00,-1.04975464E-11,-4.90341690E-11,+5.01452711E-11,-1.78169904E+00
+8.70000000E-01,+5.00000000E+00,-6.19040486E-12,-4.05016664E-11,+4.09720160E-11,-1.72246576E+00,-7.98463872E-12,-3.77493412E-11,+3.85845463E-11,-1.77924129E+00
+8.80000000E-01,+5.00000000E+00,-4.69438351E-12,-3.02722982E-11,+3.06341194E-11,-1.72464286E+00,-5.93020676E-12,-2.83764012E-11,+2.89894377E-11,-1.77681500E+00
+8.90000000E-01,+5.00000000E+00,-3.46093351E-12,-2.20028707E-11,+2.22734007E-11,-1.72681264E+00,-4.28287979E-12,-2.07417987E-11,+2.11793596E-11,-1.77442006E+00
+9.00000000E-01,+5.00000000E+00,-2.46748585E-12,-1.54690685E-11,+1.56646279E-11,-1.72897471E+00,-2.99187364E-12,-1.46644547E-11,+1.49665473E-11,-1.77205634E+00
+9.10000000E-01,+5.00000000E+00,-1.68936022E-12,-1.04461728E-11,+1.05818932E-11,-1.73112869E+00,-2.00747292E-12,-9.95802101E-12,+1.01583527E-11,-1.76972369E+00
+9.20000000E-01,+5.00000000E+00,-1.10021424E-12,-6.71177894E-12,+6.80135632E-12,-1.73327421E+00,-1.28154782E-12,-6.43349293E-12,+6.55989299E-12,-1.76742194E+00
+9.30000000E-01,+5.00000000E+00,-6.72580350E-13,-4.04881557E-12,+4.10429919E-12,-1.73541093E+00,-7.68106637E-13,-3.90220147E-12,+3.97707985E-12,-1.76515092E+00
+9.40000000E-01,+5.00000000E+00,-3.78497806E-13,-2.24888198E-12,+2.28051107E-12,-1.73753851E+00,-4.23885542E-13,-2.17921428E-12,+2.22005717E-12,-1.76291042E+00
+9.50000000E-01,+5.00000000E+00,-1.90247243E-13,-1.11592569E-12,+1.13202657E-12,-1.73965665E+00,-2.08976805E-13,-1.08717415E-12,+1.10707675E-12,-1.76070022E+00
+9.60000000E-01,+5.00000000E+00,-8.11958616E-14,-4.70280166E-13,+4.77238098E-13,-1.74176503E+00,-8.74970036E-14,-4.60606443E-13,+4.68843280E-13,-1.75852009E+00
+9.70000000E-01,+5.00000000E+00,-2.67615962E-14,-1.53084449E-13,+1.55406022E-13,-1.74386336E+00,-2.82966169E-14,-1.50727611E-13,+1.53360722E-13,-1.75636981E+00
+9.80000000E-01,+5.00000000E+00,-5.50502627E-15,-3.11073774E-14,+3.15907303E-14,-1.74595137E+00,-5.71251479E-15,-3.07887732E-14,+3.13142361E-14,-1.75424910E+00
+9.90000000E-01,+5.00000000E+00,-3.58206123E-16,-1.99990259E-15,+2.03172882E-15,-1.74802879E+00,-3.64860820E-16,-1.98968314E-15,+2.02285996E-15,-1.75215771E+00
+1.00000000E+00,+5.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+6.00000000E+00,-2.49335246E-13,-2.58674647E-11,+2.58686664E-11,-1.58043498E+00,-6.95153029E-12,-1.45991556E-11,+1.61696975E-11,-2.01519049E+00
+1.00000000E-02,+6.00000000E+00,-2.49901910E-13,-2.58560467E-11,+2.58572543E-11,-1.58046115E+00,-6.94809914E-12,-1.45944567E-11,+1.61639800E-11,-2.01512381E+00
+2.00000000E-02,+6.00000000E+00,-2.51598083E-13,-2.58218146E-11,+2.58230404E-11,-1.58053964E+00,-6.93781375E-12,-1.45803621E-11,+1.61468331E-11,-2.01492389E+00
+3.00000000E-02,+6.00000000E+00,-2.54412331E-13,-2.57648345E-11,+2.57660906E-11,-1.58067041E+00,-6.92069835E-12,-1.45568780E-11,+1.61182742E-11,-2.01459107E+00
+4.00000000E-02,+6.00000000E+00,-2.58325675E-13,-2.56852162E-11,+2.56865152E-11,-1.58085336E+00,-6.89679317E-12,-1.45240146E-11,+1.60783319E-11,-2.01412591E+00
+5.00000000E-02,+6.00000000E+00,-2.63311711E-13,-2.55831132E-11,+2.55844682E-11,-1.58108837E+00,-6.86615443E-12,-1.44817867E-11,+1.60270466E-11,-2.01352922E+00
+6.00000000E-02,+6.00000000E+00,-2.69336768E-13,-2.54587223E-11,+2.54601470E-11,-1.58137528E+00,-6.82885409E-12,-1.44302136E-11,+1.59644704E-11,-2.01280201E+00
+7.00000000E-02,+6.00000000E+00,-2.76360123E-13,-2.53122836E-11,+2.53137922E-11,-1.58171392E+00,-6.78497970E-12,-1.43693199E-11,+1.58906672E-11,-2.01194551E+00
+8.00000000E-02,+6.00000000E+00,-2.84334244E-13,-2.51440794E-11,+2.51456870E-11,-1.58210404E+00,-6.73463413E-12,-1.42991354E-11,+1.58057132E-11,-2.01096116E+00
+9.00000000E-02,+6.00000000E+00,-2.93205092E-13,-2.49544344E-11,+2.49561569E-11,-1.58254540E+00,-6.67793523E-12,-1.42196959E-11,+1.57096967E-11,-2.00985063E+00
+1.00000000E-01,+6.00000000E+00,-3.02912455E-13,-2.47437147E-11,+2.47455688E-11,-1.58303771E+00,-6.61501555E-12,-1.41310436E-11,+1.56027185E-11,-2.00861575E+00
+1.10000000E-01,+6.00000000E+00,-3.13390316E-13,-2.45123270E-11,+2.45143303E-11,-1.58358064E+00,-6.54602191E-12,-1.40332278E-11,+1.54848922E-11,-2.00725859E+00
+1.20000000E-01,+6.00000000E+00,-3.24567270E-13,-2.42607184E-11,+2.42628894E-11,-1.58417383E+00,-6.47111500E-12,-1.39263055E-11,+1.53563444E-11,-2.00578137E+00
+1.30000000E-01,+6.00000000E+00,-3.36366967E-13,-2.39893748E-11,+2.39917329E-11,-1.58481691E+00,-6.39046889E-12,-1.38103421E-11,+1.52172153E-11,-2.00418650E+00
+1.40000000E-01,+6.00000000E+00,-3.48708588E-13,-2.36988207E-11,+2.37013860E-11,-1.58550944E+00,-6.30427053E-12,-1.36854121E-11,+1.50676584E-11,-2.00247657E+00
+1.50000000E-01,+6.00000000E+00,-3.61507352E-13,-2.33896177E-11,+2.33924113E-11,-1.58625099E+00,-6.21271920E-12,-1.35515999E-11,+1.49078416E-11,-2.00065430E+00
+1.60000000E-01,+6.00000000E+00,-3.74675047E-13,-2.30623637E-11,+2.30654070E-11,-1.58704107E+00,-6.11602592E-12,-1.34090007E-11,+1.47379467E-11,-1.99872258E+00
+1.70000000E-01,+6.00000000E+00,-3.88120587E-13,-2.27176914E-11,+2.27210066E-11,-1.58787917E+00,-6.01441288E-12,-1.32577209E-11,+1.45581704E-11,-1.99668444E+00
+1.80000000E-01,+6.00000000E+00,-4.01750583E-13,-2.23562676E-11,+2.23598771E-11,-1.58876477E+00,-5.90811269E-12,-1.30978794E-11,+1.43687244E-11,-1.99454302E+00
+1.90000000E-01,+6.00000000E+00,-4.15469939E-13,-2.19787911E-11,+2.19827176E-11,-1.58969730E+00,-5.79736781E-12,-1.29296081E-11,+1.41698356E-11,-1.99230161E+00
+2.00000000E-01,+6.00000000E+00,-4.29182453E-13,-2.15859921E-11,+2.15902583E-11,-1.59067616E+00,-5.68242974E-12,-1.27530529E-11,+1.39617465E-11,-1.98996356E+00
+2.10000000E-01,+6.00000000E+00,-4.42791430E-13,-2.11786300E-11,+2.11832583E-11,-1.59170074E+00,-5.56355835E-12,-1.25683740E-11,+1.37447156E-11,-1.98753236E+00
+2.20000000E-01,+6.00000000E+00,-4.56200306E-13,-2.07574922E-11,+2.07625047E-11,-1.59277041E+00,-5.44102107E-12,-1.23757473E-11,+1.35190174E-11,-1.98501154E+00
+2.30000000E-01,+6.00000000E+00,-4.69313259E-13,-2.03233925E-11,+2.03288105E-11,-1.59388449E+00,-5.31509212E-12,-1.21753648E-11,+1.32849430E-11,-1.98240474E+00
+2.40000000E-01,+6.00000000E+00,-4.82035839E-13,-1.98771687E-11,+1.98830127E-11,-1.59504230E+00,-5.18605167E-12,-1.19674348E-11,+1.30427999E-11,-1.97971564E+00
+2.50000000E-01,+6.00000000E+00,-4.94275570E-13,-1.94196818E-11,+1.94259711E-11,-1.59624313E+00,-5.05418507E-12,-1.17521835E-11,+1.27929123E-11,-1.97694797E+00
+2.60000000E-01,+6.00000000E+00,-5.05942562E-13,-1.89518133E-11,+1.89585655E-11,-1.59748625E+00,-4.91978193E-12,-1.15298545E-11,+1.25356212E-11,-1.97410550E+00
+2.70000000E-01,+6.00000000E+00,-5.16950092E-13,-1.84744633E-11,+1.84816945E-11,-1.59877090E+00,-4.78313531E-12,-1.13007098E-11,+1.22712846E-11,-1.97119202E+00
+2.80000000E-01,+6.00000000E+00,-5.27215181E-13,-1.79885487E-11,+1.79962730E-11,-1.60009632E+00,-4.64454082E-12,-1.10650302E-11,+1.20002772E-11,-1.96821136E+00
+2.90000000E-01,+6.00000000E+00,-5.36659143E-13,-1.74950010E-11,+1.75032301E-11,-1.60146171E+00,-4.50429576E-12,-1.08231151E-11,+1.17229903E-11,-1.96516732E+00
+3.00000000E-01,+6.00000000E+00,-5.45208108E-13,-1.69947639E-11,+1.70035071E-11,-1.60286627E+00,-4.36269820E-12,-1.05752832E-11,+1.14398318E-11,-1.96206373E+00
+3.10000000E-01,+6.00000000E+00,-5.52793523E-13,-1.64887913E-11,+1.64980550E-11,-1.60430919E+00,-4.22004614E-12,-1.03218723E-11,+1.11512258E-11,-1.95890439E+00
+3.20000000E-01,+6.00000000E+00,-5.59352612E-13,-1.59780445E-11,+1.59878322E-11,-1.60578961E+00,-4.07663656E-12,-1.00632391E-11,+1.08576124E-11,-1.95569308E+00
+3.30000000E-01,+6.00000000E+00,-5.64828808E-13,-1.54634903E-11,+1.54738025E-11,-1.60730670E+00,-3.93276458E-12,-9.79975930E-12,+1.05594469E-11,-1.95243354E+00
+3.40000000E-01,+6.00000000E+00,-5.69172143E-13,-1.49460983E-11,+1.49569319E-11,-1.60885959E+00,-3.78872254E-12,-9.53182705E-12,+1.02571997E-11,-1.94912948E+00
+3.50000000E-01,+6.00000000E+00,-5.72339595E-13,-1.44268384E-11,+1.44381869E-11,-1.61044740E+00,-3.64479915E-12,-9.25985461E-12,+9.95135510E-12,-1.94578457E+00
+3.60000000E-01,+6.00000000E+00,-5.74295395E-13,-1.39066782E-11,+1.39185314E-11,-1.61206925E+00,-3.50127861E-12,-8.98427171E-12,+9.64241101E-12,-1.94240241E+00
+3.70000000E-01,+6.00000000E+00,-5.75011285E-13,-1.33865805E-11,+1.33989244E-11,-1.61372424E+00,-3.35843974E-12,-8.70552480E-12,+9.33087775E-12,-1.93898654E+00
+3.80000000E-01,+6.00000000E+00,-5.74466722E-13,-1.28675004E-11,+1.28803175E-11,-1.61541148E+00,-3.21655521E-12,-8.42407621E-12,+9.01727716E-12,-1.93554044E+00
+3.90000000E-01,+6.00000000E+00,-5.72649040E-13,-1.23503831E-11,+1.23636519E-11,-1.61713005E+00,-3.07589064E-12,-8.14040305E-12,+8.70214141E-12,-1.93206751E+00
+4.00000000E-01,+6.00000000E+00,-5.69553549E-13,-1.18361607E-11,+1.18498562E-11,-1.61887903E+00,-2.93670386E-12,-7.85499609E-12,+8.38601175E-12,-1.92857108E+00
+4.10000000E-01,+6.00000000E+00,-5.65183588E-13,-1.13257498E-11,+1.13398431E-11,-1.62065750E+00,-2.79924415E-12,-7.56835838E-12,+8.06943718E-12,-1.92505439E+00
+4.20000000E-01,+6.00000000E+00,-5.59550518E-13,-1.08200489E-11,+1.08345076E-11,-1.62246453E+00,-2.66375147E-12,-7.28100381E-12,+7.75297288E-12,-1.92152059E+00
+4.30000000E-01,+6.00000000E+00,-5.52673658E-13,-1.03199352E-11,+1.03347236E-11,-1.62429920E+00,-2.53045578E-12,-6.99345547E-12,+7.43717862E-12,-1.91797275E+00
+4.40000000E-01,+6.00000000E+00,-5.44580165E-13,-9.82626249E-12,+9.84134148E-12,-1.62616057E+00,-2.39957632E-12,-6.70624389E-12,+7.12261705E-12,-1.91441383E+00
+4.50000000E-01,+6.00000000E+00,-5.35304858E-13,-9.33985810E-12,+9.35518577E-12,-1.62804772E+00,-2.27132106E-12,-6.41990516E-12,+6.80985181E-12,-1.91084670E+00
+4.60000000E-01,+6.00000000E+00,-5.24889986E-13,-8.86152044E-12,+8.87705210E-12,-1.62995970E+00,-2.14588602E-12,-6.13497893E-12,+6.49944561E-12,-1.90727414E+00
+4.70000000E-01,+6.00000000E+00,-5.13384938E-13,-8.39201636E-12,+8.40770496E-12,-1.63189558E+00,-2.02345477E-12,-5.85200621E-12,+6.19195816E-12,-1.90369882E+00
+4.80000000E-01,+6.00000000E+00,-5.00845899E-13,-7.93207863E-12,+7.94787506E-12,-1.63385444E+00,-1.90419789E-12,-5.57152717E-12,+5.88794400E-12,-1.90012331E+00
+4.90000000E-01,+6.00000000E+00,-4.87335454E-13,-7.48240351E-12,+7.49825700E-12,-1.63583534E+00,-1.78827254E-12,-5.29407880E-12,+5.58795034E-12,-1.89655007E+00
+5.00000000E-01,+6.00000000E+00,-4.72922139E-13,-7.04364833E-12,+7.05950686E-12,-1.63783735E+00,-1.67582202E-12,-5.02019245E-12,+5.29251469E-12,-1.89298148E+00
+5.10000000E-01,+6.00000000E+00,-4.57679948E-13,-6.61642926E-12,+6.63223998E-12,-1.63985957E+00,-1.56697545E-12,-4.75039132E-12,+5.00216251E-12,-1.88941979E+00
+5.20000000E-01,+6.00000000E+00,-4.41687785E-13,-6.20131912E-12,+6.21702878E-12,-1.64190106E+00,-1.46184742E-12,-4.48518791E-12,+4.71740484E-12,-1.88586716E+00
+5.30000000E-01,+6.00000000E+00,-4.25028882E-13,-5.79884532E-12,+5.81440079E-12,-1.64396093E+00,-1.36053778E-12,-4.22508139E-12,+4.43873584E-12,-1.88232564E+00
+5.40000000E-01,+6.00000000E+00,-4.07790178E-13,-5.40948798E-12,+5.42483669E-12,-1.64603826E+00,-1.26313143E-12,-3.97055500E-12,+4.16663029E-12,-1.87879720E+00
+5.50000000E-01,+6.00000000E+00,-3.90061654E-13,-5.03367817E-12,+5.04876856E-12,-1.64813216E+00,-1.16969821E-12,-3.72207334E-12,+3.90154121E-12,-1.87528367E+00
+5.60000000E-01,+6.00000000E+00,-3.71935649E-13,-4.67179629E-12,+4.68657836E-12,-1.65024175E+00,-1.08029283E-12,-3.48007980E-12,+3.64389737E-12,-1.87178682E+00
+5.70000000E-01,+6.00000000E+00,-3.53506142E-13,-4.32417072E-12,+4.33859643E-12,-1.65236613E+00,-9.94954855E-13,-3.24499393E-12,+3.39410087E-12,-1.86830830E+00
+5.80000000E-01,+6.00000000E+00,-3.34868022E-13,-3.99107652E-12,+4.00510030E-12,-1.65450445E+00,-9.13708774E-13,-3.01720887E-12,+3.15252488E-12,-1.86484968E+00
+5.90000000E-01,+6.00000000E+00,-3.16116335E-13,-3.67273454E-12,+3.68631368E-12,-1.65665583E+00,-8.36564131E-13,-2.79708893E-12,+2.91951127E-12,-1.86141241E+00
+6.00000000E-01,+6.00000000E+00,-2.97345530E-13,-3.36931052E-12,+3.38240562E-12,-1.65881943E+00,-7.63515711E-13,-2.58496717E-12,+2.69536853E-12,-1.85799787E+00
+6.10000000E-01,+6.00000000E+00,-2.78648697E-13,-3.08091467E-12,+3.09348998E-12,-1.66099442E+00,-6.94543802E-13,-2.38114317E-12,+2.48036971E-12,-1.85460735E+00
+6.20000000E-01,+6.00000000E+00,-2.60116813E-13,-2.80760126E-12,+2.81962508E-12,-1.66317995E+00,-6.29614521E-13,-2.18588094E-12,+2.27475052E-12,-1.85124205E+00
+6.30000000E-01,+6.00000000E+00,-2.41838002E-13,-2.54936872E-12,+2.56081363E-12,-1.66537522E+00,-5.68680205E-13,-1.99940695E-12,+2.07870761E-12,-1.84790308E+00
+6.40000000E-01,+6.00000000E+00,-2.23896804E-13,-2.30615978E-12,+2.31700296E-12,-1.66757943E+00,-5.11679868E-13,-1.82190844E-12,+1.89239707E-12,-1.84459147E+00
+6.50000000E-01,+6.00000000E+00,-2.06373480E-13,-2.07786210E-12,+2.08808547E-12,-1.66979177E+00,-4.58539729E-13,-1.65353189E-12,+1.71593310E-12,-1.84130818E+00
+6.60000000E-01,+6.00000000E+00,-1.89343345E-13,-1.86430908E-12,+1.87389948E-12,-1.67201148E+00,-4.09173795E-13,-1.49438176E-12,+1.54938698E-12,-1.83805408E+00
+6.70000000E-01,+6.00000000E+00,-1.72876139E-13,-1.66528100E-12,+1.67423027E-12,-1.67423779E+00,-3.63484515E-13,-1.34451947E-12,+1.39278627E-12,-1.83482997E+00
+6.80000000E-01,+6.00000000E+00,-1.57035454E-13,-1.48050652E-12,+1.48881150E-12,-1.67646995E+00,-3.21363493E-13,-1.20396274E-12,+1.24611427E-12,-1.83163658E+00
+6.90000000E-01,+6.00000000E+00,-1.41878202E-13,-1.30966443E-12,+1.31732697E-12,-1.67870722E+00,-2.82692258E-13,-1.07268518E-12,+1.10930988E-12,-1.82847458E+00
+7.00000000E-01,+6.00000000E+00,-1.27454163E-13,-1.15238581E-12,+1.15941262E-12,-1.68094889E+00,-2.47343091E-13,-9.50616247E-13,+9.82267710E-13,-1.82534456E+00
+7.10000000E-01,+6.00000000E+00,-1.13805582E-13,-1.00825646E-12,+1.01465896E-12,-1.68319425E+00,-2.15179908E-13,-8.37641549E-13,+8.64838573E-13,-1.82224706E+00
+7.20000000E-01,+6.00000000E+00,-1.00966861E-13,-8.76819686E-13,+8.82613771E-13,-1.68544260E+00,-1.86059190E-13,-7.33603526E-13,+7.56830335E-13,-1.81918255E+00
+7.30000000E-01,+6.00000000E+00,-8.89643186E-14,-7.57579392E-13,+7.62785150E-13,-1.68769328E+00,-1.59830961E-13,-6.38302518E-13,+6.58009149E-13,-1.81615144E+00
+7.40000000E-01,+6.00000000E+00,-7.78160424E-14,-6.50003528E-13,+6.54644883E-13,-1.68994561E+00,-1.36339805E-13,-5.51498231E-13,+5.68101084E-13,-1.81315410E+00
+7.50000000E-01,+6.00000000E+00,-6.75318341E-14,-5.53527824E-13,+5.57632137E-13,-1.69219896E+00,-1.15425924E-13,-4.72911613E-13,+4.86794143E-13,-1.81019084E+00
+7.60000000E-01,+6.00000000E+00,-5.81132504E-14,-4.67559834E-13,+4.71157456E-13,-1.69445269E+00,-9.69262180E-14,-4.02227135E-13,+4.13740692E-13,-1.80726191E+00
+7.70000000E-01,+6.00000000E+00,-4.95537440E-14,-3.91483270E-13,+3.94607051E-13,-1.69670619E+00,-8.06754017E-14,-3.39095498E-13,+3.48560292E-13,-1.80436753E+00
+7.80000000E-01,+6.00000000E+00,-4.18389081E-14,-3.24662597E-13,+3.27347363E-13,-1.69895886E+00,-6.65071285E-14,-2.83136735E-13,+2.90842928E-13,-1.80150786E+00
+7.90000000E-01,+6.00000000E+00,-3.49468239E-14,-2.66447870E-13,+2.68729879E-13,-1.70121012E+00,-5.42551306E-14,-2.33943719E-13,+2.40152624E-13,-1.79868303E+00
+8.00000000E-01,+6.00000000E+00,-2.88485128E-14,-2.16179786E-13,+2.18096164E-13,-1.70345940E+00,-4.37543595E-14,-1.91086054E-13,+1.96031436E-13,-1.79589314E+00
+8.10000000E-01,+6.00000000E+00,-2.35084914E-14,-1.73194913E-13,+1.74783086E-13,-1.70570615E+00,-3.48421208E-14,-1.54114325E-13,+1.58003792E-13,-1.79313821E+00
+8.20000000E-01,+6.00000000E+00,-1.88854253E-14,-1.36831050E-13,+1.38128185E-13,-1.70794983E+00,-2.73591923E-14,-1.22564676E-13,+1.25581150E-13,-1.79041827E+00
+8.30000000E-01,+6.00000000E+00,-1.49328789E-14,-1.06432683E-13,+1.07475146E-13,-1.71018993E+00,-2.11509163E-14,-9.59636909E-14,+9.82669387E-14,-1.78773329E+00
+8.40000000E-01,+6.00000000E+00,-1.16001522E-14,-8.13564755E-14,+8.21793139E-14,-1.71242594E+00,-1.60682544E-14,-7.38335059E-14,+7.55617324E-14,-1.78508322E+00
