s,n,Re(f_ex.tm),Im(f_ex.tm),Abs(f_ex.tm),Arg(f_ex.tm),Re(f_ex.te),Im(f_ex.te),Abs(f_ex.te),Arg(f_ex.te)
+7.20000000E-01,+2.00000000E+00,-2.23301453E-03,-9.61739285E-03,+9.87322638E-03,-1.79893896E+00,-3.67236241E-03,-1.09492197E-02,+1.15486648E-02,-1.89440524E+00
+7.30000000E-01,+2.00000000E+00,-2.21671006E-03,-9.45654514E-03,+9.71288060E-03,-1.80104922E+00,-3.57239071E-03,-1.07094086E-02,+1.12895264E-02,-1.89276434E+00
+7.40000000E-01,+2.00000000E+00,-2.19678648E-03,-9.28561106E-03,+9.54193081E-03,-1.80310473E+00,-3.47007145E-03,-1.04608944E-02,+1.10214204E-02,-1.89109276E+00
+7.50000000E-01,+2.00000000E+00,-2.17311188E-03,-9.10423379E-03,+9.35999402E-03,-1.80510461E+00,-3.36538717E-03,-1.02034199E-02,+1.07440964E-02,-1.88938997E+00
+7.60000000E-01,+2.00000000E+00,-2.14555407E-03,-8.91204956E-03,+9.16668041E-03,-1.80704802E+00,-3.25832253E-03,-9.93672187E-03,+1.04572992E-02,-1.88765543E+00
+7.70000000E-01,+2.00000000E+00,-2.11398073E-03,-8.70868766E-03,+8.96159335E-03,-1.80893414E+00,-3.14886449E-03,-9.66053188E-03,+1.01607689E-02,-1.88588855E+00
+7.80000000E-01,+2.00000000E+00,-2.07825968E-03,-8.49377039E-03,+8.74432952E-03,-1.81076213E+00,-3.03700248E-03,-9.37457576E-03,+9.85424045E-03,-1.88408873E+00
+7.90000000E-01,+2.00000000E+00,-2.03825902E-03,-8.26691307E-03,+8.51447894E-03,-1.81253119E+00,-2.92272872E-03,-9.07857392E-03,+9.53744450E-03,-1.88225534E+00
+8.00000000E-01,+2.00000000E+00,-1.99384746E-03,-8.02772409E-03,+8.27162510E-03,-1.81424048E+00,-2.80603836E-03,-8.77224125E-03,+9.21010683E-03,-1.88038771E+00
+8.10000000E-01,+2.00000000E+00,-1.94489454E-03,-7.77580494E-03,+8.01534511E-03,-1.81588916E+00,-2.68692981E-03,-8.45528728E-03,+8.87194876E-03,-1.87848511E+00
+8.20000000E-01,+2.00000000E+00,-1.89127095E-03,-7.51075029E-03,+7.74520985E-03,-1.81747641E+00,-2.56540502E-03,-8.12741625E-03,+8.52268724E-03,-1.87654681E+00
+8.30000000E-01,+2.00000000E+00,-1.83284885E-03,-7.23214807E-03,+7.46078419E-03,-1.81900133E+00,-2.44146976E-03,-7.78832722E-03,+8.16203500E-03,-1.87457200E+00
+8.40000000E-01,+2.00000000E+00,-1.76950224E-03,-6.93957968E-03,+7.16162721E-03,-1.82046305E+00,-2.31513397E-03,-7.43771427E-03,+7.78970082E-03,-1.87255982E+00
+8.50000000E-01,+2.00000000E+00,-1.70110734E-03,-6.63262010E-03,+6.84729258E-03,-1.82186063E+00,-2.18641212E-03,-7.07526673E-03,+7.40538975E-03,-1.87050937E+00
+8.60000000E-01,+2.00000000E+00,-1.62754307E-03,-6.31083822E-03,+6.51732886E-03,-1.82319307E+00,-2.05532365E-03,-6.70066942E-03,+7.00880346E-03,-1.86841967E+00
+8.70000000E-01,+2.00000000E+00,-1.54869151E-03,-5.97379709E-03,+6.17128001E-03,-1.82445933E+00,-1.92189335E-03,-6.31360301E-03,+6.59964068E-03,-1.86628964E+00
+8.80000000E-01,+2.00000000E+00,-1.46443848E-03,-5.62105440E-03,+5.80868596E-03,-1.82565829E+00,-1.78615191E-03,-5.91374451E-03,+6.17759765E-03,-1.86411813E+00
+8.90000000E-01,+2.00000000E+00,-1.37467421E-03,-5.25216297E-03,+5.42908326E-03,-1.82678872E+00,-1.64813643E-03,-5.50076772E-03,+5.74236878E-03,-1.86190386E+00
+9.00000000E-01,+2.00000000E+00,-1.27929401E-03,-4.86667145E-03,+5.03200597E-03,-1.82784925E+00,-1.50789113E-03,-5.07434405E-03,+5.29364744E-03,-1.85964541E+00
+9.10000000E-01,+2.00000000E+00,-1.17819918E-03,-4.46412518E-03,+4.61698678E-03,-1.82883836E+00,-1.36546803E-03,-4.63414331E-03,+4.83112690E-03,-1.85734118E+00
+9.20000000E-01,+2.00000000E+00,-1.07129802E-03,-4.04406737E-03,+4.18355834E-03,-1.82975430E+00,-1.22092785E-03,-4.17983492E-03,+4.35450167E-03,-1.85498932E+00
+9.30000000E-01,+2.00000000E+00,-9.58507093E-04,-3.60604063E-03,+3.73125513E-03,-1.83059498E+00,-1.07434112E-03,-3.71108946E-03,+3.86346914E-03,-1.85258768E+00
+9.40000000E-01,+2.00000000E+00,-8.39752771E-04,-3.14958904E-03,+3.25961591E-03,-1.83135792E+00,-9.25789514E-04,-3.22758069E-03,+3.35773187E-03,-1.85013365E+00
+9.50000000E-01,+2.00000000E+00,-7.14973363E-04,-2.67426119E-03,+2.76818710E-03,-1.83203994E+00,-7.75367718E-04,-2.72898856E-03,+2.83700083E-03,-1.84762394E+00
+9.60000000E-01,+2.00000000E+00,-5.84122027E-04,-2.17961460E-03,+2.25652794E-03,-1.83263683E+00,-6.23186000E-04,-2.21500358E-03,+2.30100014E-03,-1.84505425E+00
+9.70000000E-01,+2.00000000E+00,-4.47171246E-04,-1.66522288E-03,+1.72421848E-03,-1.83314255E+00,-4.69374273E-04,-1.68533382E-03,+1.74947486E-03,-1.84241839E+00
+9.80000000E-01,+2.00000000E+00,-3.04120617E-04,-1.13068873E-03,+1.17087419E-03,-1.83354729E+00,-3.14089268E-04,-1.13971772E-03,+1.18220495E-03,-1.83970646E+00
+9.90000000E-01,+2.00000000E+00,-1.55013636E-04,-5.75672541E-04,+5.96177911E-04,-1.83383135E+00,-1.57530365E-04,-5.77952324E-04,+5.99036481E-04,-1.83689860E+00
+1.00000000E+00,+2.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+3.00000000E+00,-5.27025849E-06,-1.85136827E-04,+1.85211826E-04,-1.59925547E+00,-6.26953311E-05,-1.61319489E-04,+1.73074210E-04,-1.94147208E+00
+1.00000000E-02,+3.00000000E+00,-5.27553958E-06,-1.85116604E-04,+1.85191761E-04,-1.59928708E+00,-6.26837763E-05,-1.61305935E-04,+1.73057391E-04,-1.94143821E+00
+2.00000000E-02,+3.00000000E+00,-5.29136872E-06,-1.85055919E-04,+1.85131552E-04,-1.59938189E+00,-6.26491169E-05,-1.61265248E-04,+1.73006914E-04,-1.94133667E+00
+3.00000000E-02,+3.00000000E+00,-5.31770351E-06,-1.84954719E-04,+1.85031149E-04,-1.59953979E+00,-6.25913685E-05,-1.61197358E-04,+1.72922721E-04,-1.94116755E+00
+4.00000000E-02,+3.00000000E+00,-5.35447339E-06,-1.84812921E-04,+1.84890470E-04,-1.59976062E+00,-6.25105567E-05,-1.61102143E-04,+1.72804717E-04,-1.94093105E+00
+5.00000000E-02,+3.00000000E+00,-5.40157970E-06,-1.84630404E-04,+1.84709402E-04,-1.60004416E+00,-6.24067175E-05,-1.60979437E-04,+1.72652766E-04,-1.94062744E+00
+6.00000000E-02,+3.00000000E+00,-5.45889582E-06,-1.84407016E-04,+1.84487797E-04,-1.60039011E+00,-6.22798973E-05,-1.60829026E-04,+1.72466696E-04,-1.94025705E+00
+7.00000000E-02,+3.00000000E+00,-5.52626739E-06,-1.84142573E-04,+1.84225479E-04,-1.60079813E+00,-6.21301527E-05,-1.60650650E-04,+1.72246298E-04,-1.93982032E+00
+8.00000000E-02,+3.00000000E+00,-5.60351249E-06,-1.83836857E-04,+1.83922238E-04,-1.60126779E+00,-6.19575510E-05,-1.60444002E-04,+1.71991325E-04,-1.93931772E+00
+9.00000000E-02,+3.00000000E+00,-5.69042194E-06,-1.83489619E-04,+1.83577834E-04,-1.60179862E+00,-6.17621696E-05,-1.60208730E-04,+1.71701494E-04,-1.93874981E+00
+1.00000000E-01,+3.00000000E+00,-5.78675957E-06,-1.83100580E-04,+1.83192000E-04,-1.60239008E+00,-6.15440968E-05,-1.59944439E-04,+1.71376485E-04,-1.93811723E+00
+1.10000000E-01,+3.00000000E+00,-5.89226260E-06,-1.82669429E-04,+1.82764436E-04,-1.60304157E+00,-6.13034310E-05,-1.59650690E-04,+1.71015945E-04,-1.93742068E+00
+1.20000000E-01,+3.00000000E+00,-6.00664200E-06,-1.82195829E-04,+1.82294816E-04,-1.60375244E+00,-6.10402817E-05,-1.59327001E-04,+1.70619487E-04,-1.93666092E+00
+1.30000000E-01,+3.00000000E+00,-6.12958292E-06,-1.81679414E-04,+1.81782786E-04,-1.60452199E+00,-6.07547688E-05,-1.58972851E-04,+1.70186689E-04,-1.93583879E+00
+1.40000000E-01,+3.00000000E+00,-6.26074518E-06,-1.81119792E-04,+1.81227967E-04,-1.60534944E+00,-6.04470233E-05,-1.58587677E-04,+1.69717100E-04,-1.93495517E+00
+1.50000000E-01,+3.00000000E+00,-6.39976376E-06,-1.80516546E-04,+1.80629954E-04,-1.60623399E+00,-6.01171868E-05,-1.58170881E-04,+1.69210235E-04,-1.93401102E+00
+1.60000000E-01,+3.00000000E+00,-6.54624936E-06,-1.79869235E-04,+1.79988319E-04,-1.60717476E+00,-5.97654121E-05,-1.57721826E-04,+1.68665583E-04,-1.93300736E+00
+1.70000000E-01,+3.00000000E+00,-6.69978899E-06,-1.79177397E-04,+1.79302612E-04,-1.60817085E+00,-5.93918631E-05,-1.57239841E-04,+1.68082602E-04,-1.93194524E+00
+1.80000000E-01,+3.00000000E+00,-6.85994661E-06,-1.78440549E-04,+1.78572362E-04,-1.60922128E+00,-5.89967148E-05,-1.56724222E-04,+1.67460724E-04,-1.93082578E+00
+1.90000000E-01,+3.00000000E+00,-7.02626381E-06,-1.77658191E-04,+1.77797079E-04,-1.61032506E+00,-5.85801537E-05,-1.56174234E-04,+1.66799358E-04,-1.92965017E+00
+2.00000000E-01,+3.00000000E+00,-7.19826051E-06,-1.76829805E-04,+1.76976255E-04,-1.61148114E+00,-5.81423775E-05,-1.55589114E-04,+1.66097888E-04,-1.92841960E+00
+2.10000000E-01,+3.00000000E+00,-7.37543578E-06,-1.75954860E-04,+1.76109368E-04,-1.61268844E+00,-5.76835960E-05,-1.54968070E-04,+1.65355678E-04,-1.92713534E+00
+2.20000000E-01,+3.00000000E+00,-7.55726856E-06,-1.75032811E-04,+1.75195882E-04,-1.61394582E+00,-5.72040302E-05,-1.54310289E-04,+1.64572071E-04,-1.92579869E+00
+2.30000000E-01,+3.00000000E+00,-7.74321859E-06,-1.74063105E-04,+1.74235248E-04,-1.61525214E+00,-5.67039134E-05,-1.53614933E-04,+1.63746393E-04,-1.92441098E+00
+2.40000000E-01,+3.00000000E+00,-7.93272725E-06,-1.73045180E-04,+1.73226910E-04,-1.61660620E+00,-5.61834908E-05,-1.52881145E-04,+1.62877958E-04,-1.92297359E+00
+2.50000000E-01,+3.00000000E+00,-8.12521854E-06,-1.71978471E-04,+1.72170304E-04,-1.61800678E+00,-5.56430198E-05,-1.52108054E-04,+1.61966063E-04,-1.92148793E+00
+2.60000000E-01,+3.00000000E+00,-8.32010001E-06,-1.70862409E-04,+1.71064861E-04,-1.61945263E+00,-5.50827704E-05,-1.51294772E-04,+1.61009998E-04,-1.91995542E+00
+2.70000000E-01,+3.00000000E+00,-8.51676383E-06,-1.69696425E-04,+1.69910011E-04,-1.62094249E+00,-5.45030248E-05,-1.50440401E-04,+1.60009044E-04,-1.91837753E+00
+2.80000000E-01,+3.00000000E+00,-8.71458785E-06,-1.68479955E-04,+1.68705185E-04,-1.62247505E+00,-5.39040784E-05,-1.49544038E-04,+1.58962476E-04,-1.91675572E+00
+2.90000000E-01,+3.00000000E+00,-8.91293669E-06,-1.67212440E-04,+1.67449815E-04,-1.62404900E+00,-5.32862392E-05,-1.48604771E-04,+1.57869570E-04,-1.91509152E+00
+3.00000000E-01,+3.00000000E+00,-9.11116295E-06,-1.65893331E-04,+1.66143343E-04,-1.62566302E+00,-5.26498287E-05,-1.47621690E-04,+1.56729601E-04,-1.91338642E+00
+3.10000000E-01,+3.00000000E+00,-9.30860836E-06,-1.64522091E-04,+1.64785220E-04,-1.62731575E+00,-5.19951814E-05,-1.46593887E-04,+1.55541849E-04,-1.91164196E+00
+3.20000000E-01,+3.00000000E+00,-9.50460509E-06,-1.63098200E-04,+1.63374907E-04,-1.62900585E+00,-5.13226456E-05,-1.45520459E-04,+1.54305599E-04,-1.90985967E+00
+3.30000000E-01,+3.00000000E+00,-9.69847700E-06,-1.61621155E-04,+1.61911884E-04,-1.63073193E+00,-5.06325835E-05,-1.44400514E-04,+1.53020152E-04,-1.90804111E+00
+3.40000000E-01,+3.00000000E+00,-9.88954103E-06,-1.60090480E-04,+1.60395651E-04,-1.63249262E+00,-4.99253710E-05,-1.43233172E-04,+1.51684819E-04,-1.90618782E+00
+3.50000000E-01,+3.00000000E+00,-1.00771086E-05,-1.58505722E-04,+1.58825729E-04,-1.63428656E+00,-4.92013986E-05,-1.42017573E-04,+1.50298931E-04,-1.90430136E+00
+3.60000000E-01,+3.00000000E+00,-1.02604869E-05,-1.56866461E-04,+1.57201668E-04,-1.63611234E+00,-4.84610712E-05,-1.40752878E-04,+1.48861842E-04,-1.90238328E+00
+3.70000000E-01,+3.00000000E+00,-1.04389807E-05,-1.55172311E-04,+1.55523048E-04,-1.63796859E+00,-4.77048082E-05,-1.39438273E-04,+1.47372931E-04,-1.90043512E+00
+3.80000000E-01,+3.00000000E+00,-1.06118935E-05,-1.53422925E-04,+1.53789486E-04,-1.63985393E+00,-4.69330445E-05,-1.38072978E-04,+1.45831608E-04,-1.89845843E+00
+3.90000000E-01,+3.00000000E+00,-1.07785296E-05,-1.51617997E-04,+1.52000637E-04,-1.64176697E+00,-4.61462298E-05,-1.36656245E-04,+1.44237318E-04,-1.89645474E+00
+4.00000000E-01,+3.00000000E+00,-1.09381952E-05,-1.49757272E-04,+1.50156201E-04,-1.64370635E+00,-4.53448297E-05,-1.35187370E-04,+1.42589546E-04,-1.89442558E+00
+4.10000000E-01,+3.00000000E+00,-1.10902004E-05,-1.47840544E-04,+1.48255924E-04,-1.64567070E+00,-4.45293253E-05,-1.33665691E-04,+1.40887820E-04,-1.89237245E+00
+4.20000000E-01,+3.00000000E+00,-1.12338611E-05,-1.45867664E-04,+1.46299607E-04,-1.64765867E+00,-4.37002141E-05,-1.32090598E-04,+1.39131718E-04,-1.89029684E+00
+4.30000000E-01,+3.00000000E+00,-1.13685004E-05,-1.43838546E-04,+1.44287110E-04,-1.64966890E+00,-4.28580098E-05,-1.30461537E-04,+1.37320871E-04,-1.88820024E+00
+4.40000000E-01,+3.00000000E+00,-1.14934506E-05,-1.41753169E-04,+1.42218354E-04,-1.65170008E+00,-4.20032427E-05,-1.28778015E-04,+1.35454972E-04,-1.88608410E+00
+4.50000000E-01,+3.00000000E+00,-1.16080554E-05,-1.39611583E-04,+1.40093329E-04,-1.65375088E+00,-4.11364604E-05,-1.27039604E-04,+1.33533777E-04,-1.88394987E+00
+4.60000000E-01,+3.00000000E+00,-1.17116712E-05,-1.37413914E-04,+1.37912099E-04,-1.65582000E+00,-4.02582275E-05,-1.25245952E-04,+1.31557110E-04,-1.88179895E+00
+4.70000000E-01,+3.00000000E+00,-1.18036700E-05,-1.35160373E-04,+1.35674806E-04,-1.65790617E+00,-3.93691263E-05,-1.23396781E-04,+1.29524877E-04,-1.87963274E+00
+4.80000000E-01,+3.00000000E+00,-1.18834405E-05,-1.32851254E-04,+1.33381677E-04,-1.66000812E+00,-3.84697570E-05,-1.21491901E-04,+1.27437060E-04,-1.87745261E+00
+4.90000000E-01,+3.00000000E+00,-1.19503909E-05,-1.30486947E-04,+1.31033031E-04,-1.66212460E+00,-3.75607381E-05,-1.19531212E-04,+1.25293733E-04,-1.87525989E+00
+5.00000000E-01,+3.00000000E+00,-1.20039509E-05,-1.28067940E-04,+1.28629281E-04,-1.66425439E+00,-3.66427065E-05,-1.17514710E-04,+1.23095065E-04,-1.87305591E+00
+5.10000000E-01,+3.00000000E+00,-1.20435739E-05,-1.25594825E-04,+1.26170946E-04,-1.66639630E+00,-3.57163183E-05,-1.15442495E-04,+1.20841322E-04,-1.87084194E+00
+5.20000000E-01,+3.00000000E+00,-1.20687391E-05,-1.23068306E-04,+1.23658652E-04,-1.66854914E+00,-3.47822487E-05,-1.13314780E-04,+1.18532882E-04,-1.86861924E+00
+5.30000000E-01,+3.00000000E+00,-1.20789542E-05,-1.20489202E-04,+1.21093141E-04,-1.67071177E+00,-3.38411925E-05,-1.11131892E-04,+1.16170236E-04,-1.86638904E+00
+5.40000000E-01,+3.00000000E+00,-1.20737576E-05,-1.17858457E-04,+1.18475278E-04,-1.67288306E+00,-3.28938645E-05,-1.08894285E-04,+1.13753996E-04,-1.86415253E+00
+5.50000000E-01,+3.00000000E+00,-1.20527209E-05,-1.15177146E-04,+1.15806057E-04,-1.67506192E+00,-3.19409998E-05,-1.06602546E-04,+1.11284906E-04,-1.86191087E+00
+5.60000000E-01,+3.00000000E+00,-1.20154514E-05,-1.12446476E-04,+1.13086609E-04,-1.67724725E+00,-3.09833543E-05,-1.04257398E-04,+1.08763842E-04,-1.85966520E+00
+5.70000000E-01,+3.00000000E+00,-1.19615947E-05,-1.09667803E-04,+1.10318207E-04,-1.67943803E+00,-3.00217049E-05,-1.01859716E-04,+1.06191829E-04,-1.85741661E+00
+5.80000000E-01,+3.00000000E+00,-1.18908376E-05,-1.06842629E-04,+1.07502276E-04,-1.68163322E+00,-2.90568499E-05,-9.94105267E-05,+1.03570041E-04,-1.85516617E+00
+5.90000000E-01,+3.00000000E+00,-1.18029103E-05,-1.03972617E-04,+1.04640402E-04,-1.68383185E+00,-2.80896096E-05,-9.69110216E-05,+1.00899813E-04,-1.85291490E+00
+6.00000000E-01,+3.00000000E+00,-1.16975897E-05,-1.01059591E-04,+1.01734333E-04,-1.68603294E+00,-2.71208265E-05,-9.43625638E-05,+9.81826496E-05,-1.85066382E+00
+6.10000000E-01,+3.00000000E+00,-1.15747018E-05,-9.81055512E-05,+9.87859955E-05,-1.68823555E+00,-2.61513655E-05,-9.17666968E-05,+9.54202314E-05,-1.84841388E+00
+6.20000000E-01,+3.00000000E+00,-1.14341252E-05,-9.51126760E-05,+9.57974966E-05,-1.69043880E+00,-2.51821149E-05,-8.91251531E-05,+9.26144255E-05,-1.84616603E+00
+6.30000000E-01,+3.00000000E+00,-1.12757933E-05,-9.20833318E-05,+9.27711351E-05,-1.69264179E+00,-2.42139862E-05,-8.64398629E-05,+8.97672937E-05,-1.84392115E+00
+6.40000000E-01,+3.00000000E+00,-1.10996980E-05,-8.90200811E-05,+8.97094094E-05,-1.69484369E+00,-2.32479148E-05,-8.37129638E-05,+8.68811018E-05,-1.84168012E+00
+6.50000000E-01,+3.00000000E+00,-1.09058926E-05,-8.59256906E-05,+8.66150264E-05,-1.69704367E+00,-2.22848606E-05,-8.09468098E-05,+8.39583291E-05,-1.83944377E+00
+6.60000000E-01,+3.00000000E+00,-1.06944949E-05,-8.28031393E-05,+8.34909103E-05,-1.69924094E+00,-2.13258080E-05,-7.81439811E-05,+8.10016782E-05,-1.83721290E+00
+6.70000000E-01,+3.00000000E+00,-1.04656905E-05,-7.96556272E-05,+8.03402117E-05,-1.70143475E+00,-2.03717666E-05,-7.53072937E-05,+7.80140844E-05,-1.83498828E+00
+6.80000000E-01,+3.00000000E+00,-1.02197363E-05,-7.64865840E-05,+7.71663174E-05,-1.70362436E+00,-1.94237717E-05,-7.24398099E-05,+7.49987264E-05,-1.83277065E+00
+6.90000000E-01,+3.00000000E+00,-9.95696370E-06,-7.32996780E-05,+7.39728594E-05,-1.70580906E+00,-1.84828845E-05,-6.95448479E-05,+7.19590362E-05,-1.83056073E+00
+7.00000000E-01,+3.00000000E+00,-9.67778212E-06,-7.00988253E-05,+7.07637250E-05,-1.70798819E+00,-1.75501927E-05,-6.66259931E-05,+6.88987098E-05,-1.82835917E+00
+7.10000000E-01,+3.00000000E+00,-9.38268266E-06,-6.68881990E-05,+6.75430670E-05,-1.71016110E+00,-1.66268113E-05,-6.36871082E-05,+6.58217184E-05,-1.82616664E+00
+7.20000000E-01,+3.00000000E+00,-9.07224164E-06,-6.36722384E-05,+6.43153132E-05,-1.71232717E+00,-1.57138823E-05,-6.07323449E-05,+6.27323187E-05,-1.82398374E+00
+7.30000000E-01,+3.00000000E+00,-8.74712436E-06,-6.04556592E-05,+6.10851775E-05,-1.71448580E+00,-1.48125759E-05,-5.77661543E-05,+5.96350651E-05,-1.82181106E+00
+7.40000000E-01,+3.00000000E+00,-8.40808888E-06,-5.72434628E-05,+5.78576702E-05,-1.71663643E+00,-1.39240905E-05,-5.47932993E-05,+5.65348207E-05,-1.81964916E+00
+7.50000000E-01,+3.00000000E+00,-8.05598990E-06,-5.40409469E-05,+5.46381086E-05,-1.71877853E+00,-1.30496536E-05,-5.18188657E-05,+5.34367692E-05,-1.81749857E+00
+7.60000000E-01,+3.00000000E+00,-7.69178273E-06,-5.08537152E-05,+5.14321288E-05,-1.72091159E+00,-1.21905219E-05,-4.88482747E-05,+5.03464276E-05,-1.81535980E+00
+7.70000000E-01,+3.00000000E+00,-7.31652732E-06,-4.76876882E-05,+4.82456960E-05,-1.72303511E+00,-1.13479822E-05,-4.58872948E-05,+4.72696575E-05,-1.81323332E+00
+7.80000000E-01,+3.00000000E+00,-6.93139240E-06,-4.45491141E-05,+4.50851169E-05,-1.72514864E+00,-1.05233514E-05,-4.29420546E-05,+4.42126790E-05,-1.81111957E+00
+7.90000000E-01,+3.00000000E+00,-6.53765971E-06,-4.14445788E-05,+4.19570508E-05,-1.72725174E+00,-9.71797762E-06,-4.00190557E-05,+4.11820824E-05,-1.80901900E+00
+8.00000000E-01,+3.00000000E+00,-6.13672829E-06,-3.83810182E-05,+3.88685219E-05,-1.72934401E+00,-8.93324035E-06,-3.71251856E-05,+3.81848424E-05,-1.80693200E+00
+8.10000000E-01,+3.00000000E+00,-5.73011889E-06,-3.53657285E-05,+3.58269314E-05,-1.73142505E+00,-8.17055108E-06,-3.42677312E-05,+3.52283311E-05,-1.80485894E+00
+8.20000000E-01,+3.00000000E+00,-5.31947847E-06,-3.24063780E-05,+3.28400699E-05,-1.73349450E+00,-7.43135389E-06,-3.14543927E-05,+3.23203317E-05,-1.80280018E+00
+8.30000000E-01,+3.00000000E+00,-4.90658477E-06,-2.95110194E-05,+2.99161301E-05,-1.73555203E+00,-6.71712598E-06,-2.86932970E-05,+2.94690528E-05,-1.80075605E+00
+8.40000000E-01,+3.00000000E+00,-4.49335104E-06,-2.66881008E-05,+2.70637197E-05,-1.73759731E+00,-6.02937826E-06,-2.59930128E-05,+2.66831429E-05,-1.79872687E+00
+8.50000000E-01,+3.00000000E+00,-4.08183077E-06,-2.39464787E-05,+2.42918748E-05,-1.73963004E+00,-5.36965594E-06,-2.33625644E-05,+2.39717045E-05,-1.79671292E+00
+8.60000000E-01,+3.00000000E+00,-3.67422261E-06,-2.12954300E-05,+2.16100729E-05,-1.74164995E+00,-4.73953914E-06,-2.08114471E-05,+2.13443099E-05,-1.79471447E+00
+8.70000000E-01,+3.00000000E+00,-3.27287535E-06,-1.87446650E-05,+1.90282469E-05,-1.74365680E+00,-4.14064349E-06,-1.83496424E-05,+1.88110155E-05,-1.79273178E+00
+8.80000000E-01,+3.00000000E+00,-2.88029302E-06,-1.63043399E-05,+1.65567989E-05,-1.74565033E+00,-3.57462077E-06,-1.59876331E-05,+1.63823785E-05,-1.79076508E+00
+8.90000000E-01,+3.00000000E+00,-2.49914011E-06,-1.39850702E-05,+1.42066143E-05,-1.74763034E+00,-3.04315953E-06,-1.37364195E-05,+1.40694719E-05,-1.78881459E+00
+9.00000000E-01,+3.00000000E+00,-2.13224685E-06,-1.17979441E-05,+1.19890767E-05,-1.74959663E+00,-2.54798581E-06,-1.16075357E-05,+1.18839016E-05,-1.78688049E+00
+9.10000000E-01,+3.00000000E+00,-1.78261466E-06,-9.75453586E-06,+9.91608214E-06,-1.75154902E+00,-2.09086376E-06,-9.61306574E-06,+9.83782213E-06,-1.78496298E+00
+9.20000000E-01,+3.00000000E+00,-1.45342172E-06,-7.86692023E-06,+8.00005429E-06,-1.75348736E+00,-1.67359640E-06,-7.76566082E-06,+7.94395449E-06,-1.78306222E+00
+9.30000000E-01,+3.00000000E+00,-1.14802859E-06,-6.14768610E-06,+6.25395987E-06,-1.75541151E+00,-1.29802628E-06,-6.07855631E-06,+6.21560287E-06,-1.78117836E+00
+9.40000000E-01,+3.00000000E+00,-8.69984038E-07,-4.60995115E-06,+4.69132410E-06,-1.75732134E+00,-9.66036281E-07,-4.56558944E-06,+4.66667258E-06,-1.77931155E+00
+9.50000000E-01,+3.00000000E+00,-6.23030940E-07,-3.26737651E-06,+3.32624665E-06,-1.75921674E+00,-6.79550363E-07,-3.24121721E-06,+3.31168805E-06,-1.77746190E+00
+9.60000000E-01,+3.00000000E+00,-4.11112337E-07,-2.13418173E-06,+2.17341782E-06,-1.76109763E+00,-4.40534365E-07,-2.12053478E-06,+2.16581123E-06,-1.77562954E+00
+9.70000000E-01,+3.00000000E+00,-2.38377619E-07,-1.22516006E-06,+1.24813503E-06,-1.76296393E+00,-2.50996843E-07,-1.21929411E-06,+1.24486045E-06,-1.77381456E+00
+9.80000000E-01,+3.00000000E+00,-1.09188860E-07,-5.55693942E-07,+5.66319666E-07,-1.76481559E+00,-1.12989939E-07,-5.53923172E-07,+5.65329645E-07,-1.77201706E+00
+9.90000000E-01,+3.00000000E+00,-2.81273011E-08,-1.41770957E-07,+1.44534250E-07,-1.76665257E+00,-2.86102897E-08,-1.41545456E-07,+1.44407980E-07,-1.77023713E+00
+1.00000000E+00,+3.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+4.00000000E+00,-2.92077005E-08,-1.56381347E-06,+1.56408620E-06,-1.58947138E+00,-4.55287191E-07,-1.05695098E-06,+1.15083961E-06,-1.97753161E+00
+1.00000000E-02,+4.00000000E+00,-2.92442920E-08,-1.56345426E-06,+1.56372774E-06,-1.58949907E+00,-4.55155543E-07,-1.05679107E-06,+1.15064066E-06,-1.97748151E+00
+2.00000000E-02,+4.00000000E+00,-2.93539165E-08,-1.56237683E-06,+1.56265255E-06,-1.58958210E+00,-4.54760745E-07,-1.05631117E-06,+1.15004374E-06,-1.97733129E+00
+3.00000000E-02,+4.00000000E+00,-2.95361243E-08,-1.56058168E-06,+1.56086116E-06,-1.58972042E+00,-4.54103235E-07,-1.05551074E-06,+1.14904860E-06,-1.97708116E+00
+4.00000000E-02,+4.00000000E+00,-2.97901674E-08,-1.55806969E-06,+1.55835445E-06,-1.58991392E+00,-4.53183745E-07,-1.05438893E-06,+1.14765479E-06,-1.97673149E+00
+5.00000000E-02,+4.00000000E+00,-3.01150019E-08,-1.55484207E-06,+1.55513368E-06,-1.59016243E+00,-4.52003297E-07,-1.05294451E-06,+1.14586174E-06,-1.97628279E+00
+6.00000000E-02,+4.00000000E+00,-3.05092909E-08,-1.55090039E-06,+1.55120045E-06,-1.59046578E+00,-4.50563204E-07,-1.05117595E-06,+1.14366869E-06,-1.97573571E+00
+7.00000000E-02,+4.00000000E+00,-3.09714090E-08,-1.54624661E-06,+1.54655675E-06,-1.59082371E+00,-4.48865070E-07,-1.04908137E-06,+1.14107475E-06,-1.97509104E+00
+8.00000000E-02,+4.00000000E+00,-3.14994468E-08,-1.54088300E-06,+1.54120493E-06,-1.59123594E+00,-4.46910785E-07,-1.04665863E-06,+1.13807888E-06,-1.97434971E+00
