s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+7.60000000E-01,+1.27235871E+01,+2.53586637E+00,-4.77733564E+00,+5.40865548E+00,-1.08280415E+00,+2.42687480E-02,+6.34989141E-01,+6.35452737E-01,+1.53259577E+00
+7.70000000E-01,+1.27235871E+01,+2.53576223E+00,-4.77711543E+00,+5.40841214E+00,-1.08280207E+00,+2.45050167E-02,+6.34454679E-01,+6.34927740E-01,+1.53219177E+00
+7.80000000E-01,+1.27235871E+01,+2.53565673E+00,-4.77689237E+00,+5.40816565E+00,-1.08279996E+00,+2.47443545E-02,+6.33913281E-01,+6.34396036E-01,+1.53178184E+00
+7.90000000E-01,+1.27235871E+01,+2.53554989E+00,-4.77666646E+00,+5.40791602E+00,-1.08279782E+00,+2.49867607E-02,+6.33364949E-01,+6.33857631E-01,+1.53136596E+00
+8.00000000E-01,+1.27235871E+01,+2.53544170E+00,-4.77643770E+00,+5.40766324E+00,-1.08279566E+00,+2.52322344E-02,+6.32809685E-01,+6.33312532E-01,+1.53094410E+00
+8.10000000E-01,+1.27235871E+01,+2.53533216E+00,-4.77620609E+00,+5.40740731E+00,-1.08279347E+00,+2.54807749E-02,+6.32247491E-01,+6.32760744E-01,+1.53051623E+00
+8.20000000E-01,+1.27235871E+01,+2.53522128E+00,-4.77597164E+00,+5.40714823E+00,-1.08279125E+00,+2.57323815E-02,+6.31678368E-01,+6.32202275E-01,+1.53008231E+00
+8.30000000E-01,+1.27235871E+01,+2.53510904E+00,-4.77573434E+00,+5.40688602E+00,-1.08278901E+00,+2.59870533E-02,+6.31102320E-01,+6.31637131E-01,+1.52964233E+00
+8.40000000E-01,+1.27235871E+01,+2.53499546E+00,-4.77549420E+00,+5.40662065E+00,-1.08278674E+00,+2.62447895E-02,+6.30519348E-01,+6.31065319E-01,+1.52919626E+00
+8.50000000E-01,+1.27235871E+01,+2.53488054E+00,-4.77525122E+00,+5.40635215E+00,-1.08278444E+00,+2.65055894E-02,+6.29929454E-01,+6.30486846E-01,+1.52874406E+00
