s,n,Re(f_ibc0.tm),Im(f_ibc0.tm),Abs(f_ibc0.tm),Arg(f_ibc0.tm),Re(f_ibc0.te),Im(f_ibc0.te),Abs(f_ibc0.te),Arg(f_ibc0.te)
+3.60000000E-01,+1.00000000E+00,-6.64745076E-02,-6.69237535E-02,+9.43273499E-02,-2.35282680E+00,-6.61298815E-01,+2.34865025E-01,+7.01767557E-01,+2.80033087E+00
+3.70000000E-01,+1.00000000E+00,-6.90060169E-02,-6.47643794E-02,+9.46374937E-02,-2.38789221E+00,-6.59001804E-01,+2.33607899E-01,+6.99182400E-01,+2.80092567E+00
+3.80000000E-01,+1.00000000E+00,-7.16251532E-02,-6.25431766E-02,+9.50884405E-02,-2.42378230E+00,-6.56617573E-01,+2.32336812E-01,+6.96510611E-01,+2.80150202E+00
+3.90000000E-01,+1.00000000E+00,-7.43328183E-02,-6.02601543E-02,+9.56904074E-02,-2.46037315E+00,-6.54144432E-01,+2.31053807E-01,+6.93751252E-01,+2.80205632E+00
+4.00000000E-01,+1.00000000E+00,-7.71298438E-02,-5.79153384E-02,+9.64530934E-02,-2.49752791E+00,-6.51580690E-01,+2.29761019E-01,+6.90903409E-01,+2.80258480E+00
+4.10000000E-01,+1.00000000E+00,-8.00169807E-02,-5.55087704E-02,+9.73855266E-02,-2.53509904E+00,-6.48924654E-01,+2.28460675E-01,+6.87966196E-01,+2.80308347E+00
+4.20000000E-01,+1.00000000E+00,-8.29948886E-02,-5.30405048E-02,+9.84959221E-02,-2.57293128E+00,-6.46174639E-01,+2.27155096E-01,+6.84938758E-01,+2.80354812E+00
+4.30000000E-01,+1.00000000E+00,-8.60641237E-02,-5.05106070E-02,+9.97915568E-02,-2.61086489E+00,-6.43328966E-01,+2.25846698E-01,+6.81820277E-01,+2.80397434E+00
+4.40000000E-01,+1.00000000E+00,-8.92251272E-02,-4.79191502E-02,+1.01278667E-01,-2.64873927E+00,-6.40385968E-01,+2.24537986E-01,+6.78609972E-01,+2.80435746E+00
+4.50000000E-01,+1.00000000E+00,-9.24782124E-02,-4.52662115E-02,+1.02962370E-01,-2.68639662E+00,-6.37343991E-01,+2.23231559E-01,+6.75307110E-01,+2.80469258E+00
+4.60000000E-01,+1.00000000E+00,-9.58235510E-02,-4.25518675E-02,+1.04846623E-01,-2.72368538E+00,-6.34201403E-01,+2.21930105E-01,+6.71910999E-01,+2.80497457E+00
+4.70000000E-01,+1.00000000E+00,-9.92611595E-02,-3.97761897E-02,+1.06934200E-01,-2.76046350E+00,-6.30956588E-01,+2.20636398E-01,+6.68421001E-01,+2.80519800E+00
+4.80000000E-01,+1.00000000E+00,-1.02790884E-01,-3.69392386E-02,+1.09226706E-01,-2.79660112E+00,-6.27607953E-01,+2.19353297E-01,+6.64836530E-01,+2.80535721E+00
+4.90000000E-01,+1.00000000E+00,-1.06412386E-01,-3.40410572E-02,+1.11724615E-01,-2.83198268E+00,-6.24153933E-01,+2.18083745E-01,+6.61157055E-01,+2.80544623E+00
+5.00000000E-01,+1.00000000E+00,-1.10125125E-01,-3.10816641E-02,+1.14427326E-01,-2.86650844E+00,-6.20592984E-01,+2.16830760E-01,+6.57382104E-01,+2.80545881E+00
+5.10000000E-01,+1.00000000E+00,-1.13928341E-01,-2.80610455E-02,+1.17333240E-01,-2.90009527E+00,-6.16923590E-01,+2.15597435E-01,+6.53511262E-01,+2.80538841E+00
+5.20000000E-01,+1.00000000E+00,-1.17821040E-01,-2.49791461E-02,+1.20439840E-01,-2.93267689E+00,-6.13144259E-01,+2.14386930E-01,+6.49544177E-01,+2.80522816E+00
+5.30000000E-01,+1.00000000E+00,-1.21801971E-01,-2.18358603E-02,+1.23743787E-01,-2.96420355E+00,-6.09253525E-01,+2.13202470E-01,+6.45480558E-01,+2.80497086E+00
+5.40000000E-01,+1.00000000E+00,-1.25869611E-01,-1.86310213E-02,+1.27241007E-01,-2.99464124E+00,-6.05249944E-01,+2.12047335E-01,+6.41320175E-01,+2.80460898E+00
+5.50000000E-01,+1.00000000E+00,-1.30022142E-01,-1.53643902E-02,+1.30926781E-01,-3.02397061E+00,-6.01132088E-01,+2.10924858E-01,+6.37062856E-01,+2.80413463E+00
+5.60000000E-01,+1.00000000E+00,-1.34257432E-01,-1.20356438E-02,+1.34795826E-01,-3.05218563E+00,-5.96898544E-01,+2.09838412E-01,+6.32708488E-01,+2.80353955E+00
+5.70000000E-01,+1.00000000E+00,-1.38573010E-01,-8.64436224E-03,+1.38842371E-01,-3.07929210E+00,-5.92547905E-01,+2.08791409E-01,+6.28257011E-01,+2.80281509E+00
+5.80000000E-01,+1.00000000E+00,-1.42966042E-01,-5.19001524E-03,+1.43060216E-01,-3.10530615E+00,-5.88078764E-01,+2.07787286E-01,+6.23708417E-01,+2.80195219E+00
+5.90000000E-01,+1.00000000E+00,-1.47433311E-01,-1.67194787E-03,+1.47442791E-01,-3.13025277E+00,-5.83489701E-01,+2.06829500E-01,+6.19062738E-01,+2.80094136E+00
+6.00000000E-01,+1.00000000E+00,-1.51971182E-01,+1.91063429E-03,+1.51983192E-01,+3.12902097E+00,-5.78779273E-01,+2.05921516E-01,+6.14320045E-01,+2.79977267E+00
+6.10000000E-01,+1.00000000E+00,-1.56575581E-01,+5.55868078E-03,+1.56674221E-01,+3.10610598E+00,-5.73945997E-01,+2.05066800E-01,+6.09480434E-01,+2.79843570E+00
+6.20000000E-01,+1.00000000E+00,-1.61241960E-01,+9.27331239E-03,+1.61508402E-01,+3.08414416E+00,-5.68988333E-01,+2.04268807E-01,+6.04544017E-01,+2.79691952E+00
+6.30000000E-01,+1.00000000E+00,-1.65965264E-01,+1.30558378E-02,+1.66477998E-01,+3.06308824E+00,-5.63904666E-01,+2.03530973E-01,+5.99510908E-01,+2.79521266E+00
+6.40000000E-01,+1.00000000E+00,-1.70739896E-01,+1.69077705E-02,+1.71575012E-01,+3.04288798E+00,-5.58693277E-01,+2.02856701E-01,+5.94381206E-01,+2.79330309E+00
+6.50000000E-01,+1.00000000E+00,-1.75559675E-01,+2.08308464E-02,+1.76791187E-01,+3.02349089E+00,-5.53352317E-01,+2.02249352E-01,+5.89154977E-01,+2.79117812E+00
+6.60000000E-01,+1.00000000E+00,-1.80417796E-01,+2.48270407E-02,+1.82117992E-01,+3.00484291E+00,-5.47879776E-01,+2.01712234E-01,+5.83832231E-01,+2.78882440E+00
+6.70000000E-01,+1.00000000E+00,-1.85306776E-01,+2.88985861E-02,+1.87546607E-01,+2.98688881E+00,-5.42273443E-01,+2.01248588E-01,+5.78412898E-01,+2.78622785E+00
+6.80000000E-01,+1.00000000E+00,-1.90218406E-01,+3.30479895E-02,+1.93067893E-01,+2.96957265E+00,-5.36530863E-01,+2.00861579E-01,+5.72896798E-01,+2.78337358E+00
+6.90000000E-01,+1.00000000E+00,-1.95143681E-01,+3.72780492E-02,+1.98672366E-01,+2.95283801E+00,-5.30649288E-01,+2.00554279E-01,+5.67283603E-01,+2.78024581E+00
+7.00000000E-01,+1.00000000E+00,-2.00072740E-01,+4.15918709E-02,+2.04350153E-01,+2.93662819E+00,-5.24625618E-01,+2.00329660E-01,+5.61572802E-01,+2.77682779E+00
+7.10000000E-01,+1.00000000E+00,-2.04994778E-01,+4.59928831E-02,+2.10090943E-01,+2.92088627E+00,-5.18456335E-01,+2.00190574E-01,+5.55763652E-01,+2.77310169E+00
+7.20000000E-01,+1.00000000E+00,-2.09897963E-01,+5.04848510E-02,+2.15883938E-01,+2.90555518E+00,-5.12137426E-01,+2.00139742E-01,+5.49855126E-01,+2.76904842E+00
+7.30000000E-01,+1.00000000E+00,-2.14769321E-01,+5.50718886E-02,+2.21717780E-01,+2.89057759E+00,-5.05664293E-01,+2.00179739E-01,+5.43845847E-01,+2.76464755E+00
+7.40000000E-01,+1.00000000E+00,-2.19594621E-01,+5.97584685E-02,+2.27580474E-01,+2.87589583E+00,-4.99031651E-01,+2.00312972E-01,+5.37734019E-01,+2.75987709E+00
+7.50000000E-01,+1.00000000E+00,-2.24358227E-01,+6.45494283E-02,+2.33459296E-01,+2.86145166E+00,-4.92233405E-01,+2.00541666E-01,+5.31517342E-01,+2.75471322E+00
+7.60000000E-01,+1.00000000E+00,-2.29042929E-01,+6.94499729E-02,+2.39340682E-01,+2.84718605E+00,-4.85262505E-01,+2.00867838E-01,+5.25192905E-01,+2.74913013E+00
+7.70000000E-01,+1.00000000E+00,-2.33629739E-01,+7.44656720E-02,+2.45210096E-01,+2.83303880E+00,-4.78110783E-01,+2.01293269E-01,+5.18757073E-01,+2.74309958E+00
+7.80000000E-01,+1.00000000E+00,-2.38097651E-01,+7.96024497E-02,+2.51051870E-01,+2.81894816E+00,-4.70768744E-01,+2.01819476E-01,+5.12205341E-01,+2.73659061E+00
+7.90000000E-01,+1.00000000E+00,-2.42423349E-01,+8.48665653E-02,+2.56849010E-01,+2.80485024E+00,-4.63225328E-01,+2.02447669E-01,+5.05532158E-01,+2.72956897E+00
+8.00000000E-01,+1.00000000E+00,-2.46580850E-01,+9.02645815E-02,+2.62582959E-01,+2.79067846E+00,-4.55467615E-01,+2.03178701E-01,+4.98730722E-01,+2.72199659E+00
+8.10000000E-01,+1.00000000E+00,-2.50541075E-01,+9.58033158E-02,+2.68233304E-01,+2.77636265E+00,-4.47480466E-01,+2.04013005E-01,+4.91792714E-01,+2.71383081E+00
+8.20000000E-01,+1.00000000E+00,-2.54271304E-01,+1.01489770E-01,+2.73777408E-01,+2.76182814E+00,-4.39246077E-01,+2.04950508E-01,+4.84707981E-01,+2.70502344E+00
+8.30000000E-01,+1.00000000E+00,-2.57734508E-01,+1.07331026E-01,+2.79189946E-01,+2.74699446E+00,-4.30743420E-01,+2.05990518E-01,+4.77464121E-01,+2.69551961E+00
+8.40000000E-01,+1.00000000E+00,-2.60888497E-01,+1.13334105E-01,+2.84442309E-01,+2.73177378E+00,-4.21947537E-01,+2.07131574E-01,+4.70045969E-01,+2.68525623E+00
+8.50000000E-01,+1.00000000E+00,-2.63684828E-01,+1.19505753E-01,+2.89501837E-01,+2.71606887E+00,-4.12828626E-01,+2.08371242E-01,+4.62434913E-01,+2.67416000E+00
+8.60000000E-01,+1.00000000E+00,-2.66067384E-01,+1.25852152E-01,+2.94330795E-01,+2.69977040E+00,-4.03350848E-01,+2.09705819E-01,+4.54608003E-01,+2.66214483E+00
+8.70000000E-01,+1.00000000E+00,-2.67970495E-01,+1.32378487E-01,+2.98885012E-01,+2.68275337E+00,-3.93470732E-01,+2.11129931E-01,+4.46536745E-01,+2.64910828E+00
+8.80000000E-01,+1.00000000E+00,-2.69316405E-01,+1.39088329E-01,+3.03112008E-01,+2.66487219E+00,-3.83135013E-01,+2.12635942E-01,+4.38185442E-01,+2.63492674E+00
+8.90000000E-01,+1.00000000E+00,-2.70011765E-01,+1.45982702E-01,+3.06948371E-01,+2.64595386E+00,-3.72277606E-01,+2.14213080E-01,+4.29508858E-01,+2.61944864E+00
+9.00000000E-01,+1.00000000E+00,-2.69942682E-01,+1.53058671E-01,+3.10315981E-01,+2.62578809E+00,-3.60815291E-01,+2.15846111E-01,+4.20448830E-01,+2.60248466E+00
+9.10000000E-01,+1.00000000E+00,-2.68967468E-01,+1.60307132E-01,+3.13116392E-01,+2.60411260E+00,-3.48641327E-01,+2.17513274E-01,+4.10929191E-01,+2.58379310E+00
+9.20000000E-01,+1.00000000E+00,-2.66905652E-01,+1.67709208E-01,+3.15222152E-01,+2.58059055E+00,-3.35615660E-01,+2.19182905E-01,+4.00847873E-01,+2.56305730E+00
+9.30000000E-01,+1.00000000E+00,-2.63520543E-01,+1.75230142E-01,+3.16462761E-01,+2.55477378E+00,-3.21549199E-01,+2.20807701E-01,+3.90064005E-01,+2.53984903E+00
+9.40000000E-01,+1.00000000E+00,-2.58489952E-01,+1.82808302E-01,+3.16600585E-01,+2.52603995E+00,-3.06177115E-01,+2.22314357E-01,+3.78375605E-01,+2.51356563E+00
+9.50000000E-01,+1.00000000E+00,-2.51353368E-01,+1.90333899E-01,+3.15286391E-01,+2.49347637E+00,-2.89110052E-01,+2.23583411E-01,+3.65477993E-01,+2.48331393E+00
+9.60000000E-01,+1.00000000E+00,-2.41407023E-01,+1.97603461E-01,+3.11968714E-01,+2.45564328E+00,-2.69736051E-01,+2.24405879E-01,+3.50878235E-01,+2.44767358E+00
+9.70000000E-01,+1.00000000E+00,-2.27465253E-01,+2.04207734E-01,+3.05681599E-01,+2.41002008E+00,-2.46994738E-01,+2.24375708E-01,+3.33692761E-01,+2.40414339E+00
+9.80000000E-01,+1.00000000E+00,-2.07192166E-01,+2.09187896E-01,+2.94428547E-01,+2.35140148E+00,-2.18736986E-01,+2.22557352E-01,+3.12053912E-01,+2.34753752E+00
+9.90000000E-01,+1.00000000E+00,-1.74359803E-01,+2.09451786E-01,+2.72527782E-01,+2.26501776E+00,-1.79062969E-01,+2.15939767E-01,+2.80523671E-01,+2.26310598E+00
+1.00000000E+00,+1.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+2.00000000E+00,-6.08512910E-04,-9.76317584E-03,+9.78212096E-03,-1.63304316E+00,-1.61594219E-02,-5.24278374E-02,+5.48616901E-02,-1.86977922E+00
+1.00000000E-02,+2.00000000E+00,-6.10242283E-04,-9.76724832E-03,+9.78629324E-03,-1.63319364E+00,-1.61581904E-02,-5.24237761E-02,+5.48574463E-02,-1.86977958E+00
+2.00000000E-02,+2.00000000E+00,-6.15428266E-04,-9.77946048E-03,+9.79880601E-03,-1.63364415E+00,-1.61544949E-02,-5.24115912E-02,+5.48447135E-02,-1.86978063E+00
+3.00000000E-02,+2.00000000E+00,-6.24064445E-04,-9.79979643E-03,+9.81964697E-03,-1.63439182E+00,-1.61483330E-02,-5.23912800E-02,+5.48234884E-02,-1.86978234E+00
+4.00000000E-02,+2.00000000E+00,-6.36140130E-04,-9.82822970E-03,+9.84879553E-03,-1.63543198E+00,-1.61397002E-02,-5.23628379E-02,+5.47937653E-02,-1.86978468E+00
+5.00000000E-02,+2.00000000E+00,-6.51640348E-04,-9.86472320E-03,+9.88622269E-03,-1.63675814E+00,-1.61285903E-02,-5.23262584E-02,+5.47555362E-02,-1.86978755E+00
+6.00000000E-02,+2.00000000E+00,-6.70545834E-04,-9.90922925E-03,+9.93189086E-03,-1.63836214E+00,-1.61149956E-02,-5.22815332E-02,+5.47087908E-02,-1.86979089E+00
+7.00000000E-02,+2.00000000E+00,-6.92833028E-04,-9.96168951E-03,+9.98575363E-03,-1.64023426E+00,-1.60989063E-02,-5.22286519E-02,+5.46535165E-02,-1.86979457E+00
+8.00000000E-02,+2.00000000E+00,-7.18474062E-04,-1.00220350E-02,+1.00477555E-02,-1.64236333E+00,-1.60803113E-02,-5.21676025E-02,+5.45896983E-02,-1.86979847E+00
+9.00000000E-02,+2.00000000E+00,-7.47436746E-04,-1.00901861E-02,+1.01178317E-02,-1.64473690E+00,-1.60591975E-02,-5.20983708E-02,+5.45173190E-02,-1.86980244E+00
+1.00000000E-01,+2.00000000E+00,-7.79684557E-04,-1.01660525E-02,+1.01959075E-02,-1.64734140E+00,-1.60355501E-02,-5.20209410E-02,+5.44363588E-02,-1.86980631E+00
+1.10000000E-01,+2.00000000E+00,-8.15176623E-04,-1.02495330E-02,+1.02818986E-02,-1.65016232E+00,-1.60093527E-02,-5.19352948E-02,+5.43467959E-02,-1.86980988E+00
+1.20000000E-01,+2.00000000E+00,-8.53867706E-04,-1.03405158E-02,+1.03757100E-02,-1.65318437E+00,-1.59805871E-02,-5.18414125E-02,+5.42486056E-02,-1.86981295E+00
+1.30000000E-01,+2.00000000E+00,-8.95708182E-04,-1.04388784E-02,+1.04772361E-02,-1.65639169E+00,-1.59492337E-02,-5.17392718E-02,+5.41417612E-02,-1.86981528E+00
+1.40000000E-01,+2.00000000E+00,-9.40644022E-04,-1.05444872E-02,+1.05863601E-02,-1.65976800E+00,-1.59152710E-02,-5.16288487E-02,+5.40262331E-02,-1.86981664E+00
+1.50000000E-01,+2.00000000E+00,-9.88616771E-04,-1.06571978E-02,+1.07029541E-02,-1.66329677E+00,-1.58786759E-02,-5.15101168E-02,+5.39019896E-02,-1.86981674E+00
+1.60000000E-01,+2.00000000E+00,-1.03956352E-03,-1.07768549E-02,+1.08268783E-02,-1.66696140E+00,-1.58394237E-02,-5.13830478E-02,+5.37689962E-02,-1.86981529E+00
+1.70000000E-01,+2.00000000E+00,-1.09341689E-03,-1.09032922E-02,+1.09579808E-02,-1.67074535E+00,-1.57974883E-02,-5.12476110E-02,+5.36272157E-02,-1.86981198E+00
+1.80000000E-01,+2.00000000E+00,-1.15010500E-03,-1.10363325E-02,+1.10960973E-02,-1.67463232E+00,-1.57528418E-02,-5.11037734E-02,+5.34766087E-02,-1.86980649E+00
+1.90000000E-01,+2.00000000E+00,-1.20955144E-03,-1.11757871E-02,+1.12410512E-02,-1.67860633E+00,-1.57054548E-02,-5.09514997E-02,+5.33171327E-02,-1.86979845E+00
+2.00000000E-01,+2.00000000E+00,-1.27167525E-03,-1.13214564E-02,+1.13926526E-02,-1.68265183E+00,-1.56552966E-02,-5.07907524E-02,+5.31487426E-02,-1.86978751E+00
+2.10000000E-01,+2.00000000E+00,-1.33639086E-03,-1.14731296E-02,+1.15506988E-02,-1.68675385E+00,-1.56023348E-02,-5.06214914E-02,+5.29713908E-02,-1.86977325E+00
+2.20000000E-01,+2.00000000E+00,-1.40360813E-03,-1.16305844E-02,+1.17149737E-02,-1.69089802E+00,-1.55465356E-02,-5.04436739E-02,+5.27850264E-02,-1.86975527E+00
+2.30000000E-01,+2.00000000E+00,-1.47323224E-03,-1.17935871E-02,+1.18852475E-02,-1.69507066E+00,-1.54878639E-02,-5.02572549E-02,+5.25895959E-02,-1.86973314E+00
+2.40000000E-01,+2.00000000E+00,-1.54516371E-03,-1.19618925E-02,+1.20612770E-02,-1.69925883E+00,-1.54262831E-02,-5.00621865E-02,+5.23850429E-02,-1.86970639E+00
+2.50000000E-01,+2.00000000E+00,-1.61929835E-03,-1.21352438E-02,+1.22428048E-02,-1.70345035E+00,-1.53617553E-02,-4.98584181E-02,+5.21713080E-02,-1.86967455E+00
+2.60000000E-01,+2.00000000E+00,-1.69552724E-03,-1.23133727E-02,+1.24295599E-02,-1.70763385E+00,-1.52942414E-02,-4.96458963E-02,+5.19483286E-02,-1.86963712E+00
+2.70000000E-01,+2.00000000E+00,-1.77373667E-03,-1.24959988E-02,+1.26212570E-02,-1.71179875E+00,-1.52237009E-02,-4.94245649E-02,+5.17160390E-02,-1.86959359E+00
+2.80000000E-01,+2.00000000E+00,-1.85380816E-03,-1.26828299E-02,+1.28175965E-02,-1.71593529E+00,-1.51500922E-02,-4.91943647E-02,+5.14743704E-02,-1.86954341E+00
+2.90000000E-01,+2.00000000E+00,-1.93561839E-03,-1.28735619E-02,+1.30182646E-02,-1.72003451E+00,-1.50733726E-02,-4.89552333E-02,+5.12232508E-02,-1.86948603E+00
+3.00000000E-01,+2.00000000E+00,-2.01903915E-03,-1.30678782E-02,+1.32229331E-02,-1.72408821E+00,-1.49934981E-02,-4.87071052E-02,+5.09626048E-02,-1.86942085E+00
+3.10000000E-01,+2.00000000E+00,-2.10393739E-03,-1.32654502E-02,+1.34312592E-02,-1.72808896E+00,-1.49104239E-02,-4.84499118E-02,+5.06923534E-02,-1.86934727E+00
+3.20000000E-01,+2.00000000E+00,-2.19017512E-03,-1.34659369E-02,+1.36428855E-02,-1.73203006E+00,-1.48241041E-02,-4.81835811E-02,+5.04124146E-02,-1.86926467E+00
+3.30000000E-01,+2.00000000E+00,-2.27760941E-03,-1.36689845E-02,+1.38574400E-02,-1.73590552E+00,-1.47344919E-02,-4.79080374E-02,+5.01227024E-02,-1.86917241E+00
+3.40000000E-01,+2.00000000E+00,-2.36609236E-03,-1.38742266E-02,+1.40745358E-02,-1.73970999E+00,-1.46415397E-02,-4.76232017E-02,+4.98231275E-02,-1.86906979E+00
+3.50000000E-01,+2.00000000E+00,-2.45547109E-03,-1.40812840E-02,+1.42937713E-02,-1.74343875E+00,-1.45451991E-02,-4.73289914E-02,+4.95135966E-02,-1.86895615E+00
+3.60000000E-01,+2.00000000E+00,-2.54558772E-03,-1.42897642E-02,+1.45147297E-02,-1.74708767E+00,-1.44454210E-02,-4.70253199E-02,+4.91940129E-02,-1.86883075E+00
+3.70000000E-01,+2.00000000E+00,-2.63627934E-03,-1.44992617E-02,+1.47369793E-02,-1.75065316E+00,-1.43421555E-02,-4.67120969E-02,+4.88642755E-02,-1.86869287E+00
+3.80000000E-01,+2.00000000E+00,-2.72737801E-03,-1.47093575E-02,+1.49600732E-02,-1.75413212E+00,-1.42353526E-02,-4.63892279E-02,+4.85242798E-02,-1.86854173E+00
+3.90000000E-01,+2.00000000E+00,-2.81871075E-03,-1.49196189E-02,+1.51835490E-02,-1.75752193E+00,-1.41249616E-02,-4.60566145E-02,+4.81739170E-02,-1.86837657E+00
+4.00000000E-01,+2.00000000E+00,-2.91009954E-03,-1.51295996E-02,+1.54069291E-02,-1.76082038E+00,-1.40109313E-02,-4.57141539E-02,+4.78130742E-02,-1.86819657E+00
+4.10000000E-01,+2.00000000E+00,-3.00136132E-03,-1.53388391E-02,+1.56297202E-02,-1.76402565E+00,-1.38932105E-02,-4.53617391E-02,+4.74416344E-02,-1.86800090E+00
+4.20000000E-01,+2.00000000E+00,-3.09230798E-03,-1.55468626E-02,+1.58514133E-02,-1.76713626E+00,-1.37717479E-02,-4.49992583E-02,+4.70594761E-02,-1.86778871E+00
+4.30000000E-01,+2.00000000E+00,-3.18274641E-03,-1.57531810E-02,+1.60714836E-02,-1.77015105E+00,-1.36464920E-02,-4.46265955E-02,+4.66664737E-02,-1.86755912E+00
+4.40000000E-01,+2.00000000E+00,-3.27247849E-03,-1.59572904E-02,+1.62893902E-02,-1.77306913E+00,-1.35173915E-02,-4.42436295E-02,+4.62624969E-02,-1.86731122E+00
+4.50000000E-01,+2.00000000E+00,-3.36130114E-03,-1.61586720E-02,+1.65045759E-02,-1.77588987E+00,-1.33843954E-02,-4.38502346E-02,+4.58474112E-02,-1.86704411E+00
+4.60000000E-01,+2.00000000E+00,-3.44900634E-03,-1.63567916E-02,+1.67164672E-02,-1.77861283E+00,-1.32474530E-02,-4.34462798E-02,+4.54210770E-02,-1.86675682E+00
+4.70000000E-01,+2.00000000E+00,-3.53538120E-03,-1.65510998E-02,+1.69244741E-02,-1.78123779E+00,-1.31065141E-02,-4.30316292E-02,+4.49833505E-02,-1.86644837E+00
+4.80000000E-01,+2.00000000E+00,-3.62020799E-03,-1.67410311E-02,+1.71279896E-02,-1.78376467E+00,-1.29615291E-02,-4.26061413E-02,+4.45340826E-02,-1.86611778E+00
+4.90000000E-01,+2.00000000E+00,-3.70326425E-03,-1.69260042E-02,+1.73263898E-02,-1.78619354E+00,-1.28124495E-02,-4.21696695E-02,+4.40731198E-02,-1.86576401E+00
+5.00000000E-01,+2.00000000E+00,-3.78432282E-03,-1.71054212E-02,+1.75190335E-02,-1.78852459E+00,-1.26592276E-02,-4.17220615E-02,+4.36003034E-02,-1.86538601E+00
+5.10000000E-01,+2.00000000E+00,-3.86315199E-03,-1.72786678E-02,+1.77052620E-02,-1.79075809E+00,-1.25018169E-02,-4.12631591E-02,+4.31154696E-02,-1.86498271E+00
+5.20000000E-01,+2.00000000E+00,-3.93951559E-03,-1.74451125E-02,+1.78843992E-02,-1.79289441E+00,-1.23401724E-02,-4.07927985E-02,+4.26184498E-02,-1.86455300E+00
+5.30000000E-01,+2.00000000E+00,-4.01317310E-03,-1.76041066E-02,+1.80557505E-02,-1.79493396E+00,-1.21742505E-02,-4.03108099E-02,+4.21090699E-02,-1.86409575E+00
+5.40000000E-01,+2.00000000E+00,-4.08387983E-03,-1.77549835E-02,+1.82186035E-02,-1.79687721E+00,-1.20040096E-02,-3.98170174E-02,+4.15871509E-02,-1.86360979E+00
+5.50000000E-01,+2.00000000E+00,-4.15138706E-03,-1.78970590E-02,+1.83722273E-02,-1.79872466E+00,-1.18294100E-02,-3.93112387E-02,+4.10525082E-02,-1.86309396E+00
+5.60000000E-01,+2.00000000E+00,-4.21544225E-03,-1.80296302E-02,+1.85158721E-02,-1.80047682E+00,-1.16504145E-02,-3.87932853E-02,+4.05049521E-02,-1.86254703E+00
+5.70000000E-01,+2.00000000E+00,-4.27578924E-03,-1.81519756E-02,+1.86487692E-02,-1.80213421E+00,-1.14669881E-02,-3.82629623E-02,+3.99442874E-02,-1.86196776E+00
+5.80000000E-01,+2.00000000E+00,-4.33216846E-03,-1.82633545E-02,+1.87701305E-02,-1.80369735E+00,-1.12790990E-02,-3.77200678E-02,+3.93703135E-02,-1.86135487E+00
+5.90000000E-01,+2.00000000E+00,-4.38431725E-03,-1.83630067E-02,+1.88791486E-02,-1.80516675E+00,-1.10867182E-02,-3.71643936E-02,+3.87828245E-02,-1.86070708E+00
+6.00000000E-01,+2.00000000E+00,-4.43197010E-03,-1.84501523E-02,+1.89749961E-02,-1.80654289E+00,-1.08898204E-02,-3.65957245E-02,+3.81816087E-02,-1.86002304E+00
+6.10000000E-01,+2.00000000E+00,-4.47485901E-03,-1.85239909E-02,+1.90568256E-02,-1.80782622E+00,-1.06883838E-02,-3.60138384E-02,+3.75664492E-02,-1.85930141E+00
+6.20000000E-01,+2.00000000E+00,-4.51271381E-03,-1.85837016E-02,+1.91237692E-02,-1.80901716E+00,-1.04823910E-02,-3.54185061E-02,+3.69371235E-02,-1.85854077E+00
+6.30000000E-01,+2.00000000E+00,-4.54526259E-03,-1.86284422E-02,+1.91749387E-02,-1.81011609E+00,-1.02718287E-02,-3.48094915E-02,+3.62934038E-02,-1.85773972E+00
+6.40000000E-01,+2.00000000E+00,-4.57223211E-03,-1.86573494E-02,+1.92094246E-02,-1.81112334E+00,-1.00566887E-02,-3.41865512E-02,+3.56350567E-02,-1.85689679E+00
+6.50000000E-01,+2.00000000E+00,-4.59334829E-03,-1.86695377E-02,+1.92262968E-02,-1.81203918E+00,-9.83696812E-03,-3.35494347E-02,+3.49618436E-02,-1.85601049E+00
+6.60000000E-01,+2.00000000E+00,-4.60833674E-03,-1.86640995E-02,+1.92246035E-02,-1.81286384E+00,-9.61266964E-03,-3.28978843E-02,+3.42735205E-02,-1.85507930E+00
+6.70000000E-01,+2.00000000E+00,-4.61692330E-03,-1.86401045E-02,+1.92033715E-02,-1.81359746E+00,-9.38380220E-03,-3.22316350E-02,+3.35698383E-02,-1.85410167E+00
+6.80000000E-01,+2.00000000E+00,-4.61883469E-03,-1.85965994E-02,+1.91616060E-02,-1.81424015E+00,-9.15038139E-03,-3.15504148E-02,+3.28505426E-02,-1.85307600E+00
+6.90000000E-01,+2.00000000E+00,-4.61379921E-03,-1.85326075E-02,+1.90982901E-02,-1.81479193E+00,-8.91243001E-03,-3.08539442E-02,+3.21153746E-02,-1.85200066E+00
+7.00000000E-01,+2.00000000E+00,-4.60154743E-03,-1.84471285E-02,+1.90123851E-02,-1.81525275E+00,-8.66997858E-03,-3.01419371E-02,+3.13640702E-02,-1.85087398E+00
+7.10000000E-01,+2.00000000E+00,-4.58181306E-03,-1.83391378E-02,+1.89028301E-02,-1.81562249E+00,-8.42306597E-03,-2.94140999E-02,+3.05963611E-02,-1.84969426E+00
+7.20000000E-01,+2.00000000E+00,-4.55433378E-03,-1.82075869E-02,+1.87685422E-02,-1.81590096E+00,-8.17173998E-03,-2.86701327E-02,+2.98119748E-02,-1.84845975E+00
