s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
1.070000e+00; 9.242607e-15; -5.684395e-01; 5.684395e-01; -1.570796e+00; -4.996004e-16; -8.120317e-01; 8.120317e-01; -1.570796e+00; 
1.080000e+00; 1.573741e-14; -5.639277e-01; 5.639277e-01; -1.570796e+00; 3.608225e-16; -8.093407e-01; 8.093407e-01; -1.570796e+00; 
1.090000e+00; -8.271162e-15; -5.594038e-01; 5.594038e-01; -1.570796e+00; -4.024558e-16; -8.066449e-01; 8.066449e-01; -1.570796e+00; 
1.100000e+00; -3.425038e-14; -5.548683e-01; 5.548683e-01; -1.570796e+00; -2.289835e-16; -8.039446e-01; 8.039446e-01; -1.570796e+00; 
1.110000e+00; -1.135377e-14; -5.503216e-01; 5.503216e-01; -1.570796e+00; -2.775558e-17; -8.012401e-01; 8.012401e-01; -1.570796e+00; 
1.120000e+00; -2.183323e-14; -5.457642e-01; 5.457642e-01; -1.570796e+00; -6.800116e-16; -7.985317e-01; 7.985317e-01; -1.570796e+00; 
1.130000e+00; -4.470035e-14; -5.411967e-01; 5.411967e-01; -1.570796e+00; -2.331468e-15; -7.958199e-01; 7.958199e-01; -1.570796e+00; 
1.140000e+00; -3.919087e-14; -5.366195e-01; 5.366195e-01; -1.570796e+00; -3.858025e-15; -7.931048e-01; 7.931048e-01; -1.570796e+00; 
1.150000e+00; 4.737877e-14; -5.320331e-01; 5.320331e-01; -1.570796e+00; 9.270362e-15; -7.903868e-01; 7.903868e-01; -1.570796e+00; 
1.160000e+00; -1.462719e-14; -5.274380e-01; 5.274380e-01; -1.570796e+00; -2.498002e-15; -7.876663e-01; 7.876663e-01; -1.570796e+00; 
1.170000e+00; 3.422262e-14; -5.228346e-01; 5.228346e-01; -1.570796e+00; 1.249001e-14; -7.849434e-01; 7.849434e-01; -1.570796e+00; 
1.180000e+00; 5.176415e-14; -5.182234e-01; 5.182234e-01; -1.570796e+00; 3.191891e-14; -7.822186e-01; 7.822186e-01; -1.570796e+00; 
1.190000e+00; 4.085621e-14; -5.136048e-01; 5.136048e-01; -1.570796e+00; 2.353673e-14; -7.794920e-01; 7.794920e-01; -1.570796e+00; 
1.200000e+00; -5.551115e-17; -5.089794e-01; 5.089794e-01; -1.570796e+00; -4.496403e-15; -7.767641e-01; 7.767641e-01; -1.570796e+00; 
1.210000e+00; -4.329870e-15; -5.043475e-01; 5.043475e-01; -1.570796e+00; 6.106227e-16; -7.740350e-01; 7.740350e-01; -1.570796e+00; 
1.220000e+00; 8.604228e-16; -4.997096e-01; 4.997096e-01; -1.570796e+00; 2.498002e-15; -7.713050e-01; 7.713050e-01; -1.570796e+00; 
1.230000e+00; 8.160139e-15; -4.950662e-01; 4.950662e-01; -1.570796e+00; 1.632028e-14; -7.685745e-01; 7.685745e-01; -1.570796e+00; 
1.240000e+00; 1.135203e-14; -4.904175e-01; 4.904175e-01; -1.570796e+00; 3.025358e-14; -7.658437e-01; 7.658437e-01; -1.570796e+00; 
1.250000e+00; 1.582068e-15; -4.857642e-01; 4.857642e-01; -1.570796e+00; 6.050715e-15; -7.631129e-01; 7.631129e-01; -1.570796e+00; 
1.260000e+00; -6.300516e-15; -4.811065e-01; 4.811065e-01; -1.570796e+00; -2.897682e-14; -7.603823e-01; 7.603823e-01; -1.570796e+00; 
1.270000e+00; -4.662937e-15; -4.764449e-01; 4.764449e-01; -1.570796e+00; -3.208545e-14; -7.576521e-01; 7.576521e-01; -1.570796e+00; 
1.280000e+00; 1.137979e-15; -4.717798e-01; 4.717798e-01; -1.570796e+00; 1.532108e-14; -7.549227e-01; 7.549227e-01; -1.570796e+00; 
1.290000e+00; -2.164935e-15; -4.671115e-01; 4.671115e-01; -1.570796e+00; -3.905209e-14; -7.521944e-01; 7.521944e-01; -1.570796e+00; 
1.300000e+00; 1.498801e-15; -4.624406e-01; 4.624406e-01; -1.570796e+00; 3.003153e-14; -7.494672e-01; 7.494672e-01; -1.570796e+00; 
1.310000e+00; -1.665335e-15; -4.577672e-01; 4.577672e-01; -1.570796e+00; -5.348499e-14; -7.467415e-01; 7.467415e-01; -1.570796e+00; 
1.320000e+00; -1.165734e-15; -4.530920e-01; 4.530920e-01; -1.570796e+00; -8.276713e-14; -7.440176e-01; 7.440176e-01; -1.570796e+00; 
1.330000e+00; 1.318390e-16; -4.484151e-01; 4.484151e-01; -1.570796e+00; 7.651518e-14; -7.412956e-01; 7.412956e-01; -1.570796e+00; 
1.340000e+00; -5.551115e-17; -4.437370e-01; 4.437370e-01; -1.570796e+00; -2.879988e-14; -7.385758e-01; 7.385758e-01; -1.570796e+00; 
1.350000e+00; 1.925543e-16; -4.390580e-01; 4.390580e-01; -1.570796e+00; 2.414735e-15; -7.358583e-01; 7.358583e-01; -1.570796e+00; 
1.360000e+00; 4.787837e-16; -4.343785e-01; 4.343785e-01; -1.570796e+00; -2.962908e-14; -7.331435e-01; 7.331435e-01; -1.570796e+00; 
1.370000e+00; -4.857226e-16; -4.296988e-01; 4.296988e-01; -1.570796e+00; -1.440514e-14; -7.304316e-01; 7.304316e-01; -1.570796e+00; 
1.380000e+00; 1.387779e-17; -4.250193e-01; 4.250193e-01; -1.570796e+00; -9.214851e-15; -7.277227e-01; 7.277227e-01; -1.570796e+00; 
1.390000e+00; -3.053113e-16; -4.203403e-01; 4.203403e-01; -1.570796e+00; -2.187139e-14; -7.250170e-01; 7.250170e-01; -1.570796e+00; 
1.400000e+00; -2.525757e-15; -4.156621e-01; 4.156621e-01; -1.570796e+00; -4.379830e-14; -7.223148e-01; 7.223148e-01; -1.570796e+00; 
1.410000e+00; -4.218847e-15; -4.109851e-01; 4.109851e-01; -1.570796e+00; -4.896084e-14; -7.196163e-01; 7.196163e-01; -1.570796e+00; 
1.420000e+00; -4.579670e-15; -4.063095e-01; 4.063095e-01; -1.570796e+00; -3.835821e-14; -7.169217e-01; 7.169217e-01; -1.570796e+00; 
1.430000e+00; 5.884182e-15; -4.016358e-01; 4.016358e-01; -1.570796e+00; 3.319567e-14; -7.142310e-01; 7.142310e-01; -1.570796e+00; 
1.440000e+00; -8.049117e-16; -3.969641e-01; 3.969641e-01; -1.570796e+00; -5.939693e-15; -7.115447e-01; 7.115447e-01; -1.570796e+00; 
1.450000e+00; -6.383782e-16; -3.922948e-01; 3.922948e-01; -1.570796e+00; -8.826273e-15; -7.088627e-01; 7.088627e-01; -1.570796e+00; 
1.460000e+00; -1.054712e-15; -3.876282e-01; 3.876282e-01; -1.570796e+00; -3.663736e-15; -7.061854e-01; 7.061854e-01; -1.570796e+00; 
1.470000e+00; -3.802514e-15; -3.829646e-01; 3.829646e-01; -1.570796e+00; -4.274359e-15; -7.035128e-01; 7.035128e-01; -1.570796e+00; 
1.480000e+00; -1.942890e-14; -3.783042e-01; 3.783042e-01; -1.570796e+00; -3.191891e-14; -7.008452e-01; 7.008452e-01; -1.570796e+00; 
1.490000e+00; -2.470246e-15; -3.736474e-01; 3.736474e-01; -1.570796e+00; -6.439294e-15; -6.981827e-01; 6.981827e-01; -1.570796e+00; 
1.500000e+00; -8.409939e-15; -3.689944e-01; 3.689944e-01; -1.570796e+00; -7.993606e-15; -6.955254e-01; 6.955254e-01; -1.570796e+00; 
