s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
5.100000e-01; 0.000000e+00; -8.442268e-01; 8.442268e-01; -1.570796e+00; 0.000000e+00; -8.824824e-01; 8.824824e-01; -1.570796e+00; 
5.200000e-01; 0.000000e+00; -8.412622e-01; 8.412622e-01; -1.570796e+00; 0.000000e+00; -8.809643e-01; 8.809643e-01; -1.570796e+00; 
5.300000e-01; 0.000000e+00; -8.382510e-01; 8.382510e-01; -1.570796e+00; 0.000000e+00; -8.794227e-01; 8.794227e-01; -1.570796e+00; 
5.400000e-01; 0.000000e+00; -8.351939e-01; 8.351939e-01; -1.570796e+00; 0.000000e+00; -8.778578e-01; 8.778578e-01; -1.570796e+00; 
5.500000e-01; 0.000000e+00; -8.320914e-01; 8.320914e-01; -1.570796e+00; 0.000000e+00; -8.762700e-01; 8.762700e-01; -1.570796e+00; 
5.600000e-01; 0.000000e+00; -8.289441e-01; 8.289441e-01; -1.570796e+00; 0.000000e+00; -8.746597e-01; 8.746597e-01; -1.570796e+00; 
5.700000e-01; 0.000000e+00; -8.257526e-01; 8.257526e-01; -1.570796e+00; 0.000000e+00; -8.730270e-01; 8.730270e-01; -1.570796e+00; 
5.800000e-01; 0.000000e+00; -8.225174e-01; 8.225174e-01; -1.570796e+00; 0.000000e+00; -8.713724e-01; 8.713724e-01; -1.570796e+00; 
5.900000e-01; 0.000000e+00; -8.192392e-01; 8.192392e-01; -1.570796e+00; 0.000000e+00; -8.696961e-01; 8.696961e-01; -1.570796e+00; 
6.000000e-01; 0.000000e+00; -8.159186e-01; 8.159186e-01; -1.570796e+00; 0.000000e+00; -8.679985e-01; 8.679985e-01; -1.570796e+00; 
6.100000e-01; 0.000000e+00; -8.125561e-01; 8.125561e-01; -1.570796e+00; 0.000000e+00; -8.662799e-01; 8.662799e-01; -1.570796e+00; 
6.200000e-01; 0.000000e+00; -8.091523e-01; 8.091523e-01; -1.570796e+00; 0.000000e+00; -8.645406e-01; 8.645406e-01; -1.570796e+00; 
6.300000e-01; 0.000000e+00; -8.057080e-01; 8.057080e-01; -1.570796e+00; 0.000000e+00; -8.627809e-01; 8.627809e-01; -1.570796e+00; 
6.400000e-01; 0.000000e+00; -8.022236e-01; 8.022236e-01; -1.570796e+00; 0.000000e+00; -8.610013e-01; 8.610013e-01; -1.570796e+00; 
6.500000e-01; 0.000000e+00; -7.986998e-01; 7.986998e-01; -1.570796e+00; 0.000000e+00; -8.592019e-01; 8.592019e-01; -1.570796e+00; 
6.600000e-01; 0.000000e+00; -7.951371e-01; 7.951371e-01; -1.570796e+00; 0.000000e+00; -8.573832e-01; 8.573832e-01; -1.570796e+00; 
6.700000e-01; 0.000000e+00; -7.915363e-01; 7.915363e-01; -1.570796e+00; 0.000000e+00; -8.555454e-01; 8.555454e-01; -1.570796e+00; 
6.800000e-01; 0.000000e+00; -7.878980e-01; 7.878980e-01; -1.570796e+00; 0.000000e+00; -8.536889e-01; 8.536889e-01; -1.570796e+00; 
6.900000e-01; 0.000000e+00; -7.842227e-01; 7.842227e-01; -1.570796e+00; 0.000000e+00; -8.518141e-01; 8.518141e-01; -1.570796e+00; 
7.000000e-01; 0.000000e+00; -7.805110e-01; 7.805110e-01; -1.570796e+00; 0.000000e+00; -8.499213e-01; 8.499213e-01; -1.570796e+00; 
7.100000e-01; 0.000000e+00; -7.767637e-01; 7.767637e-01; -1.570796e+00; 0.000000e+00; -8.480107e-01; 8.480107e-01; -1.570796e+00; 
7.200000e-01; 0.000000e+00; -7.729812e-01; 7.729812e-01; -1.570796e+00; 0.000000e+00; -8.460828e-01; 8.460828e-01; -1.570796e+00; 
7.300000e-01; 0.000000e+00; -7.691643e-01; 7.691643e-01; -1.570796e+00; 0.000000e+00; -8.441378e-01; 8.441378e-01; -1.570796e+00; 
7.400000e-01; 0.000000e+00; -7.653136e-01; 7.653136e-01; -1.570796e+00; 0.000000e+00; -8.421762e-01; 8.421762e-01; -1.570796e+00; 
