theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
41.3,4.90539572,3.28880382,4.92302584,5.7461681,4.9208909
41.4,4.90533959,3.30961168,4.92263353,5.74635186,4.92041447
41.5,4.90545733,3.34417352,4.92243704,5.74650313,4.92013339
41.6,4.90574981,3.39188703,4.922438,5.74662173,4.9200496
41.7,4.90621756,3.45200844,4.92263768,5.7467075,4.92016459
41.8,4.90686073,3.52367743,4.92303692,5.74676025,4.92047947
41.9,4.90767913,3.60594392,4.92363619,5.74677983,4.92099493
42,4.9086722,3.69779525,4.9244355,5.74676608,4.92171127
42.1,4.90983901,3.7981823,4.9254345,5.74671881,4.92262834
42.2,4.91117827,3.90604353,4.9266324,5.74663789,4.92374556
42.3,4.91268833,4.02032608,4.92802798,5.74652314,4.92506196
42.4,4.91436715,4.1400035,4.92961963,5.74637442,4.92657611
42.5,4.91621236,4.26408998,4.9314053,5.74619159,4.92828616
42.6,4.91822121,4.39165111,4.93338255,5.74597449,4.93018984
42.7,4.92039059,4.52181152,4.93554849,5.745723,4.93228445
42.8,4.92271704,4.65375953,4.93789985,5.74543698,4.93456686
42.9,4.92519676,4.78674956,4.94043295,5.74511631,4.93703354
43,4.92782561,4.92010245,4.9431437,5.74476087,4.93968053
43.1,4.93059909,5.05320428,4.94602762,5.74437055,4.94250346
43.2,4.93351241,5.18550399,4.94907985,5.74394526,4.94549759
43.3,4.93656042,5.31651019,4.95229514,5.7434849,4.94865776
43.4,4.93973768,5.44578743,4.95566789,5.7429894,4.95197843
43.5,4.94303847,5.5729521,4.95919213,5.74245869,4.9554537
43.6,4.94645674,5.69766825,4.96286155,5.7418927,4.95907729
43.7,4.9499862,5.81964339,4.96666949,5.74129141,4.9628426
43.8,4.95362026,5.9386244,4.97060899,5.74065476,4.96674267
43.9,4.9573521,6.05439359,4.97467276,5.73998276,4.97077022
44,4.96117465,6.16676506,4.97885324,5.73927539,4.97491768
44.1,4.96508063,6.27558121,4.98314255,5.73853267,4.97917715
44.2,4.96906251,6.38070962,4.98753259,5.73775463,4.9835405
44.3,4.97311261,6.48204009,4.99201499,5.73694133,4.98799929
44.4,4.97722303,6.57948207,4.99658115,5.73609282,4.99254488
44.5,4.98138572,6.67296221,5.00122225,5.7352092,4.99716837
44.6,4.98559247,6.76242226,5.00592928,5.73429057,5.00186067
44.7,4.98983495,6.84781714,5.01069305,5.73333705,5.00661249
44.8,4.9941047,6.92911318,5.01550422,5.73234881,5.01141438
44.9,4.99839315,7.00628665,5.02035328,5.73132601,5.01625672
45,5.00269167,7.07932232,5.02523061,5.73026884,5.02112978
45.1,5.00699155,7.14821233,5.03012649,5.72917754,5.02602369
45.2,5.01128401,7.21295504,5.03503112,5.72805234,5.03092852
45.3,5.01556026,7.27355415,5.03993461,5.72689351,5.03583422
45.4,5.01981149,7.33001778,5.04482705,5.72570136,5.04073074
45.5,5.02402889,7.38235779,5.04969848,5.72447621,5.04560795
45.6,5.02820366,7.43058911,5.05453894,5.72321841,5.05045574
45.7,5.03232705,7.4747291,5.05933848,5.72192835,5.05526398
45.8,5.03639034,7.51479713,5.06408718,5.72060645,5.0600226
45.9,5.04038491,7.55081402,5.06877518,5.71925313,5.06472153
46,5.04430219,7.58280173,5.07339267,5.71786889,5.06935082
46.1,5.04813375,7.61078292,5.07792994,5.71645421,5.07390057
46.2,5.05187125,7.63478068,5.08237738,5.71500964,5.07836098
46.3,5.05550651,7.65481823,5.08672551,5.71353575,5.08272241
46.4,5.05903147,7.67091865,5.09096498,5.71203313,5.08697533
46.5,5.06243828,7.68310468,5.0950866,5.71050242,5.09111038
46.6,5.06571923,7.69139847,5.09908138,5.70894429,5.09511839
46.7,5.06886684,7.69582145,5.10294051,5.70735944,5.09899038
46.8,5.07187382,7.69639412,5.10665538,5.70574859,5.10271759
46.9,5.07473313,7.69313589,5.11021763,5.70411253,5.10629149
47,5.07743795,7.68606498,5.11361913,5.70245204,5.10970379
47.1,5.07998173,7.67519825,5.11685201,5.70076797,5.11294648
47.2,5.08235819,7.66055109,5.11990869,5.69906118,5.11601183
47.3,5.08456132,7.64213731,5.12278187,5.69733257,5.1188924
47.4,5.0865854,7.61996904,5.12546454,5.69558308,5.12158106
47.5,5.08842505,7.59405662,5.12795005,5.69381367,5.12407102
47.6,5.09007517,7.56440853,5.13023204,5.69202536,5.12635582
47.7,5.09153102,7.53103126,5.13230451,5.69021916,5.12842936
47.8,5.09278817,7.49392926,5.13416185,5.68839615,5.1302859
47.9,5.09384258,7.45310487,5.13579876,5.68655742,5.13192009
48,5.09469054,7.4085582,5.13721039,5.6847041,5.13332697
48.1,5.09532872,7.36028713,5.13839223,5.68283734,5.13450199
48.2,5.09575418,7.30828718,5.13934022,5.68095834,5.13544099
48.3,5.09596436,7.25255148,5.14005067,5.67906831,5.13614028
48.4,5.0959571,7.19307076,5.14052035,5.67716848,5.13659656
48.5,5.09573064,7.12983321,5.14074645,5.67526013,5.136807
48.6,5.09528364,7.06282456,5.14072662,5.67334456,5.13676923
48.7,5.09461516,6.99202798,5.14045894,5.67142308,5.13648133
48.8,5.09372471,6.91742407,5.13994197,5.66949704,5.13594185
48.9,5.09261221,6.83899092,5.13917471,5.6675678,5.13514983
49,5.09127802,6.75670407,5.13815666,5.66563674,5.13410479
49.1,5.08972295,6.67053657,5.1368878,5.66370528,5.13280673
49.2,5.08794823,6.58045908,5.13536856,5.66177484,5.13125616
49.3,5.08595554,6.48643992,5.1335999,5.65984685,5.12945409
49.4,5.08374702,6.3884452,5.13158326,5.65792279,5.12740202
49.5,5.08132525,6.28643901,5.12932057,5.6560041,5.12510196
49.6,5.07869326,6.18038365,5.12681426,5.65409228,5.12255646
49.7,5.07585452,6.07023986,5.12406727,5.65218882,5.11976854
49.8,5.07281297,5.95596717,5.12108303,5.65029523,5.11674176
49.9,5.06957298,5.83752437,5.11786549,5.648413,5.11348018
50,5.06613937,5.71486993,5.11441908,5.64654366,5.10998839
50.1,5.0625174,5.58796272,5.11074877,5.64468871,5.10627147
50.2,5.05871277,5.45676266,5.10685998,5.64284969,5.10233502
50.3,5.05473162,5.3212317,5.10275867,5.64102812,5.09818515
50.4,5.05058052,5.18133485,5.09845126,5.63922549,5.09382845
50.5,5.04626643,5.03704149,5.09394468,5.63744334,5.08927204
50.6,5.04179677,4.88832687,5.08924633,5.63568318,5.08452349
50.7,5.03717934,4.73517398,5.0843641,5.63394649,5.07959089
50.8,5.03242233,4.57757562,5.07930633,5.63223477,5.07448277
50.9,5.02753434,4.41553703,5.07408183,5.6305495,5.06920816
51,5.02252433,4.24907882,5.06869985,5.62889215,5.06377651
51.1,5.01740161,4.07824051,5.06317009,5.62726416,5.05819774
51.2,5.01217586,3.90308463,5.05750266,5.62566698,5.05248218
51.3,5.00685708,3.72370157,5.05170811,5.62410201,5.04664058
51.4,5.00145561,3.5402151,5.04579735,5.62257066,5.0406841
51.5,4.99598206,3.35278891,5.03978169,5.62107428,5.03462426
51.6,4.99044734,3.16163399,5.03367281,5.61961423,5.02847298
51.7,4.98486264,2.9670172,5.02748273,5.61819184,5.02224248
51.8,4.97923936,2.76927081,5.02122379,5.61680838,5.01594535
51.9,4.97358915,2.5688034,5.01490864,5.61546514,5.00959445
52,4.96792387,2.36611173,5.00855022,5.61416333,5.00320294
52.1,4.96225552,2.16179378,5.00216171,5.61290417,4.99678422
52.2,4.95659629,1.95656256,4.99575655,5.61168881,4.99035194
52.3,4.95095848,1.75126034,4.98934837,5.6105184,4.98391993
52.4,4.9453545,1.54687281,4.98295097,5.60939401,4.9775022
52.5,4.93979684,1.34454206,4.97657833,5.60831672,4.97111293
52.6,4.93429802,1.14557743,4.97024453,5.60728754,4.96476637
52.7,4.92887059,0.951462552,4.96396377,5.60630744,4.95847688
52.8,4.9235271,0.763856574,4.95775026,5.60537737,4.95225887
52.9,4.91828003,0.584587494,4.95161828,5.60449822,4.94612676
53,4.91314181,0.415635103,4.94558208,5.60367083,4.94009493
53.1,4.90812476,0.259101295,4.93965589,5.60289602,4.93417774
53.2,4.90324106,0.117165991,4.93385382,5.60217456,4.92838943
53.3,4.89850272,-0.007972085,4.92818991,5.60150715,4.92274413
53.4,4.89392155,-0.114168924,4.92267802,5.60089448,4.91725577
53.5,4.88950912,-0.19942018,4.91733182,5.60033717,4.91193812
53.6,4.88527675,-0.261952388,4.91216477,5.59983581,4.90680466
53.7,4.88123544,-0.300313205,4.90719005,5.59939092,4.90186862
53.8,4.87739587,-0.313452114,4.90242053,5.59900302,4.8971429
53.9,4.87376834,-0.300782826,4.89786876,5.59867253,4.89264001
54,4.87036277,-0.262220052,4.89354689,5.59839986,4.88837211
54.1,4.86718862,-0.198186053,4.88946665,5.59818537,4.88435088
54.2,4.86425493,-0.109586141,4.88563932,5.59802937,4.88058754
54.3,4.86157022,0.002243794,4.88207569,5.59793211,4.8770928
54.4,4.8591425,0.13561138,4.87878602,5.59789383,4.87387681
54.5,4.85697923,0.288555145,4.87577999,5.59791471,4.87094916
54.6,4.8550873,0.458936362,4.8730667,5.59799489,4.86831878
54.7,4.85347299,0.644527437,4.87065461,5.59813446,4.86599398
54.8,4.85214197,0.843090761,4.86855151,5.59833349,4.86398239
54.9,4.85109926,1.05244419,4.86676452,5.59859198,4.86229092
55,4.8503492,1.27051152,4.86530002,5.59890994,4.86092574
55.1,4.84989545,1.49535808,4.86416365,5.59928731,4.85989224
55.2,4.84974098,1.72521292,4.86336027,5.59972399,4.85919506
55.3,4.84988802,1.95847955,4.86289396,5.60021987,4.858838
55.4,4.85033808,2.19373779,4.86276799,5.60077481,4.85882405
55.5,4.85109192,2.42973898,4.86298478,5.60138862,4.85915534
55.6,4.85214957,2.66539654,4.86354592,5.6020611,4.85983316
55.7,4.85351026,2.89977377,4.86445214,5.60279202,4.8608579
55.8,4.85517251,3.13207007,4.86570331,5.60358112,4.86222911
55.9,4.85713403,3.36160671,4.86729842,5.60442812,4.86394544
56,4.8593918,3.58781281,4.86923557,5.60533274,4.86600465
56.1,4.86194201,3.81021196,4.871512,5.60629465,4.86840361
56.2,4.86478013,4.02840988,4.87412407,5.60731354,4.87113833
56.3,4.86790084,4.24208311,4.87706725,5.60838906,4.87420391
56.4,4.87129811,4.45096896,4.88033617,5.60952086,4.8775946
56.5,4.87496519,4.65485652,4.88392458,5.61070857,4.8813038
56.6,4.87889459,4.85357879,4.8878254,5.61195185,4.88532404
56.7,4.88307815,5.04700585,4.8920307,5.61325031,4.88964705
56.8,4.88750702,5.23503892,4.89653178,5.6146036,4.89426373
56.9,4.8921717,5.41760522,4.9013191,5.61601133,4.8991642
57,4.89706205,5.59465359,4.90638239,5.61747315,4.90433784
57.1,4.90216733,5.76615072,4.91171061,5.61898869,4.90977325
57.2,4.90747621,5.93207794,4.91729203,5.6205576,4.91545837
57.3,4.9129768,6.0924285,4.92311422,5.62217954,4.92138042
57.4,4.91865669,6.24720524,4.92916408,5.62385418,4.92752602
57.5,4.92450298,6.3964186,4.93542791,5.62558121,4.93388113
57.6,4.93050228,6.540085,4.94189142,5.62736033,4.94043118
57.7,4.9366408,6.67822539,4.94853975,5.62919125,4.94716104
57.8,4.94290432,6.8108641,4.95535755,5.63107372,4.95405509
57.9,4.94927828,6.93802781,4.96232898,5.6330075,4.96109723
58,4.95574779,7.05974472,4.96943777,5.63499237,4.96827098
58.1,4.96229765,7.17604384,4.97666725,5.63702816,4.97555944
58.2,4.96891242,7.2869544,4.98400039,5.63911471,4.98294541
58.3,4.97557644,7.39250535,4.99141987,5.64125187,4.99041138
58.4,4.98227385,7.49272495,4.99890809,5.64343957,4.99793958
58.5,4.98898867,7.58764042,5.0064472,5.64567772,5.00551205
58.6,4.99570479,7.67727765,5.01401921,5.6479663,5.01311067
58.7,5.00240606,7.76166097,5.02160595,5.65030531,5.02071717
58.8,5.00907626,7.84081296,5.02918917,5.65269479,5.02831324
58.9,5.0156992,7.91475425,5.03675055,5.65513481,5.0358805
59,5.02225872,7.98350345,5.04427178,5.65762547,5.04340059
59.1,5.02873874,8.04707699,5.05173456,5.66016695,5.05085521
59.2,5.03512329,8.10548905,5.05912066,5.6627594,5.05822614
59.3,5.04139654,8.15875151,5.06641196,5.66540307,5.06549527
59.4,5.04754286,8.20687388,5.07359049,5.66809822,5.07264468
59.5,5.05354682,8.24986328,5.08063848,5.67084515,5.07965667
59.6,5.05939325,8.28772437,5.08753836,5.6736442,5.08651375
59.7,5.06506725,8.32045941,5.09427285,5.67649576,5.09319875
59.8,5.07055424,8.34806818,5.10082497,5.67940023,5.0996948
59.9,5.07583999,8.37054802,5.10717806,5.68235807,5.10598538
60,5.08091063,8.38789385,5.11331584,5.68536978,5.11205437
60.1,5.0857527,8.40009816,5.11922244,5.68843587,5.11788607
60.2,5.09035318,8.40715109,5.12488243,5.69155691,5.12346523
60.3,5.0946995,8.40904041,5.13028085,5.6947335,5.12877709
60.4,5.09877957,8.40575163,5.13540322,5.69796625,5.1338074
60.5,5.10258183,8.39726804,5.14023562,5.70125582,5.13854247
60.6,5.10609524,8.3835708,5.14476467,5.7046029,5.14296916
60.7,5.10930934,8.36463901,5.14897759,5.70800818,5.14707495
60.8,5.11221422,8.34044989,5.15286221,5.71147241,5.15084793
60.9,5.11480062,8.31097885,5.15640699,5.71499633,5.15427684
61,5.11705987,8.27619971,5.15960107,5.71858073,5.15735112
61.1,5.11898397,8.23608488,5.16243427,5.72222639,5.16006089
61.2,5.12056557,8.1906056,5.16489711,5.72593412,5.16239697
61.3,5.12179802,8.13973221,5.16698087,5.72970473,5.16435096
61.4,5.12267538,8.08343451,5.16867755,5.73353905,5.16591519
61.5,5.12319241,8.02168213,5.16997996,5.73743791,5.16708279
61.6,5.12334462,7.95444499,5.17088167,5.74140215,5.16784768
61.7,5.12312826,7.88169387,5.17137708,5.74543259,5.16820459
61.8,5.12254036,7.80340102,5.17146142,5.74953008,5.1681491
61.9,5.12157873,7.71954093,5.17113075,5.75369543,5.16767762
62,5.12024196,7.63009123,5.170382,5.75792945,5.16678743
62.1,5.11852945,7.53503371,5.16921297,5.76223294,5.16547669
62.2,5.11644141,7.43435552,5.16762234,5.76660668,5.16374444
62.3,5.11397887,7.32805063,5.16560972,5.77105143,5.16159063
62.4,5.1111437,7.21612147,5.16317559,5.77556793,5.15901612
62.5,5.1079386,7.09858088,5.16032138,5.78015688,5.15602268
62.6,5.10436712,6.97545437,5.15704944,5.78481895,5.15261301
62.7,5.10043366,6.84678273,5.15336307,5.78955477,5.14879076
62.8,5.09614346,6.7126251,5.14926649,5.79436496,5.14456053
62.9,5.09150262,6.57306246,5.14476491,5.79925005,5.13992783
63,5.08651812,6.42820173,5.13986447,5.80421057,5.13489915
63.1,5.08119775,6.2781804,5.13457228,5.80924696,5.12948194
63.2,5.0755502,6.12317184,5.1288964,5.81435963,5.12368459
63.3,5.06958499,5.96339142,5.12284586,5.81954892,5.11751645
63.4,5.06331247,5.79910325,5.11643066,5.82481513,5.1109878
63.5,5.05674385,5.63062788,5.10966173,5.83015847,5.10410991
63.6,5.04989116,5.45835074,5.10255098,5.8355791,5.09689496
63.7,5.04276727,5.28273136,5.09511124,5.84107711,5.08935606
63.8,5.03538581,5.10431334,5.0873563,5.8466525,5.08150727
63.9,5.02776125,4.92373471,5.07930085,5.85230523,5.07336355
64,5.01990882,4.74173863,5.07096051,5.85803514,5.06494074
64.1,5.01184448,4.55918372,5.06235179,5.86384202,5.05625558
64.2,5.00358496,4.37705368,5.05349207,5.86972557,5.04732566
64.3,4.99514768,4.19646507,5.04439959,5.8756854,5.03816943
64.4,4.98655075,4.0186725,5.03509343,5.88172104,5.02880614
64.5,4.97781294,3.84506967,5.02559345,5.88783193,5.01925582
64.6,4.96895364,3.67718501,5.01592032,5.89401743,5.00953926
64.7,4.95999282,3.51667012,5.00609543,5.9002768,4.999678
64.8,4.950951,3.36527968,4.99614088,5.90660921,4.98969423
64.9,4.94184924,3.22484143,4.98607946,5.91301374,4.97961081
65,4.93270904,3.09721553,4.97593455,5.91948939,4.96945119
65.1,4.92355233,2.98424351,4.96573013,5.92603504,4.9592394
65.2,4.91440142,2.88768816,4.95549073,5.93264952,4.94899997
65.3,4.90527894,2.8091671,4.94524132,5.93933153,4.93875786
65.4,4.89620779,2.75008433,4.93500732,5.94607971,4.92853846
65.5,4.88721109,2.71156483,4.9248145,5.95289258,4.91836748
65.6,4.87831209,2.69439834,4.91468895,5.9597686,4.90827093
65.7,4.86953417,2.69899769,4.90465696,5.96670613,4.898275
65.8,4.86090069,2.72537636,4.89474501,5.97370346,4.88840603
65.9,4.85243501,2.7731476,4.88497967,5.98075877,4.87869044
66,4.84416036,2.84154532,4.87538753,5.98787018,4.86915462
66.1,4.8360998,2.92946433,4.86599509,5.99503573,4.85982489
66.2,4.82827613,3.03551575,4.85682875,6.00225339,4.85072739
66.3,4.82071185,3.15809175,4.84791466,6.00952104,4.84188804
66.4,4.81342902,3.29543409,4.83927866,6.01683651,4.83333239
66.5,4.80644927,3.4457008,4.8309462,6.02419757,4.82508559
66.6,4.79979366,3.6070269,4.82294225,6.0316019,4.81717229
66.7,4.79348261,3.77757618,4.81529119,6.03904716,4.80961652
66.8,4.78753586,3.95558267,4.80801676,6.04653094,4.80244166
66.9,4.78197237,4.13938146,4.80114194,6.05405076,4.7956703
67,4.77681025,4.32742948,4.79468885,6.06160415,4.78932418
67.1,4.77206669,4.51831769,4.78867871,6.06918855,4.78342409
67.2,4.76775787,4.71077588,4.78313172,6.0768014,4.7779898
67.3,4.76389894,4.90367201,4.77806696,6.08444009,4.77303997
67.4,4.7605039,5.09600728,4.77350235,6.09210201,4.76859205
67.5,4.75758557,5.28690849,4.76945454,6.09978452,4.76466223
67.6,4.75515552,5.47561851,4.76593885,6.10748496,4.76126538
67.7,4.75322403,5.661486,4.76296917,6.11520068,4.75841492
67.8,4.7518,5.84395468,4.76055795,6.12292902,4.75612281
67.9,4.75089095,6.02255292,4.75871607,6.13066734,4.75439948
68,4.75050297,6.19688375,4.75745283,6.13841298,4.75325376
68.1,4.75064065,6.36661553,4.75677589,6.14616334,4.75269283
68.2,4.75130709,6.53147343,4.75669119,6.15391582,4.75272221
68.3,4.75250386,6.69123174,4.75720298,6.16166784,4.75334567
68.4,4.75423097,6.84570692,4.75831372,6.16941687,4.75456526
68.5,4.75648687,6.99475149,4.76002411,6.17716043,4.75638125
68.6,4.75926846,7.13824866,4.76233303,6.18489607,4.75879212
68.7,4.76257103,7.2761076,4.76523755,6.19262139,4.76179455
68.8,4.76638836,7.40825928,4.76873295,6.20033406,4.76538344
68.9,4.77071264,7.53465294,4.77281267,6.20803182,4.76955191
69,4.77553454,7.65525298,4.77746838,6.21571247,4.7742913
69.1,4.78084322,7.77003624,4.78268998,6.22337388,4.77959119
69.2,4.78662638,7.87898978,4.78846561,6.231014,4.78543947
69.3,4.79287025,7.98210881,4.79478171,6.23863088,4.79182232
69.4,4.79955968,8.07939505,4.80162305,6.24622264,4.7987243
69.5,4.80667816,8.17085521,4.80897279,6.25378751,4.80612837
69.6,4.81420788,8.25649979,4.8168125,6.2613238,4.81401596
69.7,4.82212976,8.33634196,4.82512229,6.26882995,4.822367
69.8,4.83042358,8.41039668,4.8338808,6.27630449,4.83116006
69.9,4.83906796,8.47867985,4.8430653,6.28374604,4.84037233
70,4.84804047,8.54120771,4.8526518,6.29115337,4.84997976
70.1,4.85731769,8.59799617,4.86261506,6.29852533,4.85995711
70.2,4.86687531,8.64906039,4.87292875,6.30586092,4.87027804
70.3,4.87668816,8.69441431,4.88356546,6.31315925,4.8809152
70.4,4.88673031,8.73407029,4.89449685,6.32041954,4.89184029
70.5,4.89697516,8.76803877,4.90569372,6.32764114,4.9030242
70.6,4.90739549,8.79632804,4.91712606,6.33482353,4.91443705
70.7,4.91796356,8.81894395,4.92876322,6.34196631,4.92604833
70.8,4.9286512,8.83588973,4.94057395,6.34906923,4.93782693
70.9,4.93942985,8.84716581,4.9525265,6.35613212,4.94974129
71,4.95027068,8.85276965,4.96458872,6.36315498,4.96175946
71.1,4.96114467,8.8526956,4.97672815,6.37013792,4.97384921
71.2,4.97202264,8.84693477,4.98891212,6.37708116,4.98597809
71.3,4.98287539,8.83547495,5.00110782,6.38398506,4.99811357
71.4,4.99367372,8.81830047,5.01328242,6.39085011,5.01022305
71.5,5.00438855,8.79539218,5.02540311,6.39767688,5.02227402
71.6,5.01499096,8.76672732,5.03743724,6.4044661,5.03423411
71.7,5.02545228,8.73227949,5.04935233,6.4112186,5.04607115
71.8,5.03574414,8.69201862,5.06111623,6.41793529,5.05775329
71.9,5.04583856,8.64591089,5.07269713,6.42461722,5.06924905
72,5.05570798,8.59391879,5.08406368,6.43126553,5.08052738
72.1,5.06532536,8.53600107,5.09518502,6.43788145,5.09155776
72.2,5.07466421,8.47211276,5.10603088,6.44446631,5.10231025
72.3,5.08369867,8.40220527,5.11657164,6.45102152,5.11275555
72.4,5.09240354,8.32622646,5.12677837,6.45754857,5.12286506
72.5,5.10075436,8.24412072,5.13662291,6.46404902,5.13261097
72.6,5.10872744,8.15582922,5.14607793,6.47052452,5.14196628
72.7,5.1162999,8.06129005,5.15511697,6.47697674,5.15090483
72.8,5.12344975,7.96043861,5.16371449,6.48340743,5.15940144
72.9,5.1301559,7.8532079,5.17184593,6.48981839,5.16743185
73,5.13639823,7.7395291,5.17948776,6.49621145,5.17497286
73.1,5.1421576,7.61933211,5.18661749,6.50258845,5.1820023
73.2,5.14741592,7.49254632,5.19321378,6.5089513,5.18849911
73.3,5.15215615,7.35910162,5.1992564,6.51530187,5.19444338
73.4,5.15636238,7.21892947,5.20472632,6.52164207,5.19981637
73.5,5.16001983,7.07196444,5.20960572,6.52797381,5.20460055
73.6,5.16311487,6.91814588,5.21387806,6.53429896,5.20877966
73.7,5.16563509,6.75742017,5.21752807,6.5406194,5.21233868
73.8,5.16756932,6.58974327,5.22054179,6.54693696,5.21526394
73.9,5.16890763,6.41508395,5.22290664,6.55325343,5.2175431
74,5.16964137,6.23342768,5.22461139,6.55957059,5.21916517
74.1,5.16976322,6.04478131,5.22564624,6.56589011,5.22012059
74.2,5.16926717,5.84917871,5.22600279,6.57221363,5.22040119
74.3,5.16814859,5.64668763,5.22567414,6.57854272,5.22000028
74.4,5.16640421,5.43741778,5.22465485,6.58487885,5.21891261
74.5,5.16403217,5.22153064,5.22294098,6.59122342,5.21713446
74.6,5.16103204,4.99925096,5.22053014,6.59757771,5.2146636
74.7,5.15740481,4.77088042,5.21742147,6.60394292,5.21149937
74.8,5.15315292,4.5368135,5.2136157,6.61032012,5.20764265
74.9,5.14828032,4.29755598,5.20911515,6.61671026,5.2030959
75,5.14279242,4.05374597,5.20392374,6.62311417,5.1978632
75.1,5.13669613,3.80617762,5.19804703,6.62953255,5.19195023
75.2,5.1299999,3.55582704,5.19149222,6.63596595,5.18536431
75.3,5.12271367,3.30387997,5.18426818,6.64241478,5.17811442
75.4,5.11484894,3.05175991,5.17638545,6.64887931,5.17021118
75.5,5.10641874,2.80115481,5.16785624,6.65535964,5.16166691
75.6,5.09743764,2.55403959,5.15869449,6.66185571,5.1524956
75.7,5.08792178,2.31269056,5.14891583,6.66836732,5.14271294
75.8,5.07788883,2.07968695,5.13853759,6.67489407,5.13233632
75.9,5.067358,1.85789353,5.12757883,6.68143541,5.12138482
76,5.05635004,1.65041839,5.11606033,6.68799063,5.10987924
76.1,5.04488723,1.46054025,5.10400457,6.69455883,5.09784208
76.2,5.03299337,1.29160194,5.09143574,6.70113895,5.08529751
76.3,5.02069375,1.14687089,5.07837972,6.70772974,5.0722714
76.4,5.00801513,1.02937266,5.06486409,6.7143298,5.05879129
76.5,4.99498573,0.941710845,5.05091807,6.72093754,5.04488637
76.6,4.98163517,0.885891996,5.03657254,6.72755122,5.03058743
76.7,4.96799447,0.863178302,5.02185996,6.73416891,5.01592688
76.8,4.95409595,0.873989363,5.0068144,6.74078853,5.00093867
76.9,4.93997327,0.917868643,4.99147143,6.74740785,4.98565828
77,4.92566127,0.993520116,4.9758681,6.75402446,4.97012265
77.1,4.911196,1.09890908,4.96004291,6.76063583,4.95437012
77.2,4.89661459,1.23141122,4.94403571,6.76723925,4.93844039
77.3,4.88195521,1.38798833,4.92788761,6.7738319,4.92237443
77.4,4.86725697,1.56536822,4.91164099,6.78041082,4.90621439
77.5,4.85255982,1.76021012,4.89533929,6.78697292,4.89000354
77.6,4.83790449,1.96924283,4.879027,6.793515,4.87378617
77.7,4.82333234,2.1893697,4.86274954,6.80003375,4.85760743
77.8,4.80888529,2.41773979,4.84655311,6.80652577,4.8415133
77.9,4.79460564,2.65178891,4.83048459,6.81298756,4.82555039
78,4.78053602,2.88925593,4.8145914,6.81941553,4.80976585
78.1,4.76671917,3.12818059,4.79892137,6.82580606,4.79420722
78.2,4.75319788,3.36688861,4.78352255,6.83215543,4.77892225
78.3,4.74001479,3.60396887,4.7684431,6.8384599,4.76395879
78.4,4.72721223,3.83824658,4.75373109,6.84471568,4.74936457
78.5,4.71483209,4.06875517,4.7394343,6.85091896,4.73518706
78.6,4.70291565,4.29470865,4.72560011,6.85706592,4.72147326
78.7,4.69150341,4.51547572,4.71227523,6.86315274,4.70826956
78.8,4.68063489,4.73055621,4.69950557,6.86917562,4.69562147
78.9,4.67034851,4.93956012,4.68733597,6.87513076,4.68357351
79,4.66068137,5.14218928,4.67581009,6.88101442,4.67216893
79.1,4.65166912,5.33822148,4.66497013,6.8868229,4.66144956
79.2,4.64334573,5.52749699,4.65485665,6.89255258,4.65145561
79.3,4.63574338,5.709907,4.64550838,6.89819988,4.64222542
79.4,4.62889226,5.88538403,4.63696203,6.90376134,4.63379532
79.5,4.62282044,6.05389375,4.62925205,6.90923358,4.62619941
79.6,4.61755368,6.21542825,4.62241049,6.91461333,4.61946937
79.7,4.61311532,6.37000036,4.6164668,6.91989747,4.6136343
79.8,4.60952611,6.51763902,4.61144765,6.92508297,4.60872054
79.9,4.60680414,6.65838538,4.6073768,6.93016699,4.60475149
80,4.60496466,6.7922896,4.60427491,6.93514681,4.60174752
80.1,4.60402004,6.91940823,4.60215946,6.94001991,4.59972579
80.2,4.60397965,7.03980205,4.60104457,6.94478392,4.59870016
80.3,4.60484981,7.15353424,4.60094096,6.94943668,4.59868106
80.4,4.6066337,7.26066896,4.60185583,6.9539762,4.59967546
80.5,4.60933137,7.36127015,4.60379281,6.95840072,4.60168676
80.6,4.61293969,7.45540053,4.60675191,6.96270869,4.60471478
80.7,4.61745232,7.54312081,4.6107295,6.96689875,4.60875569
80.8,4.62285977,7.62448903,4.61571831,6.97096981,4.61380208
80.9,4.62914939,7.69956003,4.62170742,6.97492098,4.6198429
81,4.63630545,7.76838502,4.62868233,6.97875164,4.62686354
81.1,4.64430914,7.83101122,4.63662501,6.98246138,4.63484588
81.2,4.65313871,7.88748153,4.64551393,6.98605007,4.64376836
81.3,4.66276951,7.93783435,4.65532423,6.9895178,4.65360607
81.4,4.67317412,7.98210333,4.66602776,6.99286493,4.66433085
81.5,4.68432247,8.02031724,4.67759324,6.99609208,4.67591144
81.6,4.69618192,8.05249976,4.68998639,6.99920012,4.68831361
81.7,4.70871748,8.07866942,4.70317009,7.00219017,4.70150029
81.8,4.72189186,8.09883946,4.71710457,7.00506362,4.71543179
81.9,4.73566573,8.11301769,4.73174752,7.00782208,4.73006591
82,4.74999777,8.12120643,4.74705435,7.01046746,4.74535816
82.1,4.76484493,8.12340241,4.76297833,7.01300187,4.76126196
82.2,4.78016257,8.11959663,4.77947082,7.01542768,4.77772882
82.3,4.79590459,8.10977429,4.79648145,7.01774751,4.79470854
82.4,4.81202369,8.09391468,4.81395834,7.01996419,4.8121494
82.5,4.82847146,8.07199105,4.8318483,7.02208078,4.8299984
