s1,s2,Re(r_ibc3_reduced.11),Im(r_ibc3_reduced.11),Abs(r_ibc3_reduced.11),Arg(r_ibc3_reduced.11),Re(r_ibc3_reduced.21),Im(r_ibc3_reduced.21),Abs(r_ibc3_reduced.21),Arg(r_ibc3_reduced.21),Re(r_ibc3_reduced.12),Im(r_ibc3_reduced.12),Abs(r_ibc3_reduced.12),Arg(r_ibc3_reduced.12),Re(r_ibc3_reduced.22),Im(r_ibc3_reduced.22),Abs(r_ibc3_reduced.22),Arg(r_ibc3_reduced.22)
+7.60000000E-01,+0.00000000E+00,-9.86943909E-01,+1.61064335E-01,+1.00000000E+00,+2.97982368E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.47781030E-01,+3.18921809E-01,+1.00000000E+00,+2.81700098E+00
+7.70000000E-01,+0.00000000E+00,-9.88896894E-01,+1.48603274E-01,+1.00000000E+00,+2.99243694E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.52540102E-01,+3.04413130E-01,+1.00000000E+00,+2.83227040E+00
+7.80000000E-01,+0.00000000E+00,-9.90682365E-01,+1.36192699E-01,+1.00000000E+00,+3.00497537E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.57273625E-01,+2.89183692E-01,+1.00000000E+00,+2.84821867E+00
+7.90000000E-01,+0.00000000E+00,-9.92300053E-01,+1.23857196E-01,+1.00000000E+00,+3.01741658E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.61965670E-01,+2.73170367E-01,+1.00000000E+00,+2.86490544E+00
+8.00000000E-01,+0.00000000E+00,-9.93750593E-01,+1.11623289E-01,+1.00000000E+00,+3.02973626E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.66597089E-01,+2.56300736E-01,+1.00000000E+00,+2.88239950E+00
+8.10000000E-01,+0.00000000E+00,-9.95035598E-01,+9.95196424E-02,+1.00000000E+00,+3.04190800E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.71144674E-01,+2.38491135E-01,+1.00000000E+00,+2.90078080E+00
+8.20000000E-01,+0.00000000E+00,-9.96157725E-01,+8.75773229E-02,+1.00000000E+00,+3.05390299E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.75580054E-01,+2.19644163E-01,+1.00000000E+00,+2.92014294E+00
+8.30000000E-01,+0.00000000E+00,-9.97120752E-01,+7.58301097E-02,+1.00000000E+00,+3.06568968E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.79868200E-01,+1.99645460E-01,+1.00000000E+00,+2.94059657E+00
+8.40000000E-01,+0.00000000E+00,-9.97929654E-01,+6.43148877E-02,+1.00000000E+00,+3.07723334E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.83965393E-01,+1.78359484E-01,+1.00000000E+00,+2.96227370E+00
+8.50000000E-01,+0.00000000E+00,-9.98590681E-01,+5.30721417E-02,+1.00000000E+00,+3.08849557E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.87816382E-01,+1.55623888E-01,+1.00000000E+00,+2.98533365E+00
+8.60000000E-01,+0.00000000E+00,-9.99111438E-01,+4.21465877E-02,+1.00000000E+00,+3.09943358E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.91350372E-01,+1.31241913E-01,+1.00000000E+00,+3.00997103E+00
+8.70000000E-01,+0.00000000E+00,-9.99500975E-01,+3.15879921E-02,+1.00000000E+00,+3.10999941E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.94475189E-01,+1.04971897E-01,+1.00000000E+00,+3.03642701E+00
+8.80000000E-01,+0.00000000E+00,-9.99769874E-01,+2.14522534E-02,+1.00000000E+00,+3.12013875E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.97068623E-01,+7.65124887E-02,+1.00000000E+00,+3.06500531E+00
+8.90000000E-01,+0.00000000E+00,-9.99930344E-01,+1.18028580E-02,+1.00000000E+00,+3.12978952E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.98965190E-01,+4.54813065E-02,+1.00000000E+00,+3.09609565E+00
+9.00000000E-01,+0.00000000E+00,-9.99996320E-01,+2.71288590E-03,+1.00000000E+00,+3.13887976E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.99935209E-01,+1.13832521E-02,+1.00000000E+00,+3.13020916E+00
+9.10000000E-01,+0.00000000E+00,-9.99983571E-01,-5.73214862E-03,+1.00000000E+00,-3.13586047E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.99650453E-01,-2.64380808E-02,+1.00000000E+00,-3.11515149E+00
+9.20000000E-01,+0.00000000E+00,-9.99909812E-01,-1.34301371E-02,+1.00000000E+00,-3.12816211E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.97625103E-01,-6.88778209E-02,+1.00000000E+00,-3.07266025E+00
+9.30000000E-01,+0.00000000E+00,-9.99794826E-01,-2.02560279E-02,+1.00000000E+00,-3.12133524E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.93108464E-01,-1.17198887E-01,+1.00000000E+00,-3.02412380E+00
+9.40000000E-01,+0.00000000E+00,-9.99660599E-01,-2.60516183E-02,+1.00000000E+00,-3.11553809E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.84876237E-01,-1.73259336E-01,+1.00000000E+00,-2.96745455E+00
+9.50000000E-01,+0.00000000E+00,-9.99531465E-01,-3.06080022E-02,+1.00000000E+00,-3.11097987E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.70787488E-01,-2.39940937E-01,+1.00000000E+00,-2.89928764E+00
+9.60000000E-01,+0.00000000E+00,-9.99434266E-01,-3.36325388E-02,+1.00000000E+00,-3.10795377E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.46729845E-01,-3.22028881E-01,+1.00000000E+00,-2.81372090E+00
+9.70000000E-01,+0.00000000E+00,-9.99398529E-01,-3.46782468E-02,+1.00000000E+00,-3.10690745E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.03672738E-01,-4.28223754E-01,+1.00000000E+00,-2.69906638E+00
+9.80000000E-01,+0.00000000E+00,-9.99456665E-01,-3.29602007E-02,+1.00000000E+00,-3.10862648E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.17181247E-01,-5.76380785E-01,+1.00000000E+00,-2.52729982E+00
+9.90000000E-01,+0.00000000E+00,-9.99644195E-01,-2.66736464E-02,+1.00000000E+00,-3.11491584E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.90154973E-01,-8.07289977E-01,+1.00000000E+00,-2.20204712E+00
+1.00000000E+00,+0.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+1.01000000E+00,+0.00000000E+00,-1.03423472E+00,-0.00000000E+00,+1.03423472E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.29716899E-01,-0.00000000E+00,+2.29716899E-01,-3.14159265E+00
+1.02000000E+00,+0.00000000E+00,-1.05414473E+00,-0.00000000E+00,+1.05414473E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.46746840E-01,-0.00000000E+00,+3.46746840E-01,-3.14159265E+00
+1.03000000E+00,+0.00000000E+00,-1.07359760E+00,-0.00000000E+00,+1.07359760E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.98074022E-01,-0.00000000E+00,+3.98074022E-01,-3.14159265E+00
+1.04000000E+00,+0.00000000E+00,-1.09375900E+00,-0.00000000E+00,+1.09375900E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.25720403E-01,-0.00000000E+00,+4.25720403E-01,-3.14159265E+00
+1.05000000E+00,+0.00000000E+00,-1.11509064E+00,-0.00000000E+00,+1.11509064E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.41837745E-01,-0.00000000E+00,+4.41837745E-01,-3.14159265E+00
+1.06000000E+00,+0.00000000E+00,-1.13786389E+00,-0.00000000E+00,+1.13786389E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.51431221E-01,-0.00000000E+00,+4.51431221E-01,-3.14159265E+00
+1.07000000E+00,+0.00000000E+00,-1.16228360E+00,-0.00000000E+00,+1.16228360E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.56979141E-01,-0.00000000E+00,+4.56979141E-01,-3.14159265E+00
+1.08000000E+00,+0.00000000E+00,-1.18853189E+00,-0.00000000E+00,+1.18853189E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.59859244E-01,-0.00000000E+00,+4.59859244E-01,-3.14159265E+00
+1.09000000E+00,+0.00000000E+00,-1.21678777E+00,-0.00000000E+00,+1.21678777E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.60901397E-01,-0.00000000E+00,+4.60901397E-01,-3.14159265E+00
+1.10000000E+00,+0.00000000E+00,-1.24723794E+00,-0.00000000E+00,+1.24723794E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.60635856E-01,-0.00000000E+00,+4.60635856E-01,-3.14159265E+00
+1.11000000E+00,+0.00000000E+00,-1.28008394E+00,-0.00000000E+00,+1.28008394E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.59417138E-01,-0.00000000E+00,+4.59417138E-01,-3.14159265E+00
+1.12000000E+00,+0.00000000E+00,-1.31554796E+00,-0.00000000E+00,+1.31554796E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.57490912E-01,-0.00000000E+00,+4.57490912E-01,-3.14159265E+00
+1.13000000E+00,+0.00000000E+00,-1.35387828E+00,-0.00000000E+00,+1.35387828E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.55032436E-01,-0.00000000E+00,+4.55032436E-01,-3.14159265E+00
+1.14000000E+00,+0.00000000E+00,-1.39535494E+00,-0.00000000E+00,+1.39535494E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.52169759E-01,-0.00000000E+00,+4.52169759E-01,-3.14159265E+00
+1.15000000E+00,+0.00000000E+00,-1.44029616E+00,-0.00000000E+00,+1.44029616E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.48998331E-01,-0.00000000E+00,+4.48998331E-01,-3.14159265E+00
+1.16000000E+00,+0.00000000E+00,-1.48906570E+00,-0.00000000E+00,+1.48906570E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.45590515E-01,-0.00000000E+00,+4.45590515E-01,-3.14159265E+00
+1.17000000E+00,+0.00000000E+00,-1.54208191E+00,-0.00000000E+00,+1.54208191E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.42001962E-01,-0.00000000E+00,+4.42001962E-01,-3.14159265E+00
+1.18000000E+00,+0.00000000E+00,-1.59982851E+00,-0.00000000E+00,+1.59982851E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.38276008E-01,-0.00000000E+00,+4.38276008E-01,-3.14159265E+00
+1.19000000E+00,+0.00000000E+00,-1.66286809E+00,-0.00000000E+00,+1.66286809E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.34446757E-01,-0.00000000E+00,+4.34446757E-01,-3.14159265E+00
+1.20000000E+00,+0.00000000E+00,-1.73185896E+00,-0.00000000E+00,+1.73185896E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.30541291E-01,-0.00000000E+00,+4.30541291E-01,-3.14159265E+00
+1.21000000E+00,+0.00000000E+00,-1.80757630E+00,-0.00000000E+00,+1.80757630E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.26581293E-01,-0.00000000E+00,+4.26581293E-01,-3.14159265E+00
+1.22000000E+00,+0.00000000E+00,-1.89093937E+00,-0.00000000E+00,+1.89093937E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.22584234E-01,-0.00000000E+00,+4.22584234E-01,-3.14159265E+00
