s1,s2,Re(z_ibc1p.tm),Im(z_ibc1p.tm),Abs(z_ibc1p.tm),Arg(z_ibc1p.tm),Re(z_ibc1p.te),Im(z_ibc1p.te),Abs(z_ibc1p.te),Arg(z_ibc1p.te)
+5.51000000E-01,+0.00000000E+00,+2.30385106E-02,+1.91577806E-01,+1.92958101E-01,+1.45111437E+00,+2.81604854E-03,+2.12411034E-01,+2.12429700E-01,+1.55753956E+00
+5.52000000E-01,+0.00000000E+00,+2.30819254E-02,+1.91531340E-01,+1.92917157E-01,+1.45086218E+00,+2.82806817E-03,+2.12396906E-01,+2.12415733E-01,+1.55748210E+00
+5.53000000E-01,+0.00000000E+00,+2.31255543E-02,+1.91484646E-01,+1.92876024E-01,+1.45060864E+00,+2.84014707E-03,+2.12382709E-01,+2.12401698E-01,+1.55742434E+00
+5.54000000E-01,+0.00000000E+00,+2.31693987E-02,+1.91437720E-01,+1.92834701E-01,+1.45035374E+00,+2.85228563E-03,+2.12368441E-01,+2.12387594E-01,+1.55736630E+00
+5.55000000E-01,+0.00000000E+00,+2.32134599E-02,+1.91390563E-01,+1.92793185E-01,+1.45009746E+00,+2.86448423E-03,+2.12354103E-01,+2.12373421E-01,+1.55730796E+00
+5.56000000E-01,+0.00000000E+00,+2.32577394E-02,+1.91343172E-01,+1.92751477E-01,+1.44983980E+00,+2.87674325E-03,+2.12339693E-01,+2.12359179E-01,+1.55724932E+00
+5.57000000E-01,+0.00000000E+00,+2.33022385E-02,+1.91295546E-01,+1.92709575E-01,+1.44958076E+00,+2.88906309E-03,+2.12325212E-01,+2.12344867E-01,+1.55719038E+00
+5.58000000E-01,+0.00000000E+00,+2.33469587E-02,+1.91247684E-01,+1.92667478E-01,+1.44932031E+00,+2.90144413E-03,+2.12310660E-01,+2.12330484E-01,+1.55713115E+00
+5.59000000E-01,+0.00000000E+00,+2.33919015E-02,+1.91199583E-01,+1.92625184E-01,+1.44905846E+00,+2.91388679E-03,+2.12296035E-01,+2.12316031E-01,+1.55707161E+00
+5.60000000E-01,+0.00000000E+00,+2.34370682E-02,+1.91151243E-01,+1.92582693E-01,+1.44879518E+00,+2.92639144E-03,+2.12281337E-01,+2.12301506E-01,+1.55701176E+00
+5.61000000E-01,+0.00000000E+00,+2.34824603E-02,+1.91102661E-01,+1.92540004E-01,+1.44853047E+00,+2.93895851E-03,+2.12266565E-01,+2.12286910E-01,+1.55695161E+00
+5.62000000E-01,+0.00000000E+00,+2.35280793E-02,+1.91053837E-01,+1.92497114E-01,+1.44826432E+00,+2.95158840E-03,+2.12251720E-01,+2.12272242E-01,+1.55689115E+00
+5.63000000E-01,+0.00000000E+00,+2.35739267E-02,+1.91004768E-01,+1.92454024E-01,+1.44799672E+00,+2.96428151E-03,+2.12236801E-01,+2.12257500E-01,+1.55683038E+00
+5.64000000E-01,+0.00000000E+00,+2.36200040E-02,+1.90955453E-01,+1.92410732E-01,+1.44772765E+00,+2.97703828E-03,+2.12221806E-01,+2.12242686E-01,+1.55676929E+00
+5.65000000E-01,+0.00000000E+00,+2.36663127E-02,+1.90905891E-01,+1.92367236E-01,+1.44745711E+00,+2.98985910E-03,+2.12206737E-01,+2.12227798E-01,+1.55670789E+00
+5.66000000E-01,+0.00000000E+00,+2.37128543E-02,+1.90856079E-01,+1.92323535E-01,+1.44718509E+00,+3.00274442E-03,+2.12191591E-01,+2.12212836E-01,+1.55664617E+00
+5.67000000E-01,+0.00000000E+00,+2.37596304E-02,+1.90806016E-01,+1.92279629E-01,+1.44691157E+00,+3.01569465E-03,+2.12176370E-01,+2.12197800E-01,+1.55658413E+00
+5.68000000E-01,+0.00000000E+00,+2.38066425E-02,+1.90755701E-01,+1.92235516E-01,+1.44663655E+00,+3.02871023E-03,+2.12161071E-01,+2.12182688E-01,+1.55652177E+00
+5.69000000E-01,+0.00000000E+00,+2.38538923E-02,+1.90705132E-01,+1.92191195E-01,+1.44636001E+00,+3.04179158E-03,+2.12145696E-01,+2.12167501E-01,+1.55645909E+00
+5.70000000E-01,+0.00000000E+00,+2.39013812E-02,+1.90654306E-01,+1.92146664E-01,+1.44608194E+00,+3.05493916E-03,+2.12130242E-01,+2.12152238E-01,+1.55639608E+00
+5.71000000E-01,+0.00000000E+00,+2.39491108E-02,+1.90603223E-01,+1.92101922E-01,+1.44580233E+00,+3.06815339E-03,+2.12114710E-01,+2.12136899E-01,+1.55633274E+00
+5.72000000E-01,+0.00000000E+00,+2.39970829E-02,+1.90551881E-01,+1.92056969E-01,+1.44552118E+00,+3.08143474E-03,+2.12099099E-01,+2.12121482E-01,+1.55626907E+00
+5.73000000E-01,+0.00000000E+00,+2.40452990E-02,+1.90500277E-01,+1.92011802E-01,+1.44523845E+00,+3.09478364E-03,+2.12083409E-01,+2.12105988E-01,+1.55620507E+00
+5.74000000E-01,+0.00000000E+00,+2.40937608E-02,+1.90448411E-01,+1.91966420E-01,+1.44495416E+00,+3.10820056E-03,+2.12067639E-01,+2.12090416E-01,+1.55614073E+00
+5.75000000E-01,+0.00000000E+00,+2.41424698E-02,+1.90396279E-01,+1.91920822E-01,+1.44466827E+00,+3.12168596E-03,+2.12051788E-01,+2.12074765E-01,+1.55607605E+00
+5.76000000E-01,+0.00000000E+00,+2.41914279E-02,+1.90343882E-01,+1.91875007E-01,+1.44438079E+00,+3.13524029E-03,+2.12035857E-01,+2.12059035E-01,+1.55601104E+00
+5.77000000E-01,+0.00000000E+00,+2.42406367E-02,+1.90291216E-01,+1.91828974E-01,+1.44409170E+00,+3.14886403E-03,+2.12019843E-01,+2.12043225E-01,+1.55594568E+00
+5.78000000E-01,+0.00000000E+00,+2.42900979E-02,+1.90238280E-01,+1.91782721E-01,+1.44380099E+00,+3.16255765E-03,+2.12003748E-01,+2.12027336E-01,+1.55587997E+00
+5.79000000E-01,+0.00000000E+00,+2.43398132E-02,+1.90185072E-01,+1.91736246E-01,+1.44350864E+00,+3.17632162E-03,+2.11987570E-01,+2.12011365E-01,+1.55581392E+00
+5.80000000E-01,+0.00000000E+00,+2.43897844E-02,+1.90131590E-01,+1.91689549E-01,+1.44321464E+00,+3.19015643E-03,+2.11971309E-01,+2.11995313E-01,+1.55574752E+00
+5.81000000E-01,+0.00000000E+00,+2.44400132E-02,+1.90077833E-01,+1.91642628E-01,+1.44291898E+00,+3.20406257E-03,+2.11954964E-01,+2.11979180E-01,+1.55568076E+00
+5.82000000E-01,+0.00000000E+00,+2.44905014E-02,+1.90023798E-01,+1.91595481E-01,+1.44262165E+00,+3.21804052E-03,+2.11938534E-01,+2.11962964E-01,+1.55561365E+00
+5.83000000E-01,+0.00000000E+00,+2.45412507E-02,+1.89969483E-01,+1.91548108E-01,+1.44232264E+00,+3.23209078E-03,+2.11922020E-01,+2.11946665E-01,+1.55554619E+00
+5.84000000E-01,+0.00000000E+00,+2.45922631E-02,+1.89914887E-01,+1.91500506E-01,+1.44202193E+00,+3.24621384E-03,+2.11905420E-01,+2.11930283E-01,+1.55547836E+00
+5.85000000E-01,+0.00000000E+00,+2.46435402E-02,+1.89860008E-01,+1.91452675E-01,+1.44171950E+00,+3.26041023E-03,+2.11888734E-01,+2.11913817E-01,+1.55541017E+00
+5.86000000E-01,+0.00000000E+00,+2.46950840E-02,+1.89804843E-01,+1.91404613E-01,+1.44141535E+00,+3.27468043E-03,+2.11871961E-01,+2.11897266E-01,+1.55534162E+00
+5.87000000E-01,+0.00000000E+00,+2.47468963E-02,+1.89749391E-01,+1.91356318E-01,+1.44110946E+00,+3.28902497E-03,+2.11855100E-01,+2.11880630E-01,+1.55527269E+00
+5.88000000E-01,+0.00000000E+00,+2.47989790E-02,+1.89693650E-01,+1.91307789E-01,+1.44080182E+00,+3.30344437E-03,+2.11838152E-01,+2.11863908E-01,+1.55520340E+00
+5.89000000E-01,+0.00000000E+00,+2.48513339E-02,+1.89637617E-01,+1.91259025E-01,+1.44049242E+00,+3.31793915E-03,+2.11821115E-01,+2.11847100E-01,+1.55513373E+00
+5.90000000E-01,+0.00000000E+00,+2.49039631E-02,+1.89581291E-01,+1.91210024E-01,+1.44018123E+00,+3.33250985E-03,+2.11803989E-01,+2.11830204E-01,+1.55506369E+00
+5.91000000E-01,+0.00000000E+00,+2.49568684E-02,+1.89524670E-01,+1.91160785E-01,+1.43986825E+00,+3.34715698E-03,+2.11786773E-01,+2.11813221E-01,+1.55499327E+00
+5.92000000E-01,+0.00000000E+00,+2.50100517E-02,+1.89467751E-01,+1.91111306E-01,+1.43955347E+00,+3.36188111E-03,+2.11769467E-01,+2.11796150E-01,+1.55492247E+00
+5.93000000E-01,+0.00000000E+00,+2.50635150E-02,+1.89410532E-01,+1.91061585E-01,+1.43923686E+00,+3.37668276E-03,+2.11752069E-01,+2.11778991E-01,+1.55485128E+00
+5.94000000E-01,+0.00000000E+00,+2.51172604E-02,+1.89353011E-01,+1.91011622E-01,+1.43891841E+00,+3.39156249E-03,+2.11734580E-01,+2.11761741E-01,+1.55477971E+00
+5.95000000E-01,+0.00000000E+00,+2.51712899E-02,+1.89295187E-01,+1.90961414E-01,+1.43859812E+00,+3.40652086E-03,+2.11716998E-01,+2.11744402E-01,+1.55470774E+00
+5.96000000E-01,+0.00000000E+00,+2.52256053E-02,+1.89237056E-01,+1.90910960E-01,+1.43827596E+00,+3.42155842E-03,+2.11699324E-01,+2.11726972E-01,+1.55463538E+00
+5.97000000E-01,+0.00000000E+00,+2.52802089E-02,+1.89178617E-01,+1.90860258E-01,+1.43795192E+00,+3.43667575E-03,+2.11681555E-01,+2.11709451E-01,+1.55456263E+00
+5.98000000E-01,+0.00000000E+00,+2.53351026E-02,+1.89119868E-01,+1.90809307E-01,+1.43762598E+00,+3.45187342E-03,+2.11663692E-01,+2.11691837E-01,+1.55448948E+00
+5.99000000E-01,+0.00000000E+00,+2.53902886E-02,+1.89060806E-01,+1.90758106E-01,+1.43729813E+00,+3.46715199E-03,+2.11645734E-01,+2.11674131E-01,+1.55441593E+00
+6.00000000E-01,+0.00000000E+00,+2.54457690E-02,+1.89001428E-01,+1.90706652E-01,+1.43696836E+00,+3.48251207E-03,+2.11627680E-01,+2.11656332E-01,+1.55434197E+00
+6.01000000E-01,+0.00000000E+00,+2.55015459E-02,+1.88941734E-01,+1.90654944E-01,+1.43663665E+00,+3.49795423E-03,+2.11609530E-01,+2.11638439E-01,+1.55426760E+00
+6.02000000E-01,+0.00000000E+00,+2.55576213E-02,+1.88881720E-01,+1.90602980E-01,+1.43630297E+00,+3.51347907E-03,+2.11591283E-01,+2.11620451E-01,+1.55419283E+00
+6.03000000E-01,+0.00000000E+00,+2.56139976E-02,+1.88821384E-01,+1.90550759E-01,+1.43596733E+00,+3.52908719E-03,+2.11572937E-01,+2.11602368E-01,+1.55411763E+00
+6.04000000E-01,+0.00000000E+00,+2.56706769E-02,+1.88760724E-01,+1.90498280E-01,+1.43562969E+00,+3.54477920E-03,+2.11554494E-01,+2.11584189E-01,+1.55404203E+00
+6.05000000E-01,+0.00000000E+00,+2.57276615E-02,+1.88699737E-01,+1.90445539E-01,+1.43529005E+00,+3.56055571E-03,+2.11535950E-01,+2.11565914E-01,+1.55396600E+00
+6.06000000E-01,+0.00000000E+00,+2.57849534E-02,+1.88638421E-01,+1.90392536E-01,+1.43494839E+00,+3.57641734E-03,+2.11517307E-01,+2.11547541E-01,+1.55388955E+00
+6.07000000E-01,+0.00000000E+00,+2.58425551E-02,+1.88576774E-01,+1.90339269E-01,+1.43460469E+00,+3.59236472E-03,+2.11498563E-01,+2.11529070E-01,+1.55381267E+00
+6.08000000E-01,+0.00000000E+00,+2.59004688E-02,+1.88514793E-01,+1.90285736E-01,+1.43425893E+00,+3.60839848E-03,+2.11479718E-01,+2.11510500E-01,+1.55373536E+00
+6.09000000E-01,+0.00000000E+00,+2.59586968E-02,+1.88452476E-01,+1.90231936E-01,+1.43391110E+00,+3.62451925E-03,+2.11460770E-01,+2.11491830E-01,+1.55365762E+00
+6.10000000E-01,+0.00000000E+00,+2.60172414E-02,+1.88389820E-01,+1.90177867E-01,+1.43356118E+00,+3.64072768E-03,+2.11441719E-01,+2.11473061E-01,+1.55357944E+00
+6.11000000E-01,+0.00000000E+00,+2.60761049E-02,+1.88326822E-01,+1.90123526E-01,+1.43320916E+00,+3.65702443E-03,+2.11422565E-01,+2.11454190E-01,+1.55350082E+00
+6.12000000E-01,+0.00000000E+00,+2.61352899E-02,+1.88263481E-01,+1.90068913E-01,+1.43285500E+00,+3.67341014E-03,+2.11403305E-01,+2.11435218E-01,+1.55342176E+00
+6.13000000E-01,+0.00000000E+00,+2.61947985E-02,+1.88199793E-01,+1.90014024E-01,+1.43249871E+00,+3.68988548E-03,+2.11383941E-01,+2.11416144E-01,+1.55334225E+00
+6.14000000E-01,+0.00000000E+00,+2.62546334E-02,+1.88135756E-01,+1.89958860E-01,+1.43214026E+00,+3.70645113E-03,+2.11364470E-01,+2.11396966E-01,+1.55326230E+00
+6.15000000E-01,+0.00000000E+00,+2.63147968E-02,+1.88071368E-01,+1.89903417E-01,+1.43177962E+00,+3.72310776E-03,+2.11344893E-01,+2.11377684E-01,+1.55318188E+00
+6.16000000E-01,+0.00000000E+00,+2.63752914E-02,+1.88006625E-01,+1.89847694E-01,+1.43141680E+00,+3.73985606E-03,+2.11325208E-01,+2.11358297E-01,+1.55310101E+00
+6.17000000E-01,+0.00000000E+00,+2.64361196E-02,+1.87941525E-01,+1.89791689E-01,+1.43105175E+00,+3.75669671E-03,+2.11305414E-01,+2.11338805E-01,+1.55301968E+00
+6.18000000E-01,+0.00000000E+00,+2.64972839E-02,+1.87876066E-01,+1.89735400E-01,+1.43068447E+00,+3.77363043E-03,+2.11285511E-01,+2.11319207E-01,+1.55293789E+00
+6.19000000E-01,+0.00000000E+00,+2.65587868E-02,+1.87810244E-01,+1.89678825E-01,+1.43031494E+00,+3.79065791E-03,+2.11265497E-01,+2.11299502E-01,+1.55285563E+00
+6.20000000E-01,+0.00000000E+00,+2.66206310E-02,+1.87744057E-01,+1.89621963E-01,+1.42994313E+00,+3.80777986E-03,+2.11245373E-01,+2.11279689E-01,+1.55277289E+00
+6.21000000E-01,+0.00000000E+00,+2.66828191E-02,+1.87677502E-01,+1.89564811E-01,+1.42956904E+00,+3.82499702E-03,+2.11225137E-01,+2.11259767E-01,+1.55268968E+00
+6.22000000E-01,+0.00000000E+00,+2.67453536E-02,+1.87610576E-01,+1.89507367E-01,+1.42919263E+00,+3.84231010E-03,+2.11204788E-01,+2.11239735E-01,+1.55260599E+00
+6.23000000E-01,+0.00000000E+00,+2.68082373E-02,+1.87543277E-01,+1.89449630E-01,+1.42881389E+00,+3.85971984E-03,+2.11184325E-01,+2.11219594E-01,+1.55252182E+00
+6.24000000E-01,+0.00000000E+00,+2.68714728E-02,+1.87475601E-01,+1.89391597E-01,+1.42843279E+00,+3.87722700E-03,+2.11163748E-01,+2.11199341E-01,+1.55243716E+00
+6.25000000E-01,+0.00000000E+00,+2.69350629E-02,+1.87407546E-01,+1.89333266E-01,+1.42804933E+00,+3.89483231E-03,+2.11143056E-01,+2.11178976E-01,+1.55235200E+00
+6.26000000E-01,+0.00000000E+00,+2.69990102E-02,+1.87339108E-01,+1.89274636E-01,+1.42766347E+00,+3.91253654E-03,+2.11122247E-01,+2.11158498E-01,+1.55226636E+00
+6.27000000E-01,+0.00000000E+00,+2.70633176E-02,+1.87270285E-01,+1.89215705E-01,+1.42727520E+00,+3.93034045E-03,+2.11101322E-01,+2.11137906E-01,+1.55218021E+00
+6.28000000E-01,+0.00000000E+00,+2.71279879E-02,+1.87201074E-01,+1.89156469E-01,+1.42688449E+00,+3.94824483E-03,+2.11080278E-01,+2.11117200E-01,+1.55209356E+00
+6.29000000E-01,+0.00000000E+00,+2.71930239E-02,+1.87131472E-01,+1.89096928E-01,+1.42649133E+00,+3.96625045E-03,+2.11059115E-01,+2.11096379E-01,+1.55200641E+00
+6.30000000E-01,+0.00000000E+00,+2.72584284E-02,+1.87061475E-01,+1.89037079E-01,+1.42609569E+00,+3.98435811E-03,+2.11037832E-01,+2.11075441E-01,+1.55191874E+00
+6.31000000E-01,+0.00000000E+00,+2.73242044E-02,+1.86991081E-01,+1.88976920E-01,+1.42569755E+00,+4.00256861E-03,+2.11016429E-01,+2.11054386E-01,+1.55183056E+00
+6.32000000E-01,+0.00000000E+00,+2.73903547E-02,+1.86920286E-01,+1.88916449E-01,+1.42529689E+00,+4.02088276E-03,+2.10994903E-01,+2.11033212E-01,+1.55174186E+00
+6.33000000E-01,+0.00000000E+00,+2.74568824E-02,+1.86849087E-01,+1.88855664E-01,+1.42489369E+00,+4.03930138E-03,+2.10973255E-01,+2.11011920E-01,+1.55165263E+00
+6.34000000E-01,+0.00000000E+00,+2.75237904E-02,+1.86777482E-01,+1.88794562E-01,+1.42448791E+00,+4.05782528E-03,+2.10951483E-01,+2.10990507E-01,+1.55156288E+00
+6.35000000E-01,+0.00000000E+00,+2.75910817E-02,+1.86705466E-01,+1.88733142E-01,+1.42407955E+00,+4.07645532E-03,+2.10929587E-01,+2.10968974E-01,+1.55147259E+00
+6.36000000E-01,+0.00000000E+00,+2.76587594E-02,+1.86633037E-01,+1.88671401E-01,+1.42366858E+00,+4.09519233E-03,+2.10907564E-01,+2.10947319E-01,+1.55138177E+00
+6.37000000E-01,+0.00000000E+00,+2.77268266E-02,+1.86560191E-01,+1.88609336E-01,+1.42325497E+00,+4.11403716E-03,+2.10885415E-01,+2.10925541E-01,+1.55129040E+00
+6.38000000E-01,+0.00000000E+00,+2.77952863E-02,+1.86486925E-01,+1.88546947E-01,+1.42283870E+00,+4.13299069E-03,+2.10863139E-01,+2.10903639E-01,+1.55119849E+00
+6.39000000E-01,+0.00000000E+00,+2.78641418E-02,+1.86413236E-01,+1.88484230E-01,+1.42241974E+00,+4.15205377E-03,+2.10840733E-01,+2.10881612E-01,+1.55110603E+00
+6.40000000E-01,+0.00000000E+00,+2.79333962E-02,+1.86339119E-01,+1.88421182E-01,+1.42199808E+00,+4.17122730E-03,+2.10818198E-01,+2.10859459E-01,+1.55101301E+00
+6.41000000E-01,+0.00000000E+00,+2.80030527E-02,+1.86264573E-01,+1.88357803E-01,+1.42157368E+00,+4.19051217E-03,+2.10795532E-01,+2.10837180E-01,+1.55091943E+00
+6.42000000E-01,+0.00000000E+00,+2.80731147E-02,+1.86189592E-01,+1.88294089E-01,+1.42114653E+00,+4.20990927E-03,+2.10772734E-01,+2.10814773E-01,+1.55082529E+00
+6.43000000E-01,+0.00000000E+00,+2.81435853E-02,+1.86114174E-01,+1.88230038E-01,+1.42071659E+00,+4.22941953E-03,+2.10749803E-01,+2.10792237E-01,+1.55073058E+00
+6.44000000E-01,+0.00000000E+00,+2.82144679E-02,+1.86038316E-01,+1.88165648E-01,+1.42028385E+00,+4.24904385E-03,+2.10726738E-01,+2.10769572E-01,+1.55063530E+00
+6.45000000E-01,+0.00000000E+00,+2.82857659E-02,+1.85962013E-01,+1.88100916E-01,+1.41984826E+00,+4.26878318E-03,+2.10703537E-01,+2.10746775E-01,+1.55053943E+00
+6.46000000E-01,+0.00000000E+00,+2.83574827E-02,+1.85885262E-01,+1.88035841E-01,+1.41940982E+00,+4.28863845E-03,+2.10680201E-01,+2.10723847E-01,+1.55044298E+00
+6.47000000E-01,+0.00000000E+00,+2.84296218E-02,+1.85808059E-01,+1.87970418E-01,+1.41896849E+00,+4.30861061E-03,+2.10656727E-01,+2.10700785E-01,+1.55034595E+00
+6.48000000E-01,+0.00000000E+00,+2.85021865E-02,+1.85730400E-01,+1.87904647E-01,+1.41852425E+00,+4.32870064E-03,+2.10633115E-01,+2.10677590E-01,+1.55024832E+00
+6.49000000E-01,+0.00000000E+00,+2.85751804E-02,+1.85652282E-01,+1.87838524E-01,+1.41807706E+00,+4.34890949E-03,+2.10609363E-01,+2.10654259E-01,+1.55015009E+00
+6.50000000E-01,+0.00000000E+00,+2.86486072E-02,+1.85573702E-01,+1.87772046E-01,+1.41762691E+00,+4.36923817E-03,+2.10585470E-01,+2.10630792E-01,+1.55005125E+00
+6.51000000E-01,+0.00000000E+00,+2.87224702E-02,+1.85494654E-01,+1.87705213E-01,+1.41717376E+00,+4.38968766E-03,+2.10561435E-01,+2.10607188E-01,+1.54995181E+00
+6.52000000E-01,+0.00000000E+00,+2.87967734E-02,+1.85415135E-01,+1.87638020E-01,+1.41671758E+00,+4.41025897E-03,+2.10537258E-01,+2.10583445E-01,+1.54985175E+00
+6.53000000E-01,+0.00000000E+00,+2.88715201E-02,+1.85335142E-01,+1.87570465E-01,+1.41625835E+00,+4.43095312E-03,+2.10512935E-01,+2.10559562E-01,+1.54975107E+00
+6.54000000E-01,+0.00000000E+00,+2.89467143E-02,+1.85254670E-01,+1.87502547E-01,+1.41579604E+00,+4.45177113E-03,+2.10488468E-01,+2.10535539E-01,+1.54964976E+00
+6.55000000E-01,+0.00000000E+00,+2.90223597E-02,+1.85173715E-01,+1.87434261E-01,+1.41533062E+00,+4.47271406E-03,+2.10463853E-01,+2.10511374E-01,+1.54954783E+00
+6.56000000E-01,+0.00000000E+00,+2.90984601E-02,+1.85092273E-01,+1.87365605E-01,+1.41486205E+00,+4.49378296E-03,+2.10439090E-01,+2.10487066E-01,+1.54944526E+00
+6.57000000E-01,+0.00000000E+00,+2.91750192E-02,+1.85010341E-01,+1.87296577E-01,+1.41439032E+00,+4.51497888E-03,+2.10414179E-01,+2.10462613E-01,+1.54934204E+00
+6.58000000E-01,+0.00000000E+00,+2.92520411E-02,+1.84927913E-01,+1.87227175E-01,+1.41391538E+00,+4.53630291E-03,+2.10389116E-01,+2.10438015E-01,+1.54923818E+00
+6.59000000E-01,+0.00000000E+00,+2.93295297E-02,+1.84844986E-01,+1.87157394E-01,+1.41343721E+00,+4.55775615E-03,+2.10363902E-01,+2.10413270E-01,+1.54913366E+00
+6.60000000E-01,+0.00000000E+00,+2.94074889E-02,+1.84761555E-01,+1.87087233E-01,+1.41295577E+00,+4.57933968E-03,+2.10338535E-01,+2.10388378E-01,+1.54902848E+00
+6.61000000E-01,+0.00000000E+00,+2.94859227E-02,+1.84677617E-01,+1.87016688E-01,+1.41247104E+00,+4.60105463E-03,+2.10313013E-01,+2.10363336E-01,+1.54892264E+00
+6.62000000E-01,+0.00000000E+00,+2.95648354E-02,+1.84593166E-01,+1.86945758E-01,+1.41198298E+00,+4.62290212E-03,+2.10287335E-01,+2.10338143E-01,+1.54881613E+00
+6.63000000E-01,+0.00000000E+00,+2.96442308E-02,+1.84508198E-01,+1.86874438E-01,+1.41149156E+00,+4.64488330E-03,+2.10261501E-01,+2.10312799E-01,+1.54870894E+00
+6.64000000E-01,+0.00000000E+00,+2.97241134E-02,+1.84422710E-01,+1.86802727E-01,+1.41099675E+00,+4.66699932E-03,+2.10235507E-01,+2.10287302E-01,+1.54860106E+00
+6.65000000E-01,+0.00000000E+00,+2.98044872E-02,+1.84336695E-01,+1.86730621E-01,+1.41049851E+00,+4.68925136E-03,+2.10209354E-01,+2.10261651E-01,+1.54849250E+00
+6.66000000E-01,+0.00000000E+00,+2.98853565E-02,+1.84250151E-01,+1.86658117E-01,+1.40999681E+00,+4.71164059E-03,+2.10183040E-01,+2.10235844E-01,+1.54838324E+00
+6.67000000E-01,+0.00000000E+00,+2.99667256E-02,+1.84163072E-01,+1.86585213E-01,+1.40949162E+00,+4.73416820E-03,+2.10156564E-01,+2.10209880E-01,+1.54827327E+00
+6.68000000E-01,+0.00000000E+00,+3.00485990E-02,+1.84075453E-01,+1.86511905E-01,+1.40898290E+00,+4.75683542E-03,+2.10129923E-01,+2.10183758E-01,+1.54816260E+00
+6.69000000E-01,+0.00000000E+00,+3.01309811E-02,+1.83987290E-01,+1.86438190E-01,+1.40847061E+00,+4.77964346E-03,+2.10103116E-01,+2.10157476E-01,+1.54805121E+00
+6.70000000E-01,+0.00000000E+00,+3.02138763E-02,+1.83898578E-01,+1.86364066E-01,+1.40795473E+00,+4.80259356E-03,+2.10076143E-01,+2.10131033E-01,+1.54793910E+00
+6.71000000E-01,+0.00000000E+00,+3.02972891E-02,+1.83809312E-01,+1.86289529E-01,+1.40743521E+00,+4.82568698E-03,+2.10049002E-01,+2.10104427E-01,+1.54782627E+00
+6.72000000E-01,+0.00000000E+00,+3.03812241E-02,+1.83719487E-01,+1.86214577E-01,+1.40691201E+00,+4.84892499E-03,+2.10021690E-01,+2.10077658E-01,+1.54771269E+00
+6.73000000E-01,+0.00000000E+00,+3.04656861E-02,+1.83629098E-01,+1.86139205E-01,+1.40638511E+00,+4.87230886E-03,+2.09994207E-01,+2.10050723E-01,+1.54759838E+00
+6.74000000E-01,+0.00000000E+00,+3.05506796E-02,+1.83538141E-01,+1.86063412E-01,+1.40585446E+00,+4.89583991E-03,+2.09966551E-01,+2.10023622E-01,+1.54748331E+00
+6.75000000E-01,+0.00000000E+00,+3.06362094E-02,+1.83446610E-01,+1.85987193E-01,+1.40532002E+00,+4.91951944E-03,+2.09938721E-01,+2.09996353E-01,+1.54736749E+00
+6.76000000E-01,+0.00000000E+00,+3.07222803E-02,+1.83354499E-01,+1.85910546E-01,+1.40478177E+00,+4.94334879E-03,+2.09910714E-01,+2.09968914E-01,+1.54725091E+00
+6.77000000E-01,+0.00000000E+00,+3.08088973E-02,+1.83261805E-01,+1.85833467E-01,+1.40423965E+00,+4.96732929E-03,+2.09882530E-01,+2.09941304E-01,+1.54713356E+00
+6.78000000E-01,+0.00000000E+00,+3.08960651E-02,+1.83168521E-01,+1.85755953E-01,+1.40369362E+00,+4.99146233E-03,+2.09854167E-01,+2.09913521E-01,+1.54701542E+00
+6.79000000E-01,+0.00000000E+00,+3.09837889E-02,+1.83074643E-01,+1.85678001E-01,+1.40314366E+00,+5.01574927E-03,+2.09825623E-01,+2.09885564E-01,+1.54689651E+00
+6.80000000E-01,+0.00000000E+00,+3.10720736E-02,+1.82980164E-01,+1.85599607E-01,+1.40258971E+00,+5.04019152E-03,+2.09796896E-01,+2.09857431E-01,+1.54677680E+00
+6.81000000E-01,+0.00000000E+00,+3.11609244E-02,+1.82885079E-01,+1.85520768E-01,+1.40203174E+00,+5.06479049E-03,+2.09767986E-01,+2.09829121E-01,+1.54665629E+00
+6.82000000E-01,+0.00000000E+00,+3.12503463E-02,+1.82789384E-01,+1.85441481E-01,+1.40146970E+00,+5.08954760E-03,+2.09738889E-01,+2.09800632E-01,+1.54653498E+00
+6.83000000E-01,+0.00000000E+00,+3.13403448E-02,+1.82693071E-01,+1.85361742E-01,+1.40090356E+00,+5.11446432E-03,+2.09709605E-01,+2.09771962E-01,+1.54641284E+00
+6.84000000E-01,+0.00000000E+00,+3.14309250E-02,+1.82596136E-01,+1.85281548E-01,+1.40033326E+00,+5.13954210E-03,+2.09680131E-01,+2.09743110E-01,+1.54628989E+00
+6.85000000E-01,+0.00000000E+00,+3.15220924E-02,+1.82498573E-01,+1.85200895E-01,+1.39975877E+00,+5.16478243E-03,+2.09650467E-01,+2.09714075E-01,+1.54616610E+00
+6.86000000E-01,+0.00000000E+00,+3.16138523E-02,+1.82400376E-01,+1.85119779E-01,+1.39918004E+00,+5.19018682E-03,+2.09620610E-01,+2.09684854E-01,+1.54604148E+00
+6.87000000E-01,+0.00000000E+00,+3.17062102E-02,+1.82301539E-01,+1.85038198E-01,+1.39859702E+00,+5.21575679E-03,+2.09590558E-01,+2.09655446E-01,+1.54591601E+00
+6.88000000E-01,+0.00000000E+00,+3.17991718E-02,+1.82202056E-01,+1.84956147E-01,+1.39800968E+00,+5.24149387E-03,+2.09560310E-01,+2.09625849E-01,+1.54578968E+00
