s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+9.30000000E-02,+0.00000000E+00,+4.08323204E-03,+2.11690527E-01,+2.11729904E-01,+1.55151003E+00,+3.17748161E-03,+2.12623760E-01,+2.12647501E-01,+1.55585329E+00
+9.40000000E-02,+0.00000000E+00,+4.10279148E-03,+2.11669759E-01,+2.11709517E-01,+1.55141577E+00,+3.17746035E-03,+2.12623166E-01,+2.12646907E-01,+1.55585335E+00
+9.50000000E-02,+0.00000000E+00,+4.12256000E-03,+2.11648768E-01,+2.11688915E-01,+1.55132048E+00,+3.17743887E-03,+2.12622566E-01,+2.12646306E-01,+1.55585341E+00
+9.60000000E-02,+0.00000000E+00,+4.14253761E-03,+2.11627556E-01,+2.11668096E-01,+1.55122417E+00,+3.17741716E-03,+2.12621959E-01,+2.12645700E-01,+1.55585346E+00
+9.70000000E-02,+0.00000000E+00,+4.16272429E-03,+2.11606121E-01,+2.11647062E-01,+1.55112682E+00,+3.17739522E-03,+2.12621346E-01,+2.12645086E-01,+1.55585352E+00
+9.80000000E-02,+0.00000000E+00,+4.18312004E-03,+2.11584465E-01,+2.11625812E-01,+1.55102845E+00,+3.17737306E-03,+2.12620727E-01,+2.12644467E-01,+1.55585359E+00
+9.90000000E-02,+0.00000000E+00,+4.20372487E-03,+2.11562586E-01,+2.11604346E-01,+1.55092905E+00,+3.17735066E-03,+2.12620102E-01,+2.12643841E-01,+1.55585365E+00
+1.00000000E-01,+0.00000000E+00,+4.22453875E-03,+2.11540486E-01,+2.11582664E-01,+1.55082863E+00,+3.17732805E-03,+2.12619470E-01,+2.12643209E-01,+1.55585371E+00
+1.01000000E-01,+0.00000000E+00,+4.24556170E-03,+2.11518163E-01,+2.11560767E-01,+1.55072717E+00,+3.17730520E-03,+2.12618832E-01,+2.12642571E-01,+1.55585377E+00
+1.02000000E-01,+0.00000000E+00,+4.26679371E-03,+2.11495619E-01,+2.11538655E-01,+1.55062468E+00,+3.17728213E-03,+2.12618187E-01,+2.12641926E-01,+1.55585383E+00
+1.03000000E-01,+0.00000000E+00,+4.28823478E-03,+2.11472853E-01,+2.11516326E-01,+1.55052116E+00,+3.17725883E-03,+2.12617536E-01,+2.12641275E-01,+1.55585390E+00
+1.04000000E-01,+0.00000000E+00,+4.30988489E-03,+2.11449864E-01,+2.11493783E-01,+1.55041661E+00,+3.17723530E-03,+2.12616879E-01,+2.12640617E-01,+1.55585396E+00
+1.05000000E-01,+0.00000000E+00,+4.33174405E-03,+2.11426654E-01,+2.11471024E-01,+1.55031103E+00,+3.17721154E-03,+2.12616215E-01,+2.12639953E-01,+1.55585403E+00
+1.06000000E-01,+0.00000000E+00,+4.35381226E-03,+2.11403222E-01,+2.11448050E-01,+1.55020441E+00,+3.17718756E-03,+2.12615545E-01,+2.12639283E-01,+1.55585409E+00
+1.07000000E-01,+0.00000000E+00,+4.37608950E-03,+2.11379568E-01,+2.11424861E-01,+1.55009676E+00,+3.17716335E-03,+2.12614869E-01,+2.12638606E-01,+1.55585416E+00
+1.08000000E-01,+0.00000000E+00,+4.39857578E-03,+2.11355691E-01,+2.11401456E-01,+1.54998808E+00,+3.17713892E-03,+2.12614186E-01,+2.12637923E-01,+1.55585423E+00
+1.09000000E-01,+0.00000000E+00,+4.42127109E-03,+2.11331593E-01,+2.11377837E-01,+1.54987836E+00,+3.17711426E-03,+2.12613497E-01,+2.12637234E-01,+1.55585429E+00
+1.10000000E-01,+0.00000000E+00,+4.44417543E-03,+2.11307273E-01,+2.11354003E-01,+1.54976761E+00,+3.17708937E-03,+2.12612802E-01,+2.12636538E-01,+1.55585436E+00
+1.11000000E-01,+0.00000000E+00,+4.46728879E-03,+2.11282731E-01,+2.11329953E-01,+1.54965582E+00,+3.17706425E-03,+2.12612100E-01,+2.12635836E-01,+1.55585443E+00
+1.12000000E-01,+0.00000000E+00,+4.49061117E-03,+2.11257967E-01,+2.11305689E-01,+1.54954300E+00,+3.17703891E-03,+2.12611392E-01,+2.12635128E-01,+1.55585450E+00
+1.13000000E-01,+0.00000000E+00,+4.51414257E-03,+2.11232981E-01,+2.11281211E-01,+1.54942914E+00,+3.17701334E-03,+2.12610678E-01,+2.12634413E-01,+1.55585457E+00
+1.14000000E-01,+0.00000000E+00,+4.53788298E-03,+2.11207774E-01,+2.11256517E-01,+1.54931423E+00,+3.17698754E-03,+2.12609957E-01,+2.12633692E-01,+1.55585464E+00
+1.15000000E-01,+0.00000000E+00,+4.56183239E-03,+2.11182344E-01,+2.11231609E-01,+1.54919829E+00,+3.17696152E-03,+2.12609230E-01,+2.12632965E-01,+1.55585471E+00
+1.16000000E-01,+0.00000000E+00,+4.58599081E-03,+2.11156692E-01,+2.11206487E-01,+1.54908132E+00,+3.17693526E-03,+2.12608497E-01,+2.12632231E-01,+1.55585478E+00
+1.17000000E-01,+0.00000000E+00,+4.61035823E-03,+2.11130819E-01,+2.11181150E-01,+1.54896330E+00,+3.17690879E-03,+2.12607757E-01,+2.12631491E-01,+1.55585486E+00
+1.18000000E-01,+0.00000000E+00,+4.63493464E-03,+2.11104723E-01,+2.11155599E-01,+1.54884424E+00,+3.17688208E-03,+2.12607011E-01,+2.12630745E-01,+1.55585493E+00
+1.19000000E-01,+0.00000000E+00,+4.65972004E-03,+2.11078406E-01,+2.11129833E-01,+1.54872413E+00,+3.17685515E-03,+2.12606259E-01,+2.12629992E-01,+1.55585500E+00
+1.20000000E-01,+0.00000000E+00,+4.68471443E-03,+2.11051867E-01,+2.11103854E-01,+1.54860299E+00,+3.17682799E-03,+2.12605500E-01,+2.12629233E-01,+1.55585508E+00
+1.21000000E-01,+0.00000000E+00,+4.70991779E-03,+2.11025106E-01,+2.11077660E-01,+1.54848080E+00,+3.17680060E-03,+2.12604735E-01,+2.12628468E-01,+1.55585515E+00
+1.22000000E-01,+0.00000000E+00,+4.73533014E-03,+2.10998123E-01,+2.11051253E-01,+1.54835757E+00,+3.17677299E-03,+2.12603963E-01,+2.12627696E-01,+1.55585523E+00
+1.23000000E-01,+0.00000000E+00,+4.76095146E-03,+2.10970918E-01,+2.11024631E-01,+1.54823330E+00,+3.17674515E-03,+2.12603185E-01,+2.12626918E-01,+1.55585531E+00
+1.24000000E-01,+0.00000000E+00,+4.78678174E-03,+2.10943491E-01,+2.10997796E-01,+1.54810797E+00,+3.17671708E-03,+2.12602401E-01,+2.12626133E-01,+1.55585538E+00
+1.25000000E-01,+0.00000000E+00,+4.81282099E-03,+2.10915843E-01,+2.10970747E-01,+1.54798161E+00,+3.17668879E-03,+2.12601611E-01,+2.12625342E-01,+1.55585546E+00
+1.26000000E-01,+0.00000000E+00,+4.83906920E-03,+2.10887972E-01,+2.10943484E-01,+1.54785419E+00,+3.17666027E-03,+2.12600814E-01,+2.12624545E-01,+1.55585554E+00
+1.27000000E-01,+0.00000000E+00,+4.86552636E-03,+2.10859880E-01,+2.10916008E-01,+1.54772573E+00,+3.17663152E-03,+2.12600011E-01,+2.12623742E-01,+1.55585562E+00
+1.28000000E-01,+0.00000000E+00,+4.89219248E-03,+2.10831566E-01,+2.10888318E-01,+1.54759622E+00,+3.17660255E-03,+2.12599201E-01,+2.12622932E-01,+1.55585570E+00
+1.29000000E-01,+0.00000000E+00,+4.91906753E-03,+2.10803030E-01,+2.10860415E-01,+1.54746566E+00,+3.17657335E-03,+2.12598385E-01,+2.12622116E-01,+1.55585578E+00
+1.30000000E-01,+0.00000000E+00,+4.94615153E-03,+2.10774272E-01,+2.10832299E-01,+1.54733405E+00,+3.17654392E-03,+2.12597563E-01,+2.12621293E-01,+1.55585586E+00
+1.31000000E-01,+0.00000000E+00,+4.97344447E-03,+2.10745292E-01,+2.10803969E-01,+1.54720139E+00,+3.17651427E-03,+2.12596735E-01,+2.12620464E-01,+1.55585594E+00
