theta_1,theta_2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+7.54662531E+01,+0.00000000E+00,+3.02464473E-01,-4.08456854E-01,+5.08253636E-01,-9.33399558E-01,+9.92946231E-01,-1.04808394E-01,+9.98462327E-01,-1.05163536E-01
+7.56963513E+01,+0.00000000E+00,+2.93887625E-01,-4.09303253E-01,+5.03884004E-01,-9.48078982E-01,+9.93139404E-01,-1.03192282E-01,+9.98486115E-01,-1.03533607E-01
+7.59301323E+01,+0.00000000E+00,+2.84987638E-01,-4.10153396E-01,+4.99443452E-01,-9.63547355E-01,+9.93333174E-01,-1.01548248E-01,+9.98510311E-01,-1.01875880E-01
+7.61677828E+01,+0.00000000E+00,+2.75742203E-01,-4.11005313E-01,+4.94933460E-01,-9.79870794E-01,+9.93527563E-01,-9.98749092E-02,+9.98534935E-01,-1.00188976E-01
+7.64095060E+01,+0.00000000E+00,+2.66126714E-01,-4.11856646E-01,+4.90356324E-01,-9.97122879E-01,+9.93722593E-01,-9.81707640E-02,+9.98560009E-01,-9.84713956E-02
+7.66555233E+01,+0.00000000E+00,+2.56113948E-01,-4.12704564E-01,+4.85715360E-01,-1.01538569E+00,+9.93918288E-01,-9.64341748E-02,+9.98585556E-01,-9.67215040E-02
+7.69060767E+01,+0.00000000E+00,+2.45673690E-01,-4.13545673E-01,+4.81015161E-01,-1.03475101E+00,+9.94114673E-01,-9.46633519E-02,+9.98611603E-01,-9.49375147E-02
+7.71614319E+01,+0.00000000E+00,+2.34772283E-01,-4.14375898E-01,+4.76261913E-01,-1.05532172E+00,+9.94311779E-01,-9.28563321E-02,+9.98638178E-01,-9.31174681E-02
+7.74218813E+01,+0.00000000E+00,+2.23372090E-01,-4.15190341E-01,+4.71463795E-01,-1.07721341E+00,+9.94509636E-01,-9.10109547E-02,+9.98665314E-01,-9.12592068E-02
+7.76877485E+01,+0.00000000E+00,+2.11430855E-01,-4.15983098E-01,+4.66631486E-01,-1.10055630E+00,+9.94708280E-01,-8.91248319E-02,+9.98693045E-01,-8.93603467E-02
+7.79593923E+01,+0.00000000E+00,+1.98900920E-01,-4.16747035E-01,+4.61778807E-01,-1.12549738E+00,+9.94907750E-01,-8.71953142E-02,+9.98721409E-01,-8.74182425E-02
+7.82372129E+01,+0.00000000E+00,+1.85728282E-01,-4.17473504E-01,+4.56923540E-01,-1.15220301E+00,+9.95108089E-01,-8.52194483E-02,+9.98750451E-01,-8.54299447E-02
+7.85216590E+01,+0.00000000E+00,+1.71851423E-01,-4.18151977E-01,+4.52088473E-01,-1.18086180E+00,+9.95309346E-01,-8.31939256E-02,+9.98780218E-01,-8.33921494E-02
+7.88132361E+01,+0.00000000E+00,+1.57199871E-01,-4.18769574E-01,+4.47302756E-01,-1.21168805E+00,+9.95511575E-01,-8.11150196E-02,+9.98810764E-01,-8.13011347E-02
+7.91125171E+01,+0.00000000E+00,+1.41692381E-01,-4.19310456E-01,+4.42603648E-01,-1.24492563E+00,+9.95714840E-01,-7.89785073E-02,+9.98842153E-01,-7.91526830E-02
+7.94201559E+01,+0.00000000E+00,+1.25234655E-01,-4.19755017E-01,+4.38038804E-01,-1.28085235E+00,+9.95919209E-01,-7.67795721E-02,+9.98874453E-01,-7.69419829E-02
+7.97369041E+01,+0.00000000E+00,+1.07716400E-01,-4.20078815E-01,+4.33669267E-01,-1.31978496E+00,+9.96124765E-01,-7.45126788E-02,+9.98907747E-01,-7.46635055E-02
+8.00636329E+01,+0.00000000E+00,+8.90075256E-02,-4.20251117E-01,+4.29573440E-01,-1.36208457E+00,+9.96331602E-01,-7.21714142E-02,+9.98942128E-01,-7.23108439E-02
+8.04013616E+01,+0.00000000E+00,+6.89531218E-02,-4.20232916E-01,+4.25852365E-01,-1.40816243E+00,+9.96539830E-01,-6.97482786E-02,+9.98977705E-01,-6.98765057E-02
+8.07512952E+01,+0.00000000E+00,+4.73667415E-02,-4.19974151E-01,+4.22636836E-01,-1.45848604E+00,+9.96749579E-01,-6.72344084E-02,+9.99014609E-01,-6.73516350E-02
+8.11148757E+01,+0.00000000E+00,+2.40212234E-02,-4.19409750E-01,+4.20097081E-01,-1.51358495E+00,+9.96961004E-01,-6.46192010E-02,+9.99052994E-01,-6.47256380E-02
+8.14938530E+01,+0.00000000E+00,-1.36411135E-03,-4.18453864E-01,+4.18456087E-01,-1.57405620E+00,+9.97174294E-01,-6.18897955E-02,+9.99093049E-01,-6.19856636E-02
+8.18903855E+01,+0.00000000E+00,-2.91417780E-02,-4.16991240E-01,+4.18008298E-01,-1.64056871E+00,+9.97389682E-01,-5.90303346E-02,+9.99135005E-01,-5.91158656E-02
+8.23071875E+01,+0.00000000E+00,-5.97631275E-02,-4.14863906E-01,+4.19146385E-01,-1.71386687E+00,+9.97607460E-01,-5.60208846E-02,+9.99179155E-01,-5.60963228E-02
+8.27477531E+01,+0.00000000E+00,-9.38195631E-02,-4.11849859E-01,+4.22400778E-01,-1.79477463E+00,+9.97828005E-01,-5.28357954E-02,+9.99225874E-01,-5.29013998E-02
+8.32167111E+01,+0.00000000E+00,-1.32108210E-01,-4.07627385E-01,+4.28500483E-01,-1.88420550E+00,+9.98051813E-01,-4.94411002E-02,+9.99275659E-01,-4.94971469E-02
+8.37204194E+01,+0.00000000E+00,-1.75742247E-01,-4.01711957E-01,+4.38472159E-01,-1.98319270E+00,+9.98279569E-01,-4.57901620E-02,+9.99329193E-01,-4.58369480E-02
+8.42680320E+01,+0.00000000E+00,-2.26349263E-01,-3.93336486E-01,+4.53814478E-01,-2.09297595E+00,+9.98512256E-01,-4.18158597E-02,+9.99387458E-01,-4.18537077E-02
+8.48735999E+01,+0.00000000E+00,-2.86461552E-01,-3.81201827E-01,+4.76838603E-01,-2.21523726E+00,+9.98751383E-01,-3.74152091E-02,+9.99451961E-01,-3.74444748E-02
+8.55607777E+01,+0.00000000E+00,-3.60387788E-01,-3.62884308E-01,+5.11433650E-01,-2.35274280E+00,+9.98999489E-01,-3.24149042E-02,+9.99525240E-01,-3.24359881E-02
+8.63756925E+01,+0.00000000E+00,-4.56578528E-01,-3.33116070E-01,+5.65181624E-01,-2.51128107E+00,+9.99261522E-01,-2.64771342E-02,+9.99612239E-01,-2.64905031E-02
+8.74374413E+01,+0.00000000E+00,-5.96781505E-01,-2.76591447E-01,+6.57762110E-01,-2.70759216E+00,+9.99550252E-01,-1.87300663E-02,+9.99725723E-01,-1.87363011E-02
+9.00000000E+01,+0.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
