s1,s2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+2.40000000E-02,+0.00000000E+00,-4.08893426E-01,-9.12582142E-01,+1.00000000E+00,+6.58646595E+01,-4.08413478E-01,-9.12797037E-01,+1.00000000E+00,+6.58947891E+01
+2.50000000E-02,+0.00000000E+00,-4.08913841E-01,-9.12572995E-01,+1.00000000E+00,+6.58633777E+01,-4.08393052E-01,-9.12806176E-01,+1.00000000E+00,+6.58960712E+01
+2.60000000E-02,+0.00000000E+00,-4.08935091E-01,-9.12563472E-01,+1.00000000E+00,+6.58620436E+01,-4.08371791E-01,-9.12815688E-01,+1.00000000E+00,+6.58974058E+01
+2.70000000E-02,+0.00000000E+00,-4.08957175E-01,-9.12553576E-01,+1.00000000E+00,+6.58606570E+01,-4.08349695E-01,-9.12825573E-01,+1.00000000E+00,+6.58987927E+01
+2.80000000E-02,+0.00000000E+00,-4.08980093E-01,-9.12543305E-01,+1.00000000E+00,+6.58592181E+01,-4.08326763E-01,-9.12835831E-01,+1.00000000E+00,+6.59002321E+01
+2.90000000E-02,+0.00000000E+00,-4.09003845E-01,-9.12532660E-01,+1.00000000E+00,+6.58577268E+01,-4.08302995E-01,-9.12846463E-01,+1.00000000E+00,+6.59017239E+01
+3.00000000E-02,+0.00000000E+00,-4.09028431E-01,-9.12521640E-01,+1.00000000E+00,+6.58561831E+01,-4.08278391E-01,-9.12857467E-01,+1.00000000E+00,+6.59032682E+01
+3.10000000E-02,+0.00000000E+00,-4.09053851E-01,-9.12510245E-01,+1.00000000E+00,+6.58545869E+01,-4.08252951E-01,-9.12868845E-01,+1.00000000E+00,+6.59048649E+01
+3.20000000E-02,+0.00000000E+00,-4.09080106E-01,-9.12498475E-01,+1.00000000E+00,+6.58529384E+01,-4.08226675E-01,-9.12880596E-01,+1.00000000E+00,+6.59065141E+01
+3.30000000E-02,+0.00000000E+00,-4.09107196E-01,-9.12486330E-01,+1.00000000E+00,+6.58512374E+01,-4.08199562E-01,-9.12892720E-01,+1.00000000E+00,+6.59082158E+01
+3.40000000E-02,+0.00000000E+00,-4.09135120E-01,-9.12473810E-01,+1.00000000E+00,+6.58494840E+01,-4.08171612E-01,-9.12905217E-01,+1.00000000E+00,+6.59099700E+01
+3.50000000E-02,+0.00000000E+00,-4.09163879E-01,-9.12460914E-01,+1.00000000E+00,+6.58476782E+01,-4.08142825E-01,-9.12918087E-01,+1.00000000E+00,+6.59117767E+01
+3.60000000E-02,+0.00000000E+00,-4.09193472E-01,-9.12447643E-01,+1.00000000E+00,+6.58458199E+01,-4.08113201E-01,-9.12931331E-01,+1.00000000E+00,+6.59136360E+01
+3.70000000E-02,+0.00000000E+00,-4.09223901E-01,-9.12433997E-01,+1.00000000E+00,+6.58439092E+01,-4.08082740E-01,-9.12944948E-01,+1.00000000E+00,+6.59155477E+01
+3.80000000E-02,+0.00000000E+00,-4.09255165E-01,-9.12419975E-01,+1.00000000E+00,+6.58419460E+01,-4.08051440E-01,-9.12958938E-01,+1.00000000E+00,+6.59175120E+01
+3.90000000E-02,+0.00000000E+00,-4.09287263E-01,-9.12405577E-01,+1.00000000E+00,+6.58399303E+01,-4.08019302E-01,-9.12973301E-01,+1.00000000E+00,+6.59195289E+01
+4.00000000E-02,+0.00000000E+00,-4.09320197E-01,-9.12390802E-01,+1.00000000E+00,+6.58378622E+01,-4.07986326E-01,-9.12988038E-01,+1.00000000E+00,+6.59215984E+01
+4.10000000E-02,+0.00000000E+00,-4.09353967E-01,-9.12375652E-01,+1.00000000E+00,+6.58357415E+01,-4.07952512E-01,-9.13003148E-01,+1.00000000E+00,+6.59237205E+01
+4.20000000E-02,+0.00000000E+00,-4.09388571E-01,-9.12360125E-01,+1.00000000E+00,+6.58335684E+01,-4.07917858E-01,-9.13018631E-01,+1.00000000E+00,+6.59258952E+01
+4.30000000E-02,+0.00000000E+00,-4.09424012E-01,-9.12344221E-01,+1.00000000E+00,+6.58313427E+01,-4.07882365E-01,-9.13034488E-01,+1.00000000E+00,+6.59281225E+01
+4.40000000E-02,+0.00000000E+00,-4.09460288E-01,-9.12327941E-01,+1.00000000E+00,+6.58290645E+01,-4.07846033E-01,-9.13050718E-01,+1.00000000E+00,+6.59304024E+01
+4.50000000E-02,+0.00000000E+00,-4.09497400E-01,-9.12311284E-01,+1.00000000E+00,+6.58267338E+01,-4.07808860E-01,-9.13067321E-01,+1.00000000E+00,+6.59327350E+01
+4.60000000E-02,+0.00000000E+00,-4.09535348E-01,-9.12294250E-01,+1.00000000E+00,+6.58243506E+01,-4.07770848E-01,-9.13084298E-01,+1.00000000E+00,+6.59351203E+01
+4.70000000E-02,+0.00000000E+00,-4.09574132E-01,-9.12276839E-01,+1.00000000E+00,+6.58219147E+01,-4.07731995E-01,-9.13101648E-01,+1.00000000E+00,+6.59375583E+01
+4.80000000E-02,+0.00000000E+00,-4.09613753E-01,-9.12259050E-01,+1.00000000E+00,+6.58194263E+01,-4.07692302E-01,-9.13119372E-01,+1.00000000E+00,+6.59400490E+01
+4.90000000E-02,+0.00000000E+00,-4.09654210E-01,-9.12240883E-01,+1.00000000E+00,+6.58168853E+01,-4.07651767E-01,-9.13137469E-01,+1.00000000E+00,+6.59425924E+01
+5.00000000E-02,+0.00000000E+00,-4.09695503E-01,-9.12222338E-01,+1.00000000E+00,+6.58142918E+01,-4.07610390E-01,-9.13155939E-01,+1.00000000E+00,+6.59451886E+01
+5.10000000E-02,+0.00000000E+00,-4.09737633E-01,-9.12203416E-01,+1.00000000E+00,+6.58116456E+01,-4.07568172E-01,-9.13174783E-01,+1.00000000E+00,+6.59478375E+01
+5.20000000E-02,+0.00000000E+00,-4.09780600E-01,-9.12184115E-01,+1.00000000E+00,+6.58089468E+01,-4.07525112E-01,-9.13194001E-01,+1.00000000E+00,+6.59505393E+01
+5.30000000E-02,+0.00000000E+00,-4.09824404E-01,-9.12164436E-01,+1.00000000E+00,+6.58061954E+01,-4.07481209E-01,-9.13213592E-01,+1.00000000E+00,+6.59532938E+01
+5.40000000E-02,+0.00000000E+00,-4.09869045E-01,-9.12144378E-01,+1.00000000E+00,+6.58033913E+01,-4.07436463E-01,-9.13233556E-01,+1.00000000E+00,+6.59561012E+01
+5.50000000E-02,+0.00000000E+00,-4.09914524E-01,-9.12123941E-01,+1.00000000E+00,+6.58005346E+01,-4.07390874E-01,-9.13253895E-01,+1.00000000E+00,+6.59589614E+01
+5.60000000E-02,+0.00000000E+00,-4.09960840E-01,-9.12103125E-01,+1.00000000E+00,+6.57976252E+01,-4.07344441E-01,-9.13274606E-01,+1.00000000E+00,+6.59618745E+01
+5.70000000E-02,+0.00000000E+00,-4.10007994E-01,-9.12081929E-01,+1.00000000E+00,+6.57946631E+01,-4.07297164E-01,-9.13295692E-01,+1.00000000E+00,+6.59648404E+01
+5.80000000E-02,+0.00000000E+00,-4.10055985E-01,-9.12060354E-01,+1.00000000E+00,+6.57916483E+01,-4.07249042E-01,-9.13317151E-01,+1.00000000E+00,+6.59678593E+01
+5.90000000E-02,+0.00000000E+00,-4.10104814E-01,-9.12038399E-01,+1.00000000E+00,+6.57885808E+01,-4.07200076E-01,-9.13338983E-01,+1.00000000E+00,+6.59709311E+01
+6.00000000E-02,+0.00000000E+00,-4.10154482E-01,-9.12016064E-01,+1.00000000E+00,+6.57854605E+01,-4.07150264E-01,-9.13361189E-01,+1.00000000E+00,+6.59740559E+01
+6.10000000E-02,+0.00000000E+00,-4.10204988E-01,-9.11993349E-01,+1.00000000E+00,+6.57822875E+01,-4.07099607E-01,-9.13383769E-01,+1.00000000E+00,+6.59772336E+01
+6.20000000E-02,+0.00000000E+00,-4.10256332E-01,-9.11970253E-01,+1.00000000E+00,+6.57790618E+01,-4.07048103E-01,-9.13406723E-01,+1.00000000E+00,+6.59804644E+01
+6.30000000E-02,+0.00000000E+00,-4.10308515E-01,-9.11946776E-01,+1.00000000E+00,+6.57757833E+01,-4.06995753E-01,-9.13430051E-01,+1.00000000E+00,+6.59837481E+01
+6.40000000E-02,+0.00000000E+00,-4.10361537E-01,-9.11922918E-01,+1.00000000E+00,+6.57724520E+01,-4.06942555E-01,-9.13453752E-01,+1.00000000E+00,+6.59870849E+01
+6.50000000E-02,+0.00000000E+00,-4.10415398E-01,-9.11898679E-01,+1.00000000E+00,+6.57690678E+01,-4.06888510E-01,-9.13477827E-01,+1.00000000E+00,+6.59904748E+01
+6.60000000E-02,+0.00000000E+00,-4.10470099E-01,-9.11874058E-01,+1.00000000E+00,+6.57656309E+01,-4.06833618E-01,-9.13502276E-01,+1.00000000E+00,+6.59939178E+01
+6.70000000E-02,+0.00000000E+00,-4.10525639E-01,-9.11849056E-01,+1.00000000E+00,+6.57621411E+01,-4.06777876E-01,-9.13527098E-01,+1.00000000E+00,+6.59974139E+01
+6.80000000E-02,+0.00000000E+00,-4.10582018E-01,-9.11823671E-01,+1.00000000E+00,+6.57585985E+01,-4.06721286E-01,-9.13552295E-01,+1.00000000E+00,+6.60009632E+01
+6.90000000E-02,+0.00000000E+00,-4.10639237E-01,-9.11797903E-01,+1.00000000E+00,+6.57550030E+01,-4.06663846E-01,-9.13577865E-01,+1.00000000E+00,+6.60045656E+01
+7.00000000E-02,+0.00000000E+00,-4.10697297E-01,-9.11771753E-01,+1.00000000E+00,+6.57513546E+01,-4.06605556E-01,-9.13603810E-01,+1.00000000E+00,+6.60082212E+01
+7.10000000E-02,+0.00000000E+00,-4.10756196E-01,-9.11745220E-01,+1.00000000E+00,+6.57476533E+01,-4.06546416E-01,-9.13630128E-01,+1.00000000E+00,+6.60119301E+01
+7.20000000E-02,+0.00000000E+00,-4.10815937E-01,-9.11718304E-01,+1.00000000E+00,+6.57438990E+01,-4.06486426E-01,-9.13656821E-01,+1.00000000E+00,+6.60156922E+01
+7.30000000E-02,+0.00000000E+00,-4.10876517E-01,-9.11691004E-01,+1.00000000E+00,+6.57400918E+01,-4.06425583E-01,-9.13683887E-01,+1.00000000E+00,+6.60195076E+01
+7.40000000E-02,+0.00000000E+00,-4.10937939E-01,-9.11663321E-01,+1.00000000E+00,+6.57362317E+01,-4.06363889E-01,-9.13711327E-01,+1.00000000E+00,+6.60233763E+01
+7.50000000E-02,+0.00000000E+00,-4.11000202E-01,-9.11635253E-01,+1.00000000E+00,+6.57323186E+01,-4.06301342E-01,-9.13739142E-01,+1.00000000E+00,+6.60272983E+01
+7.60000000E-02,+0.00000000E+00,-4.11063306E-01,-9.11606800E-01,+1.00000000E+00,+6.57283524E+01,-4.06237942E-01,-9.13767330E-01,+1.00000000E+00,+6.60312737E+01
+7.70000000E-02,+0.00000000E+00,-4.11127252E-01,-9.11577963E-01,+1.00000000E+00,+6.57243333E+01,-4.06173689E-01,-9.13795893E-01,+1.00000000E+00,+6.60353025E+01
+7.80000000E-02,+0.00000000E+00,-4.11192040E-01,-9.11548741E-01,+1.00000000E+00,+6.57202611E+01,-4.06108582E-01,-9.13824830E-01,+1.00000000E+00,+6.60393848E+01
+7.90000000E-02,+0.00000000E+00,-4.11257669E-01,-9.11519133E-01,+1.00000000E+00,+6.57161359E+01,-4.06042620E-01,-9.13854141E-01,+1.00000000E+00,+6.60435204E+01
+8.00000000E-02,+0.00000000E+00,-4.11324141E-01,-9.11489139E-01,+1.00000000E+00,+6.57119575E+01,-4.05975802E-01,-9.13883826E-01,+1.00000000E+00,+6.60477096E+01
+8.10000000E-02,+0.00000000E+00,-4.11391456E-01,-9.11458759E-01,+1.00000000E+00,+6.57077261E+01,-4.05908129E-01,-9.13913886E-01,+1.00000000E+00,+6.60519523E+01
+8.20000000E-02,+0.00000000E+00,-4.11459613E-01,-9.11427993E-01,+1.00000000E+00,+6.57034416E+01,-4.05839600E-01,-9.13944319E-01,+1.00000000E+00,+6.60562485E+01
+8.30000000E-02,+0.00000000E+00,-4.11528613E-01,-9.11396840E-01,+1.00000000E+00,+6.56991039E+01,-4.05770214E-01,-9.13975128E-01,+1.00000000E+00,+6.60605983E+01
+8.40000000E-02,+0.00000000E+00,-4.11598456E-01,-9.11365300E-01,+1.00000000E+00,+6.56947131E+01,-4.05699970E-01,-9.14006310E-01,+1.00000000E+00,+6.60650017E+01
+8.50000000E-02,+0.00000000E+00,-4.11669143E-01,-9.11333373E-01,+1.00000000E+00,+6.56902690E+01,-4.05628868E-01,-9.14037867E-01,+1.00000000E+00,+6.60694588E+01
+8.60000000E-02,+0.00000000E+00,-4.11740674E-01,-9.11301058E-01,+1.00000000E+00,+6.56857718E+01,-4.05556907E-01,-9.14069798E-01,+1.00000000E+00,+6.60739695E+01
+8.70000000E-02,+0.00000000E+00,-4.11813048E-01,-9.11268354E-01,+1.00000000E+00,+6.56812213E+01,-4.05484086E-01,-9.14102103E-01,+1.00000000E+00,+6.60785340E+01
+8.80000000E-02,+0.00000000E+00,-4.11886267E-01,-9.11235262E-01,+1.00000000E+00,+6.56766176E+01,-4.05410406E-01,-9.14134784E-01,+1.00000000E+00,+6.60831521E+01
+8.90000000E-02,+0.00000000E+00,-4.11960330E-01,-9.11201781E-01,+1.00000000E+00,+6.56719607E+01,-4.05335865E-01,-9.14167838E-01,+1.00000000E+00,+6.60878241E+01
+9.00000000E-02,+0.00000000E+00,-4.12035239E-01,-9.11167911E-01,+1.00000000E+00,+6.56672504E+01,-4.05260463E-01,-9.14201267E-01,+1.00000000E+00,+6.60925499E+01
+9.10000000E-02,+0.00000000E+00,-4.12110992E-01,-9.11133651E-01,+1.00000000E+00,+6.56624868E+01,-4.05184199E-01,-9.14235071E-01,+1.00000000E+00,+6.60973295E+01
+9.20000000E-02,+0.00000000E+00,-4.12187590E-01,-9.11099001E-01,+1.00000000E+00,+6.56576699E+01,-4.05107073E-01,-9.14269249E-01,+1.00000000E+00,+6.61021630E+01
+9.30000000E-02,+0.00000000E+00,-4.12265034E-01,-9.11063961E-01,+1.00000000E+00,+6.56527996E+01,-4.05029083E-01,-9.14303802E-01,+1.00000000E+00,+6.61070504E+01
+9.40000000E-02,+0.00000000E+00,-4.12343324E-01,-9.11028530E-01,+1.00000000E+00,+6.56478760E+01,-4.04950229E-01,-9.14338729E-01,+1.00000000E+00,+6.61119917E+01
+9.50000000E-02,+0.00000000E+00,-4.12422460E-01,-9.10992708E-01,+1.00000000E+00,+6.56428989E+01,-4.04870510E-01,-9.14374032E-01,+1.00000000E+00,+6.61169871E+01
+9.60000000E-02,+0.00000000E+00,-4.12502443E-01,-9.10956494E-01,+1.00000000E+00,+6.56378684E+01,-4.04789927E-01,-9.14409709E-01,+1.00000000E+00,+6.61220365E+01
+9.70000000E-02,+0.00000000E+00,-4.12583272E-01,-9.10919889E-01,+1.00000000E+00,+6.56327845E+01,-4.04708477E-01,-9.14445760E-01,+1.00000000E+00,+6.61271399E+01
+9.80000000E-02,+0.00000000E+00,-4.12664948E-01,-9.10882891E-01,+1.00000000E+00,+6.56276470E+01,-4.04626161E-01,-9.14482187E-01,+1.00000000E+00,+6.61322974E+01
+9.90000000E-02,+0.00000000E+00,-4.12747472E-01,-9.10845500E-01,+1.00000000E+00,+6.56224561E+01,-4.04542977E-01,-9.14518988E-01,+1.00000000E+00,+6.61375091E+01
+1.00000000E-01,+0.00000000E+00,-4.12830843E-01,-9.10807716E-01,+1.00000000E+00,+6.56172116E+01,-4.04458925E-01,-9.14556164E-01,+1.00000000E+00,+6.61427750E+01
+1.01000000E-01,+0.00000000E+00,-4.12915062E-01,-9.10769538E-01,+1.00000000E+00,+6.56119135E+01,-4.04374004E-01,-9.14593716E-01,+1.00000000E+00,+6.61480950E+01
+1.02000000E-01,+0.00000000E+00,-4.13000129E-01,-9.10730966E-01,+1.00000000E+00,+6.56065619E+01,-4.04288214E-01,-9.14631642E-01,+1.00000000E+00,+6.61534693E+01
+1.03000000E-01,+0.00000000E+00,-4.13086045E-01,-9.10692000E-01,+1.00000000E+00,+6.56011567E+01,-4.04201553E-01,-9.14669943E-01,+1.00000000E+00,+6.61588980E+01
+1.04000000E-01,+0.00000000E+00,-4.13172809E-01,-9.10652639E-01,+1.00000000E+00,+6.55956978E+01,-4.04114022E-01,-9.14708619E-01,+1.00000000E+00,+6.61643809E+01
+1.05000000E-01,+0.00000000E+00,-4.13260423E-01,-9.10612883E-01,+1.00000000E+00,+6.55901853E+01,-4.04025618E-01,-9.14747670E-01,+1.00000000E+00,+6.61699182E+01
+1.06000000E-01,+0.00000000E+00,-4.13348886E-01,-9.10572731E-01,+1.00000000E+00,+6.55846191E+01,-4.03936342E-01,-9.14787096E-01,+1.00000000E+00,+6.61755100E+01
+1.07000000E-01,+0.00000000E+00,-4.13438199E-01,-9.10532183E-01,+1.00000000E+00,+6.55789991E+01,-4.03846193E-01,-9.14826898E-01,+1.00000000E+00,+6.61811562E+01
+1.08000000E-01,+0.00000000E+00,-4.13528362E-01,-9.10491238E-01,+1.00000000E+00,+6.55733254E+01,-4.03755169E-01,-9.14867074E-01,+1.00000000E+00,+6.61868568E+01
+1.09000000E-01,+0.00000000E+00,-4.13619375E-01,-9.10449896E-01,+1.00000000E+00,+6.55675980E+01,-4.03663271E-01,-9.14907626E-01,+1.00000000E+00,+6.61926121E+01
+1.10000000E-01,+0.00000000E+00,-4.13711239E-01,-9.10408156E-01,+1.00000000E+00,+6.55618167E+01,-4.03570497E-01,-9.14948553E-01,+1.00000000E+00,+6.61984219E+01
+1.11000000E-01,+0.00000000E+00,-4.13803954E-01,-9.10366019E-01,+1.00000000E+00,+6.55559817E+01,-4.03476846E-01,-9.14989855E-01,+1.00000000E+00,+6.62042863E+01
+1.12000000E-01,+0.00000000E+00,-4.13897520E-01,-9.10323482E-01,+1.00000000E+00,+6.55500927E+01,-4.03382318E-01,-9.15031532E-01,+1.00000000E+00,+6.62102055E+01
+1.13000000E-01,+0.00000000E+00,-4.13991938E-01,-9.10280547E-01,+1.00000000E+00,+6.55441499E+01,-4.03286912E-01,-9.15073585E-01,+1.00000000E+00,+6.62161793E+01
+1.14000000E-01,+0.00000000E+00,-4.14087209E-01,-9.10237213E-01,+1.00000000E+00,+6.55381532E+01,-4.03190627E-01,-9.15116014E-01,+1.00000000E+00,+6.62222079E+01
+1.15000000E-01,+0.00000000E+00,-4.14183331E-01,-9.10193478E-01,+1.00000000E+00,+6.55321025E+01,-4.03093462E-01,-9.15158817E-01,+1.00000000E+00,+6.62282913E+01
+1.16000000E-01,+0.00000000E+00,-4.14280306E-01,-9.10149344E-01,+1.00000000E+00,+6.55259979E+01,-4.02995416E-01,-9.15201996E-01,+1.00000000E+00,+6.62344295E+01
+1.17000000E-01,+0.00000000E+00,-4.14378135E-01,-9.10104808E-01,+1.00000000E+00,+6.55198392E+01,-4.02896489E-01,-9.15245551E-01,+1.00000000E+00,+6.62406227E+01
+1.18000000E-01,+0.00000000E+00,-4.14476817E-01,-9.10059871E-01,+1.00000000E+00,+6.55136265E+01,-4.02796680E-01,-9.15289481E-01,+1.00000000E+00,+6.62468707E+01
+1.19000000E-01,+0.00000000E+00,-4.14576352E-01,-9.10014532E-01,+1.00000000E+00,+6.55073598E+01,-4.02695987E-01,-9.15333787E-01,+1.00000000E+00,+6.62531738E+01
+1.20000000E-01,+0.00000000E+00,-4.14676742E-01,-9.09968790E-01,+1.00000000E+00,+6.55010390E+01,-4.02594410E-01,-9.15378469E-01,+1.00000000E+00,+6.62595319E+01
+1.21000000E-01,+0.00000000E+00,-4.14777986E-01,-9.09922646E-01,+1.00000000E+00,+6.54946640E+01,-4.02491948E-01,-9.15423526E-01,+1.00000000E+00,+6.62659451E+01
+1.22000000E-01,+0.00000000E+00,-4.14880085E-01,-9.09876099E-01,+1.00000000E+00,+6.54882349E+01,-4.02388601E-01,-9.15468959E-01,+1.00000000E+00,+6.62724134E+01
+1.23000000E-01,+0.00000000E+00,-4.14983040E-01,-9.09829147E-01,+1.00000000E+00,+6.54817516E+01,-4.02284366E-01,-9.15514767E-01,+1.00000000E+00,+6.62789369E+01
+1.24000000E-01,+0.00000000E+00,-4.15086850E-01,-9.09781791E-01,+1.00000000E+00,+6.54752141E+01,-4.02179244E-01,-9.15560951E-01,+1.00000000E+00,+6.62855156E+01
+1.25000000E-01,+0.00000000E+00,-4.15191516E-01,-9.09734030E-01,+1.00000000E+00,+6.54686223E+01,-4.02073233E-01,-9.15607512E-01,+1.00000000E+00,+6.62921496E+01
+1.26000000E-01,+0.00000000E+00,-4.15297038E-01,-9.09685863E-01,+1.00000000E+00,+6.54619762E+01,-4.01966333E-01,-9.15654448E-01,+1.00000000E+00,+6.62988389E+01
+1.27000000E-01,+0.00000000E+00,-4.15403417E-01,-9.09637291E-01,+1.00000000E+00,+6.54552758E+01,-4.01858542E-01,-9.15701760E-01,+1.00000000E+00,+6.63055836E+01
+1.28000000E-01,+0.00000000E+00,-4.15510653E-01,-9.09588312E-01,+1.00000000E+00,+6.54485211E+01,-4.01749859E-01,-9.15749447E-01,+1.00000000E+00,+6.63123837E+01
+1.29000000E-01,+0.00000000E+00,-4.15618747E-01,-9.09538926E-01,+1.00000000E+00,+6.54417120E+01,-4.01640285E-01,-9.15797511E-01,+1.00000000E+00,+6.63192393E+01
+1.30000000E-01,+0.00000000E+00,-4.15727699E-01,-9.09489132E-01,+1.00000000E+00,+6.54348485E+01,-4.01529816E-01,-9.15845951E-01,+1.00000000E+00,+6.63261504E+01
+1.31000000E-01,+0.00000000E+00,-4.15837509E-01,-9.09438929E-01,+1.00000000E+00,+6.54279305E+01,-4.01418454E-01,-9.15894767E-01,+1.00000000E+00,+6.63331171E+01
+1.32000000E-01,+0.00000000E+00,-4.15948177E-01,-9.09388319E-01,+1.00000000E+00,+6.54209581E+01,-4.01306196E-01,-9.15943959E-01,+1.00000000E+00,+6.63401394E+01
+1.33000000E-01,+0.00000000E+00,-4.16059705E-01,-9.09337298E-01,+1.00000000E+00,+6.54139311E+01,-4.01193043E-01,-9.15993528E-01,+1.00000000E+00,+6.63472175E+01
+1.34000000E-01,+0.00000000E+00,-4.16172092E-01,-9.09285868E-01,+1.00000000E+00,+6.54068496E+01,-4.01078991E-01,-9.16043472E-01,+1.00000000E+00,+6.63543512E+01
+1.35000000E-01,+0.00000000E+00,-4.16285339E-01,-9.09234027E-01,+1.00000000E+00,+6.53997135E+01,-4.00964042E-01,-9.16093793E-01,+1.00000000E+00,+6.63615408E+01
+1.36000000E-01,+0.00000000E+00,-4.16399447E-01,-9.09181776E-01,+1.00000000E+00,+6.53925227E+01,-4.00848193E-01,-9.16144490E-01,+1.00000000E+00,+6.63687862E+01
+1.37000000E-01,+0.00000000E+00,-4.16514415E-01,-9.09129112E-01,+1.00000000E+00,+6.53852774E+01,-4.00731444E-01,-9.16195563E-01,+1.00000000E+00,+6.63760874E+01
