s,n,Re(f_ex.11),Im(f_ex.11),Abs(f_ex.11),Arg(f_ex.11),Re(f_ex.21),Im(f_ex.21),Abs(f_ex.21),Arg(f_ex.21),Re(f_ex.12),Im(f_ex.12),Abs(f_ex.12),Arg(f_ex.12),Re(f_ex.22),Im(f_ex.22),Abs(f_ex.22),Arg(f_ex.22)
+0.00000000E+00,+7.30000000E+01,-2.62282982E-08,+1.61951528E-04,+1.61951530E-04,+1.57095828E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.82398219E-04,+1.35042567E-02,+1.35054885E-02,+1.58430223E+00
+0.00000000E+00,+7.40000000E+01,-2.55277013E-09,+5.05249455E-05,+5.05249456E-05,+1.57084685E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.67064015E-04,-2.58189667E-02,+2.58275824E-02,-1.59662678E+00
+0.00000000E+00,+7.50000000E+01,-2.23919150E-10,+1.49639283E-05,+1.49639283E-05,+1.57081129E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.22974287E-06,-1.10893704E-03,+1.10893772E-03,-1.57190526E+00
+0.00000000E+00,+7.60000000E+01,-1.77926766E-11,+4.21813660E-06,+4.21813660E-06,+1.57080054E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.32909907E-08,-1.82458186E-04,+1.82458189E-04,-1.57097878E+00
+0.00000000E+00,+7.70000000E+01,-1.28640394E-12,+1.13419748E-06,+1.13419748E-06,+1.57079746E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.32253405E-09,-3.63666612E-05,+3.63666612E-05,-1.57083269E+00
+0.00000000E+00,+7.80000000E+01,-8.49520425E-14,+2.91465327E-07,+2.91465327E-07,+1.57079662E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.89224705E-11,-7.67609729E-06,+7.67609729E-06,-1.57080400E+00
+0.00000000E+00,+7.90000000E+01,-5.14181353E-15,+7.17064040E-08,+7.17064040E-08,+1.57079640E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.69586189E-12,-1.64190800E-06,+1.64190800E-06,-1.57079797E+00
+0.00000000E+00,+8.00000000E+01,-2.86112542E-16,+1.69148522E-08,+1.69148522E-08,+1.57079634E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.21851091E-13,-3.49071712E-07,+3.49071712E-07,-1.57079668E+00
+0.00000000E+00,+8.10000000E+01,-1.46772294E-17,+3.83107855E-09,+3.83107855E-09,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.33451416E-15,-7.30377179E-08,+7.30377179E-08,-1.57079640E+00
+0.00000000E+00,+8.20000000E+01,-6.95949026E-19,+8.34193397E-10,+8.34193397E-10,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.23735973E-16,-1.49578068E-08,+1.49578068E-08,-1.57079634E+00
+0.00000000E+00,+8.30000000E+01,-3.05699209E-20,+1.74827647E-10,+1.74827647E-10,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.93308910E-18,-2.98880032E-09,+2.98880032E-09,-1.57079633E+00
+0.00000000E+00,+8.40000000E+01,-1.24665696E-21,+3.53034085E-11,+3.53034085E-11,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.38289605E-19,-5.81594211E-10,+5.81594211E-10,-1.57079633E+00
+0.00000000E+00,+8.50000000E+01,-4.79716808E-23,+6.87570741E-12,+6.87570741E-12,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.21374734E-20,-1.10093959E-10,+1.10093959E-10,-1.57079633E+00
+0.00000000E+00,+8.60000000E+01,-1.69762982E-24,+1.29274552E-12,+1.29274552E-12,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.12585842E-22,-2.02612724E-11,+2.02612724E-11,-1.57079633E+00
+0.00000000E+00,+8.70000000E+01,-5.38441394E-26,+2.34842802E-13,+2.34842802E-13,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.30391157E-23,-3.62416334E-12,+3.62416334E-12,-1.57079633E+00
+0.00000000E+00,+8.80000000E+01,-2.33661336E-27,+4.12533745E-14,+4.12533745E-14,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.67968583E-25,-6.30023222E-13,+6.30023222E-13,-1.57079633E+00
+0.00000000E+00,+8.90000000E+01,-1.45046433E-28,+7.01273398E-15,+7.01273398E-15,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.30868158E-26,-1.06449848E-13,+1.06449848E-13,-1.57079633E+00
+0.00000000E+00,+9.00000000E+01,+1.47145967E-29,+1.15443314E-15,+1.15443314E-15,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+4.21207321E-29,-1.74842671E-14,+1.74842671E-14,-1.57079633E+00
+0.00000000E+00,+9.10000000E+01,+4.74824034E-31,+1.84159280E-16,+1.84159280E-16,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.61046422E-29,-2.79233033E-15,+2.79233033E-15,-1.57079633E+00
+0.00000000E+00,+9.20000000E+01,-3.88134903E-31,+2.84862442E-17,+2.84862442E-17,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.36382265E-30,-4.33736354E-16,+4.33736354E-16,-1.57079633E+00
+0.00000000E+00,+9.30000000E+01,+1.51062355E-31,+4.27515354E-18,+4.27515354E-18,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+2.42274505E-30,-6.55481377E-17,+6.55481377E-17,-1.57079633E+00
+0.00000000E+00,+9.40000000E+01,+1.32696425E-32,+6.22855497E-19,+6.22855497E-19,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+1.53167443E-31,-9.64083698E-18,+9.64083698E-18,-1.57079633E+00
+0.00000000E+00,+9.50000000E+01,+3.96856845E-33,+8.81399928E-20,+8.81399928E-20,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.10856444E-32,-1.38050672E-18,+1.38050672E-18,-1.57079633E+00
+0.00000000E+00,+9.60000000E+01,-2.35980682E-34,+1.21207001E-20,+1.21207001E-20,+1.57079633E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.83471269E-33,-1.92523647E-19,+1.92523647E-19,-1.57079633E+00
