n,Re(m_ibc0.11),Im(m_ibc0.11),Abs(m_ibc0.11),Arg(m_ibc0.11),Re(m_ibc0.21),Im(m_ibc0.21),Abs(m_ibc0.21),Arg(m_ibc0.21),Re(m_ibc0.12),Im(m_ibc0.12),Abs(m_ibc0.12),Arg(m_ibc0.12),Re(m_ibc0.22),Im(m_ibc0.22),Abs(m_ibc0.22),Arg(m_ibc0.22)
+4.10000000E+01,-8.73598737E-01,-3.32301043E-01,+9.34665040E-01,-2.77811208E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.73866308E-01,+3.78994479E-01,+4.16972791E-01,+2.00090853E+00
+4.20000000E+01,-7.82437491E-01,+4.12588250E-01,+8.84554968E-01,+2.65633536E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.62108568E-01,-3.68550377E-01,+4.02627083E-01,-1.98518135E+00
+4.30000000E+01,-6.50424730E-02,+2.46600790E-01,+2.55034258E-01,+1.82867946E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.93005120E-01,-3.09106739E-01,+9.44989481E-01,-2.80835877E+00
+4.40000000E+01,-2.71675431E-01,-4.44823438E-01,+5.21224934E-01,-2.11908197E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.96345168E-01,+4.02715211E-01,+8.92381739E-01,+2.67339199E+00
+4.50000000E+01,-9.44294413E-01,-2.29352293E-01,+9.71748122E-01,-2.90332425E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.00969598E-01,+3.01288464E-01,+3.17757137E-01,+1.89415941E+00
+4.60000000E+01,-7.50025566E-01,+4.32997940E-01,+8.66040164E-01,+2.61802340E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.76188497E-01,-3.80980460E-01,+4.19748136E-01,-2.00396414E+00
+4.70000000E+01,-9.20847413E-02,+2.89145537E-01,+3.03454677E-01,+1.87911254E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.45223334E-01,-3.61691650E-01,+9.19360285E-01,-2.73724766E+00
+4.80000000E+01,-1.56771204E-01,-3.63584919E-01,+3.95943435E-01,-1.97789135E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.09770647E-01,+2.86510064E-01,+9.53818980E-01,+2.83649952E+00
+4.90000000E+01,-7.92935300E-01,-4.05202308E-01,+8.90469146E-01,-2.66917145E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.01034936E-01,+4.58707863E-01,+5.48666507E-01,+2.15156472E+00
+5.00000000E+01,-9.62823398E-01,+1.89194349E-01,+9.81235649E-01,+2.94756518E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.21799280E-03,-7.86087105E-02,+7.88542503E-02,-1.64973253E+00
+5.10000000E+01,-4.50616018E-01,+4.97555246E-01,+6.71279389E-01,+2.30672986E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.27462671E-01,-4.94710356E-01,+6.53806295E-01,-2.28340028E+00
+5.20000000E+01,-1.47118855E-02,+1.20397035E-01,+1.21292562E-01,+1.69238828E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.38089043E-01,-2.40993755E-01,+9.68549970E-01,-2.89013181E+00
+5.30000000E+01,-2.01287109E-01,-4.00962104E-01,+4.48650319E-01,-2.03605089E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.96629412E-01,+3.04442293E-01,+9.46905176E-01,+2.81426580E+00
+5.40000000E+01,-7.29162120E-01,-4.44392532E-01,+8.53909902E-01,-2.59424891E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.08873836E-01,+4.91625897E-01,+6.39432432E-01,+2.26455616E+00
+5.50000000E+01,-9.99633530E-01,-1.91399052E-02,+9.99816748E-01,-3.12244807E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.01118150E-02,+1.70894978E-01,+1.73527563E-01,+1.74520678E+00
+5.60000000E+01,-7.88852538E-01,+4.08122790E-01,+8.88173709E-01,+2.66415165E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.48842729E-02,-2.93055025E-01,+3.08032909E-01,-1.88392104E+00
+5.70000000E+01,-3.47443373E-01,+4.76158036E-01,+5.89443273E-01,+2.20116581E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.81801361E-01,-4.99668700E-01,+6.94119126E-01,-2.33799183E+00
+5.80000000E+01,-4.08522688E-02,+1.97947874E-01,+2.02119442E-01,+1.77431787E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.59052184E-01,-3.47967713E-01,+9.26850681E-01,-2.75673180E+00
+5.90000000E+01,-3.33938473E-02,-1.79662735E-01,+1.82739835E-01,-1.75456882E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.99987471E-01,-3.53954288E-03,+9.99993736E-01,-3.13805308E+00
+6.00000000E+01,-2.52590567E-01,-4.34498069E-01,+5.02583890E-01,-2.09738130E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.89987299E-01,+3.12905587E-01,+9.43391382E-01,+2.80350710E+00
+6.10000000E+01,-5.31721508E-01,-4.98992731E-01,+7.29192367E-01,-2.38793732E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.45601306E-01,+4.78330701E-01,+8.03493190E-01,+2.50393634E+00
+6.20000000E+01,-7.45283546E-01,-4.35701712E-01,+8.63298063E-01,-2.61256470E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.93241390E-01,+4.88469650E-01,+6.27089619E-01,+2.24860759E+00
+6.30000000E+01,-8.50309030E-01,-3.56768249E-01,+9.22122026E-01,-2.74432615E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.03707145E-01,+4.02753702E-01,+4.51339280E-01,+2.03906194E+00
+6.40000000E+01,-8.37708421E-01,-3.68718080E-01,+9.15264126E-01,-2.72695940E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.99752352E-02,+2.86146278E-01,+2.99958723E-01,+1.87544571E+00
+6.50000000E+01,-6.17564729E-01,-4.85982031E-01,+7.85852868E-01,-2.47487037E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.37682872E-02,+1.80632195E-01,+1.83761495E-01,+1.75560808E+00
+6.60000000E+01,-2.23101261E-01,-4.16325700E-01,+4.72335962E-01,-2.06273546E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.07103896E-02,+1.02935306E-01,+1.03491012E-01,+1.67447297E+00
+6.70000000E+01,-4.24291729E-02,-2.01566213E-01,+2.05983429E-01,-1.77826491E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.86176574E-03,+5.34188734E-02,+5.34954740E-02,+1.62431735E+00
+6.80000000E+01,-6.53460113E-03,-8.05723285E-02,+8.08368797E-02,-1.65172151E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.45533628E-04,+2.53991518E-02,+2.54073538E-02,+1.59620641E+00
+6.90000000E+01,-9.35411337E-04,-3.05701871E-02,+3.05844950E-02,-1.60138559E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.23888629E-04,+1.11298374E-02,+1.11305269E-02,+1.58192708E+00
+7.00000000E+01,-1.25289706E-04,-1.11925872E-02,+1.11932884E-02,-1.58198985E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.04587768E-05,+4.52309166E-03,+4.52313793E-03,+1.57531948E+00
+7.10000000E+01,-1.55226636E-05,-3.93985059E-03,+3.93988117E-03,-1.57473622E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.94253106E-06,+1.71537821E-03,+1.71538073E-03,+1.57251171E+00
+7.20000000E+01,-1.76377348E-06,-1.32807017E-03,+1.32807134E-03,-1.57212440E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.72698769E-07,+6.10490483E-04,+6.10490597E-04,+1.57140682E+00
+7.30000000E+01,-1.83050363E-07,-4.27843814E-04,+4.27843854E-04,-1.57122417E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.19604768E-08,+2.04842562E-04,+2.04842566E-04,+1.57100117E+00
+7.40000000E+01,-1.73349558E-08,-1.31662278E-04,+1.31662279E-04,-1.57092799E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.23145141E-09,+6.50496072E-05,+6.50496073E-05,+1.57086138E+00
+7.50000000E+01,-1.49917959E-09,-3.87192405E-05,+3.87192405E-05,-1.57083505E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.84624189E-10,+1.96118380E-05,+1.96118380E-05,+1.57081594E+00
+7.60000000E+01,-1.18610545E-10,-1.08908468E-05,+1.08908468E-05,-1.57080722E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.16788888E-11,+5.62840020E-06,+5.62840020E-06,+1.57080196E+00
+7.70000000E+01,-8.60354974E-12,-2.93318082E-06,+2.93318082E-06,-1.57079926E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.37490819E-12,+1.54107371E-06,+1.54107371E-06,+1.57079787E+00
+7.80000000E+01,-5.73494855E-13,-7.57294431E-07,+7.57294431E-07,-1.57079708E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.62695136E-13,+4.03354852E-07,+4.03354852E-07,+1.57079673E+00
