s1,s2,Re(r_ibc3.tm),Im(r_ibc3.tm),Abs(r_ibc3.tm),Arg(r_ibc3.tm),Re(r_ibc3.te),Im(r_ibc3.te),Abs(r_ibc3.te),Arg(r_ibc3.te)
+7.90000000E-01,+0.00000000E+00,+1.10241202E+00,+5.55221348E-01,+1.23433504E+00,+4.66557220E-01,+9.70803689E-01,+2.55085673E-01,+1.00375719E+00,+2.56948948E-01
+8.00000000E-01,+0.00000000E+00,+1.11036251E+00,+5.65913381E-01,+1.24625955E+00,+4.71350016E-01,+9.72112787E-01,+2.49729316E-01,+1.00367724E+00,+2.51455931E-01
+8.10000000E-01,+0.00000000E+00,+1.11874287E+00,+5.77735360E-01,+1.25911229E+00,+4.76693039E-01,+9.73436994E-01,+2.44176584E-01,+1.00359443E+00,+2.45768756E-01
+8.20000000E-01,+0.00000000E+00,+1.12758812E+00,+5.90868105E-01,+1.27302006E+00,+4.82671052E-01,+9.74776119E-01,+2.38413426E-01,+1.00350857E+00,+2.39873614E-01
+8.30000000E-01,+0.00000000E+00,+1.13693583E+00,+6.05533277E-01,+1.28813572E+00,+4.89387076E-01,+9.76129947E-01,+2.32423848E-01,+1.00341941E+00,+2.33754772E-01
+8.40000000E-01,+0.00000000E+00,+1.14682542E+00,+6.22005625E-01,+1.30464537E+00,+4.96967673E-01,+9.77498223E-01,+2.26189516E-01,+1.00332670E+00,+2.27394173E-01
+8.50000000E-01,+0.00000000E+00,+1.15729663E+00,+6.40629952E-01,+1.32277822E+00,+5.05570210E-01,+9.78880655E-01,+2.19689238E-01,+1.00323013E+00,+2.20770921E-01
+8.60000000E-01,+0.00000000E+00,+1.16838659E+00,+6.61845007E-01,+1.34282018E+00,+5.15393040E-01,+9.80276895E-01,+2.12898290E-01,+1.00312934E+00,+2.13860615E-01
+8.70000000E-01,+0.00000000E+00,+1.18012419E+00,+6.86217872E-01,+1.36513299E+00,+5.26690065E-01,+9.81686532E-01,+2.05787527E-01,+1.00302390E+00,+2.06634458E-01
+8.80000000E-01,+0.00000000E+00,+1.19251959E+00,+7.14494595E-01,+1.39018182E+00,+5.39792096E-01,+9.83109069E-01,+1.98322172E-01,+1.00291332E+00,+1.99058056E-01
+8.90000000E-01,+0.00000000E+00,+1.20554433E+00,+7.47676722E-01,+1.41857591E+00,+5.55139060E-01,+9.84543904E-01,+1.90460150E-01,+1.00279697E+00,+1.91089752E-01
+9.00000000E-01,+0.00000000E+00,+1.21909330E+00,+7.87140450E-01,+1.45113010E+00,+5.73330169E-01,+9.85990291E-01,+1.82149719E-01,+1.00267411E+00,+1.82678272E-01
+9.10000000E-01,+0.00000000E+00,+1.23290958E+00,+8.34828481E-01,+1.48896092E+00,+5.95205069E-01,+9.87447290E-01,+1.73326007E-01,+1.00254379E+00,+1.73759267E-01
+9.20000000E-01,+0.00000000E+00,+1.24643014E+00,+8.93570878E-01,+1.53364175E+00,+6.21981136E-01,+9.88913690E-01,+1.63905763E-01,+1.00240480E+00,+1.64250078E-01
+9.30000000E-01,+0.00000000E+00,+1.25845156E+00,+9.67645180E-01,+1.58746261E+00,+6.55498660E-01,+9.90387886E-01,+1.53779041E-01,+1.00225554E+00,+1.54041447E-01
+9.40000000E-01,+0.00000000E+00,+1.26635512E+00,+1.06380063E+00,+1.65388242E+00,+6.98688681E-01,+9.91867676E-01,+1.42795296E-01,+1.00209380E+00,+1.42983639E-01
+9.50000000E-01,+0.00000000E+00,+1.26414455E+00,+1.19321703E+00,+1.73834068E+00,+7.56542891E-01,+9.93349890E-01,+1.30738459E-01,+1.00191644E+00,+1.30861562E-01
+9.60000000E-01,+0.00000000E+00,+1.23687903E+00,+1.37532956E+00,+1.84970299E+00,+8.38349946E-01,+9.94829676E-01,+1.17277943E-01,+1.00171862E+00,+1.17345857E-01
+9.70000000E-01,+0.00000000E+00,+1.14240520E+00,+1.64441220E+00,+2.00229396E+00,+9.63623129E-01,+9.96298886E-01,+1.01858996E-01,+1.00149225E+00,+1.01883394E-01
+9.80000000E-01,+0.00000000E+00,+8.40660902E-01,+2.04604170E+00,+2.21201207E+00,+1.18095296E+00,+9.97741681E-01,+8.34034130E-02,+1.00122155E+00,+8.33982986E-02
+9.90000000E-01,+0.00000000E+00,-1.67027534E-01,+2.38644597E+00,+2.39228397E+00,+1.64067245E+00,+9.99117337E-01,+5.91369551E-02,+1.00086594E+00,+5.91202238E-02
+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
